지점,날짜,발생건수(건)
경북,20170101,606
경북,20170102,3078
경북,20170103,2177
경북,20170104,2030
경북,20170105,2024
경북,20170106,2222
경북,20170107,1526
경북,20170108,188
경북,20170109,2713
경북,20170110,1896
경북,20170111,1754
경북,20170112,1899
경북,20170113,1970
경북,20170114,1331
경북,20170115,212
경북,20170116,2612
경북,20170117,1908
경북,20170118,1793
경북,20170119,1795
경북,20170120,1814
경북,20170121,1426
경북,20170122,206
경북,20170123,2593
경북,20170124,1976
경북,20170125,2058
경북,20170126,2510
경북,20170127,466
경북,20170128,58
경북,20170129,222
경북,20170130,922
경북,20170131,2559
경북,20170201,2075
경북,20170202,1755
경북,20170203,2009
경북,20170204,1307
경북,20170205,212
경북,20170206,2528
경북,20170207,1895
경북,20170208,1604
경북,20170209,1727
경북,20170210,1830
경북,20170211,1323
경북,20170212,224
경북,20170213,2536
경북,20170214,1855
경북,20170215,1751
경북,20170216,1776
경북,20170217,2011
경북,20170218,1362
경북,20170219,238
경북,20170220,2632
경북,20170221,1947
경북,20170222,1723
경북,20170223,1884
경북,20170224,2007
경북,20170225,1417
경북,20170226,227
경북,20170227,2650
경북,20170228,1958
경북,20170301,700
경북,20170302,2235
경북,20170303,1877
경북,20170304,1330
경북,20170305,211
경북,20170306,2368
경북,20170307,1687
경북,20170308,1665
경북,20170309,1773
경북,20170310,1939
경북,20170311,1431
경북,20170312,275
경북,20170313,2727
경북,20170314,1913
경북,20170315,1811
경북,20170316,1793
경북,20170317,2138
경북,20170318,1629
경북,20170319,293
경북,20170320,2756
경북,20170321,2030
경북,20170322,2015
경북,20170323,2083
경북,20170324,2264
경북,20170325,1813
경북,20170326,314
경북,20170327,3122
경북,20170328,2152
경북,20170329,1994
경북,20170330,2091
경북,20170331,2228
경북,20170401,2105
경북,20170402,313
경북,20170403,3037
경북,20170404,2096
경북,20170405,2097
경북,20170406,2341
경북,20170407,2278
경북,20170408,1667
경북,20170409,302
경북,20170410,2989
경북,20170411,2177
경북,20170412,2143
경북,20170413,2081
경북,20170414,2438
경북,20170415,1727
경북,20170416,301
경북,20170417,2770
경북,20170418,2153
경북,20170419,2019
경북,20170420,2101
경북,20170421,2227
경북,20170422,1665
경북,20170423,276
경북,20170424,3035
경북,20170425,2301
경북,20170426,2127
경북,20170427,2134
경북,20170428,2385
경북,20170429,1858
경북,20170430,295
경북,20170501,2946
경북,20170502,2689
경북,20170503,600
경북,20170504,2906
경북,20170505,515
경북,20170506,1720
경북,20170507,274
경북,20170508,3106
경북,20170509,1127
경북,20170510,2232
경북,20170511,1858
경북,20170512,1969
경북,20170513,1402
경북,20170514,236
경북,20170515,2572
경북,20170516,1829
경북,20170517,1763
경북,20170518,1742
경북,20170519,1817
경북,20170520,1269
경북,20170521,236
경북,20170522,2406
경북,20170523,1743
경북,20170524,1685
경북,20170525,1606
경북,20170526,1823
경북,20170527,1287
경북,20170528,217
경북,20170529,2379
경북,20170530,1555
경북,20170531,1519
경북,20170601,1831
경북,20170602,1812
경북,20170603,1263
경북,20170604,203
경북,20170605,2377
경북,20170606,516
경북,20170607,2074
경북,20170608,1596
경북,20170609,1666
경북,20170610,1230
경북,20170611,191
경북,20170612,2251
경북,20170613,1571
경북,20170614,1469
경북,20170615,1498
경북,20170616,1692
경북,20170617,1119
경북,20170618,190
경북,20170619,2021
경북,20170620,1424
경북,20170621,1406
경북,20170622,1417
경북,20170623,1584
경북,20170624,1013
경북,20170625,186
경북,20170626,2115
경북,20170627,1418
경북,20170628,1309
경북,20170629,1324
경북,20170630,1349
경북,20170701,1271
경북,20170702,169
경북,20170703,1794
경북,20170704,1273
경북,20170705,1264
경북,20170706,1276
경북,20170707,1392
경북,20170708,851
경북,20170709,154
경북,20170710,1684
경북,20170711,1183
경북,20170712,1116
경북,20170713,1213
경북,20170714,1286
경북,20170715,988
경북,20170716,167
경북,20170717,1695
경북,20170718,1209
경북,20170719,1056
경북,20170720,1157
경북,20170721,1236
경북,20170722,818
경북,20170723,133
경북,20170724,1678
경북,20170725,1236
경북,20170726,1219
경북,20170727,1272
경북,20170728,1335
경북,20170729,835
경북,20170730,140
경북,20170731,1589
경북,20170801,1387
경북,20170802,1148
경북,20170803,1119
경북,20170804,1189
경북,20170805,713
경북,20170806,124
경북,20170807,1563
경북,20170808,1172
경북,20170809,1114
경북,20170810,1143
경북,20170811,1080
경북,20170812,676
경북,20170813,101
경북,20170814,1555
경북,20170815,254
경북,20170816,1533
경북,20170817,1253
경북,20170818,1201
경북,20170819,840
경북,20170820,138
경북,20170821,1646
경북,20170822,1176
경북,20170823,1122
경북,20170824,1074
경북,20170825,1246
경북,20170826,852
경북,20170827,144
경북,20170828,1867
경북,20170829,1292
경북,20170830,1259
경북,20170831,1280
경북,20170901,1697
경북,20170902,1092
경북,20170903,181
경북,20170904,1899
경북,20170905,1346
경북,20170906,1309
경북,20170907,1320
경북,20170908,1445
경북,20170909,1017
경북,20170910,199
경북,20170911,1890
경북,20170912,1437
경북,20170913,1331
경북,20170914,1434
경북,20170915,1593
경북,20170916,1179
경북,20170917,224
경북,20170918,2097
경북,20170919,1483
경북,20170920,1484
경북,20170921,1464
경북,20170922,1617
경북,20170923,1134
경북,20170924,212
경북,20170925,2179
경북,20170926,1666
경북,20170927,1529
경북,20170928,1832
경북,20170929,2111
경북,20170930,1559
경북,20171001,509
경북,20171002,2300
경북,20171003,389
경북,20171004,78
경북,20171005,322
경북,20171006,960
경북,20171007,1084
경북,20171008,248
경북,20171009,762
경북,20171010,2225
경북,20171011,1602
경북,20171012,1499
경북,20171013,1749
경북,20171014,1183
경북,20171015,232
경북,20171016,2101
경북,20171017,1575
경북,20171018,1538
경북,20171019,1504
경북,20171020,1713
경북,20171021,1160
경북,20171022,242
경북,20171023,2393
경북,20171024,1733
경북,20171025,1680
경북,20171026,1759
경북,20171027,1986
경북,20171028,1381
경북,20171029,344
경북,20171030,2681
경북,20171031,1774
경북,20171101,2005
경북,20171102,1869
경북,20171103,2036
경북,20171104,1663
경북,20171105,350
경북,20171106,2709
경북,20171107,2025
경북,20171108,1893
경북,20171109,1880
경북,20171110,2029
경북,20171111,1606
경북,20171112,315
경북,20171113,2798
경북,20171114,2006
경북,20171115,1804
경북,20171116,1965
경북,20171117,2163
경북,20171118,1618
경북,20171119,341
경북,20171120,2793
경북,20171121,1886
경북,20171122,1842
경북,20171123,1875
경북,20171124,1961
경북,20171125,1520
경북,20171126,354
경북,20171127,2760
경북,20171128,1894
경북,20171129,1845
경북,20171130,1883
경북,20171201,2212
경북,20171202,1633
경북,20171203,327
경북,20171204,2792
경북,20171205,1825
경북,20171206,1851
경북,20171207,1922
경북,20171208,2003
경북,20171209,1587
경북,20171210,315
경북,20171211,2729
경북,20171212,1891
경북,20171213,1917
경북,20171214,1989
경북,20171215,2196
경북,20171216,1620
경북,20171217,316
경북,20171218,2957
경북,20171219,2060
경북,20171220,2059
경북,20171221,2213
경북,20171222,2403
경북,20171223,1840
경북,20171224,294
경북,20171225,652
경북,20171226,3714
경북,20171227,2344
경북,20171228,2557
경북,20171229,3001
경북,20171230,2019
경북,20171231,366
경북,20180101,794
경북,20180102,3855
경북,20180103,2596
경북,20180104,2511
경북,20180105,2843
경북,20180106,1817
경북,20180107,265
경북,20180108,3171
경북,20180109,2230
경북,20180110,1994
경북,20180111,2245
경북,20180112,2266
경북,20180113,1618
경북,20180114,203
경북,20180115,3068
경북,20180116,2165
경북,20180117,1909
경북,20180118,2145
경북,20180119,2223
경북,20180120,1425
경북,20180121,187
경북,20180122,2857
경북,20180123,1762
경북,20180124,1590
경북,20180125,1798
경북,20180126,1845
경북,20180127,1256
경북,20180128,195
경북,20180129,2442
경북,20180130,1749
경북,20180131,1687
경북,20180201,1926
경북,20180202,1806
경북,20180203,1222
경북,20180204,190
경북,20180205,2232
경북,20180206,1635
경북,20180207,1648
경북,20180208,1729
경북,20180209,1847
경북,20180210,1262
경북,20180211,248
경북,20180212,2450
경북,20180213,2048
경북,20180214,2445
경북,20180215,475
경북,20180216,69
경북,20180217,279
경북,20180218,282
경북,20180219,2721
경북,20180220,1764
경북,20180221,1662
경북,20180222,1773
경북,20180223,1763
경북,20180224,1118
경북,20180225,182
경북,20180226,2338
경북,20180227,1698
경북,20180228,1577
경북,20180301,595
경북,20180302,1975
경북,20180303,1096
경북,20180304,175
경북,20180305,2145
경북,20180306,1670
경북,20180307,1474
경북,20180308,1117
경북,20180309,1745
경북,20180310,1145
경북,20180311,190
경북,20180312,2210
경북,20180313,1629
경북,20180314,1442
경북,20180315,1534
경북,20180316,1815
경북,20180317,1344
경북,20180318,265
경북,20180319,2208
경북,20180320,1900
경북,20180321,1371
경북,20180322,1891
경북,20180323,1941
경북,20180324,1379
경북,20180325,233
경북,20180326,2530
경북,20180327,1942
경북,20180328,1745
경북,20180329,1921
경북,20180330,1978
경북,20180331,1492
경북,20180401,536
경북,20180402,2703
경북,20180403,1840
경북,20180404,1799
경북,20180405,1851
경북,20180406,1999
경북,20180407,1546
경북,20180408,307
경북,20180409,2739
경북,20180410,2005
경북,20180411,1897
경북,20180412,2018
경북,20180413,2173
경북,20180414,1621
경북,20180415,281
경북,20180416,2984
경북,20180417,2027
경북,20180418,2008
경북,20180419,2148
경북,20180420,2393
경북,20180421,1815
경북,20180422,360
경북,20180423,2897
경북,20180424,2296
경북,20180425,2186
경북,20180426,2152
경북,20180427,2357
경북,20180428,1847
경북,20180429,341
경북,20180430,3083
경북,20180501,2041
경북,20180502,2240
경북,20180503,2171
경북,20180504,2432
경북,20180505,643
경북,20180506,330
경북,20180507,1541
경북,20180508,2858
경북,20180509,2063
경북,20180510,2077
경북,20180511,2093
경북,20180512,1629
경북,20180513,294
경북,20180514,2805
경북,20180515,1916
경북,20180516,1836
경북,20180517,1804
경북,20180518,2015
경북,20180519,1513
경북,20180520,273
경북,20180521,2961
경북,20180522,549
경북,20180523,2321
경북,20180524,1803
경북,20180525,1978
경북,20180526,1253
경북,20180527,281
경북,20180528,2537
경북,20180529,1700
경북,20180530,1608
경북,20180531,1631
경북,20180601,1956
경북,20180602,1270
경북,20180603,203
경북,20180604,2388
경북,20180605,1785
경북,20180606,447
경북,20180607,1918
경북,20180608,1796
경북,20180609,1213
경북,20180610,174
경북,20180611,2254
경북,20180612,1622
경북,20180613,587
경북,20180614,1760
경북,20180615,1656
경북,20180616,1099
경북,20180617,176
경북,20180618,2042
경북,20180619,1473
경북,20180620,1354
경북,20180621,1474
경북,20180622,1584
경북,20180623,1009
경북,20180624,162
경북,20180625,2041
경북,20180626,1517
경북,20180627,1258
경북,20180628,1288
경북,20180629,1434
경북,20180630,1024
광주,20160101,432
광주,20160102,1420
광주,20160103,179
광주,20160104,2041
광주,20160105,1391
광주,20160106,1190
광주,20160107,1320
광주,20160108,1313
광주,20160109,1129
광주,20160110,170
광주,20160111,1714
광주,20160112,1217
광주,20160113,1149
광주,20160114,1190
광주,20160115,1262
광주,20160116,1075
광주,20160117,134
광주,20160118,1649
광주,20160119,858
광주,20160120,1058
광주,20160121,1113
광주,20160122,1210
광주,20160123,1017
광주,20160124,82
광주,20160125,1304
광주,20160126,1155
광주,20160127,1140
광주,20160128,1123
광주,20160129,1195
광주,20160130,984
광주,20160131,94
광주,20160201,1686
광주,20160202,1198
광주,20160203,1138
광주,20160204,1386
광주,20160205,1776
광주,20160206,1449
광주,20160207,171
광주,20160208,103
광주,20160209,221
광주,20160210,780
광주,20160211,2022
광주,20160212,1444
광주,20160213,1315
광주,20160214,169
광주,20160215,1799
광주,20160216,1327
광주,20160217,1316
광주,20160218,1288
광주,20160219,1341
광주,20160220,1032
광주,20160221,137
광주,20160222,1814
광주,20160223,1303
광주,20160224,1184
광주,20160225,1329
광주,20160226,1399
광주,20160227,978
광주,20160228,114
광주,20160229,1798
광주,20160301,466
광주,20160302,1468
광주,20160303,1203
광주,20160304,1143
광주,20160305,1030
광주,20160306,167
광주,20160307,1561
광주,20160308,1123
광주,20160309,1114
광주,20160310,1214
광주,20160311,1187
광주,20160312,1122
광주,20160313,204
광주,20160314,1752
광주,20160315,1259
광주,20160316,1204
광주,20160317,1294
광주,20160318,1361
광주,20160319,1188
광주,20160320,170
광주,20160321,1897
광주,20160322,1384
광주,20160323,1271
광주,20160324,1436
광주,20160325,1411
광주,20160326,1319
광주,20160327,225
광주,20160328,1948
광주,20160329,1441
광주,20160330,1246
광주,20160331,1425
광주,20160401,1611
광주,20160402,1342
광주,20160403,266
광주,20160404,2033
광주,20160405,1432
광주,20160406,1315
광주,20160407,1410
광주,20160408,1385
광주,20160409,1266
광주,20160410,217
광주,20160411,1882
광주,20160412,1353
광주,20160413,816
광주,20160414,1467
광주,20160415,1309
광주,20160416,1236
광주,20160417,257
광주,20160418,1770
광주,20160419,1268
광주,20160420,1159
광주,20160421,1305
광주,20160422,1263
광주,20160423,1075
광주,20160424,188
광주,20160425,1849
광주,20160426,1350
광주,20160427,1127
광주,20160428,1433
광주,20160429,1395
광주,20160430,1134
광주,20160501,342
광주,20160502,1749
광주,20160503,1313
광주,20160504,1487
광주,20160505,316
광주,20160506,1280
광주,20160507,1017
광주,20160508,228
광주,20160509,1914
광주,20160510,1180
광주,20160511,1199
광주,20160512,1269
광주,20160513,1302
광주,20160514,504
광주,20160515,243
광주,20160516,1840
광주,20160517,1258
광주,20160518,1131
광주,20160519,1208
광주,20160520,1204
광주,20160521,1029
광주,20160522,207
광주,20160523,1703
광주,20160524,1157
광주,20160525,1123
광주,20160526,1144
광주,20160527,1175
광주,20160528,975
광주,20160529,188
광주,20160530,1579
광주,20160531,1056
광주,20160601,1082
광주,20160602,1059
광주,20160603,1079
광주,20160604,929
광주,20160605,151
광주,20160606,366
광주,20160607,1458
광주,20160608,925
광주,20160609,989
광주,20160610,951
광주,20160611,801
광주,20160612,138
광주,20160613,1156
광주,20160614,884
광주,20160615,794
광주,20160616,852
광주,20160617,832
광주,20160618,719
광주,20160619,100
광주,20160620,1142
광주,20160621,877
광주,20160622,738
광주,20160623,820
광주,20160624,779
광주,20160625,690
광주,20160626,155
광주,20160627,1135
광주,20160628,818
광주,20160629,784
광주,20160630,781
광주,20160701,877
광주,20160702,737
광주,20160703,109
광주,20160704,1104
광주,20160705,783
광주,20160706,615
광주,20160707,691
광주,20160708,706
광주,20160709,609
광주,20160710,116
광주,20160711,970
광주,20160712,753
광주,20160713,708
광주,20160714,736
광주,20160715,739
광주,20160716,591
광주,20160717,94
광주,20160718,1087
광주,20160719,805
광주,20160720,726
광주,20160721,793
광주,20160722,816
광주,20160723,628
광주,20160724,124
광주,20160725,968
광주,20160726,764
광주,20160727,672
광주,20160728,712
광주,20160729,719
광주,20160730,530
광주,20160731,113
광주,20160801,991
광주,20160802,656
광주,20160803,648
광주,20160804,638
광주,20160805,678
광주,20160806,461
광주,20160807,96
광주,20160808,896
광주,20160809,673
광주,20160810,657
광주,20160811,618
광주,20160812,602
광주,20160813,511
광주,20160814,96
광주,20160815,222
광주,20160816,1008
광주,20160817,679
광주,20160818,670
광주,20160819,795
광주,20160820,636
광주,20160821,115
광주,20160822,1053
광주,20160823,762
광주,20160824,789
광주,20160825,749
광주,20160826,771
광주,20160827,732
광주,20160828,199
광주,20160829,1174
광주,20160830,909
광주,20160831,811
광주,20160901,949
광주,20160902,877
광주,20160903,813
광주,20160904,135
광주,20160905,1234
광주,20160906,932
광주,20160907,929
광주,20160908,988
광주,20160909,1006
광주,20160910,921
광주,20160911,173
광주,20160912,1579
광주,20160913,1358
광주,20160914,382
광주,20160915,100
광주,20160916,227
광주,20160917,861
광주,20160918,223
광주,20160919,1688
광주,20160920,1169
광주,20160921,1123
광주,20160922,1104
광주,20160923,1144
광주,20160924,942
광주,20160925,190
광주,20160926,1520
광주,20160927,1046
광주,20160928,979
광주,20160929,1072
광주,20160930,1119
광주,20161001,1126
광주,20161002,201
광주,20161003,400
광주,20161004,1660
광주,20161005,1004
광주,20161006,1132
광주,20161007,1161
광주,20161008,1045
광주,20161009,208
광주,20161010,1807
광주,20161011,1262
광주,20161012,1179
광주,20161013,1262
광주,20161014,1259
광주,20161015,1041
광주,20161016,236
광주,20161017,1736
광주,20161018,1283
광주,20161019,1156
광주,20161020,1290
광주,20161021,1332
광주,20161022,1151
광주,20161023,254
광주,20161024,1822
광주,20161025,1312
광주,20161026,1281
광주,20161027,1343
광주,20161028,1312
광주,20161029,1219
광주,20161030,250
광주,20161031,1956
광주,20161101,1494
광주,20161102,1343
광주,20161103,1452
광주,20161104,1439
광주,20161105,1257
광주,20161106,305
광주,20161107,2064
광주,20161108,1448
광주,20161109,1393
광주,20161110,1422
광주,20161111,1578
광주,20161112,1279
광주,20161113,320
광주,20161114,2043
광주,20161115,1431
광주,20161116,1391
광주,20161117,1507
광주,20161118,1504
광주,20161119,1341
광주,20161120,284
광주,20161121,2088
광주,20161122,1562
광주,20161123,1440
광주,20161124,1526
광주,20161125,1589
광주,20161126,1370
광주,20161127,298
광주,20161128,2120
광주,20161129,1526
광주,20161130,1344
광주,20161201,1644
광주,20161202,1604
광주,20161203,1339
광주,20161204,284
광주,20161205,2042
광주,20161206,1412
광주,20161207,1348
광주,20161208,1465
광주,20161209,1607
광주,20161210,1317
광주,20161211,230
광주,20161212,2059
광주,20161213,1496
광주,20161214,1401
광주,20161215,1407
광주,20161216,1588
광주,20161217,1342
광주,20161218,234
광주,20161219,2057
광주,20161220,1617
광주,20161221,1557
광주,20161222,1569
광주,20161223,1587
광주,20161224,1340
광주,20161225,254
광주,20161226,2214
광주,20161227,1614
광주,20161228,1407
광주,20161229,1435
광주,20161230,1595
광주,20161231,1183
광주,20170101,315
광주,20170102,2000
광주,20170103,1428
광주,20170104,1281
광주,20170105,1297
광주,20170106,1368
광주,20170107,1026
광주,20170108,152
광주,20170109,1674
광주,20170110,1144
광주,20170111,1137
광주,20170112,1213
광주,20170113,1255
광주,20170114,902
광주,20170115,196
광주,20170116,1658
광주,20170117,1201
광주,20170118,1123
광주,20170119,1164
광주,20170120,1125
광주,20170121,1031
광주,20170122,148
광주,20170123,1594
광주,20170124,1315
광주,20170125,1324
광주,20170126,1670
광주,20170127,412
광주,20170128,116
광주,20170129,186
광주,20170130,604
광주,20170131,1709
광주,20170201,1302
광주,20170202,1156
광주,20170203,1249
광주,20170204,1007
광주,20170205,185
광주,20170206,1497
광주,20170207,1157
광주,20170208,1138
광주,20170209,1118
광주,20170210,1026
광주,20170211,907
광주,20170212,199
광주,20170213,1701
광주,20170214,1205
광주,20170215,1125
광주,20170216,1113
광주,20170217,1184
광주,20170218,971
광주,20170219,209
광주,20170220,1519
광주,20170221,1226
광주,20170222,1008
광주,20170223,1196
광주,20170224,1167
광주,20170225,972
광주,20170226,195
광주,20170227,1535
광주,20170228,1246
광주,20170301,444
광주,20170302,1393
광주,20170303,1188
광주,20170304,938
광주,20170305,186
광주,20170306,1482
광주,20170307,1040
광주,20170308,1062
광주,20170309,1140
광주,20170310,1156
광주,20170311,991
광주,20170312,210
광주,20170313,1791
광주,20170314,1202
광주,20170315,1167
광주,20170316,1334
광주,20170317,1366
광주,20170318,1175
광주,20170319,216
광주,20170320,1741
광주,20170321,1388
광주,20170322,1306
광주,20170323,1323
광주,20170324,1461
광주,20170325,1245
광주,20170326,249
광주,20170327,2037
광주,20170328,1382
광주,20170329,1477
광주,20170330,1466
광주,20170331,1501
광주,20170401,1481
광주,20170402,238
광주,20170403,2200
광주,20170404,1567
광주,20170405,1329
광주,20170406,1589
광주,20170407,1550
광주,20170408,1209
광주,20170409,150
광주,20170410,2041
광주,20170411,1520
광주,20170412,1477
광주,20170413,1490
광주,20170414,1592
광주,20170415,1274
광주,20170416,226
광주,20170417,1937
광주,20170418,1465
광주,20170419,1373
광주,20170420,1402
광주,20170421,1603
광주,20170422,1217
광주,20170423,228
광주,20170424,2096
광주,20170425,1486
광주,20170426,1244
광주,20170427,1486
광주,20170428,1445
광주,20170429,1147
광주,20170430,180
광주,20170501,1881
광주,20170502,1614
광주,20170503,335
광주,20170504,1802
광주,20170505,262
광주,20170506,1212
광주,20170507,166
광주,20170508,1904
광주,20170509,836
광주,20170510,1343
광주,20170511,1215
광주,20170512,1145
광주,20170513,995
광주,20170514,153
광주,20170515,1568
광주,20170516,1221
광주,20170517,1026
광주,20170518,1114
광주,20170519,1217
광주,20170520,920
광주,20170521,167
광주,20170522,1667
광주,20170523,1125
광주,20170524,986
광주,20170525,1102
광주,20170526,1199
광주,20170527,912
광주,20170528,162
광주,20170529,1551
광주,20170530,1037
광주,20170531,1009
광주,20170601,1181
광주,20170602,1054
광주,20170603,954
광주,20170604,144
광주,20170605,1466
광주,20170606,280
광주,20170607,1305
광주,20170608,1047
광주,20170609,960
광주,20170610,884
광주,20170611,163
광주,20170612,1332
광주,20170613,966
광주,20170614,973
광주,20170615,1015
광주,20170616,947
광주,20170617,784
광주,20170618,135
광주,20170619,1362
광주,20170620,906
광주,20170621,841
광주,20170622,879
광주,20170623,900
광주,20170624,732
광주,20170625,133
광주,20170626,1108
광주,20170627,929
광주,20170628,791
광주,20170629,870
광주,20170630,846
광주,20170701,833
광주,20170702,103
광주,20170703,1082
광주,20170704,796
광주,20170705,688
광주,20170706,749
광주,20170707,814
광주,20170708,609
광주,20170709,106
광주,20170710,1069
광주,20170711,772
광주,20170712,704
광주,20170713,726
광주,20170714,740
광주,20170715,663
광주,20170716,135
광주,20170717,1024
광주,20170718,788
광주,20170719,700
광주,20170720,824
광주,20170721,759
광주,20170722,595
광주,20170723,101
광주,20170724,1055
광주,20170725,724
광주,20170726,702
광주,20170727,753
광주,20170728,813
광주,20170729,628
광주,20170730,149
광주,20170731,1017
광주,20170801,878
광주,20170802,715
광주,20170803,721
광주,20170804,728
광주,20170805,512
광주,20170806,117
광주,20170807,996
광주,20170808,812
광주,20170809,704
광주,20170810,703
광주,20170811,704
광주,20170812,584
광주,20170813,112
광주,20170814,1007
광주,20170815,203
광주,20170816,988
광주,20170817,821
광주,20170818,750
광주,20170819,689
광주,20170820,129
광주,20170821,1053
광주,20170822,888
광주,20170823,733
광주,20170824,823
광주,20170825,830
광주,20170826,679
광주,20170827,120
광주,20170828,1339
광주,20170829,838
광주,20170830,898
광주,20170831,954
광주,20170901,1054
광주,20170902,794
광주,20170903,177
광주,20170904,1328
광주,20170905,919
광주,20170906,781
광주,20170907,907
광주,20170908,950
광주,20170909,762
광주,20170910,140
광주,20170911,1336
광주,20170912,955
광주,20170913,954
광주,20170914,1063
광주,20170915,1048
광주,20170916,872
광주,20170917,164
광주,20170918,1436
광주,20170919,1053
광주,20170920,985
광주,20170921,1076
광주,20170922,1037
광주,20170923,880
광주,20170924,171
광주,20170925,1392
광주,20170926,1173
광주,20170927,1106
광주,20170928,1136
광주,20170929,1359
광주,20170930,1134
광주,20171001,381
광주,20171002,1407
광주,20171003,283
광주,20171004,156
광주,20171005,261
광주,20171006,569
광주,20171007,788
광주,20171008,131
광주,20171009,541
광주,20171010,1438
광주,20171011,934
광주,20171012,968
광주,20171013,1109
광주,20171014,832
광주,20171015,164
광주,20171016,1423
광주,20171017,990
광주,20171018,1017
광주,20171019,1028
광주,20171020,1041
광주,20171021,966
광주,20171022,244
광주,20171023,1671
광주,20171024,1198
광주,20171025,1169
광주,20171026,1227
광주,20171027,1259
광주,20171028,1031
광주,20171029,235
광주,20171030,1786
광주,20171031,1206
광주,20171101,1283
광주,20171102,1184
광주,20171103,1252
광주,20171104,1120
광주,20171105,229
광주,20171106,1801
광주,20171107,1268
광주,20171108,1301
광주,20171109,1274
광주,20171110,1305
광주,20171111,1186
광주,20171112,254
광주,20171113,1926
광주,20171114,1326
광주,20171115,1286
광주,20171116,1398
광주,20171117,1446
광주,20171118,1161
광주,20171119,221
광주,20171120,1911
광주,20171121,1385
광주,20171122,1264
광주,20171123,1297
광주,20171124,1435
광주,20171125,1141
광주,20171126,232
광주,20171127,2012
광주,20171128,1337
광주,20171129,1296
광주,20171130,1333
광주,20171201,1465
광주,20171202,1151
광주,20171203,255
광주,20171204,1967
광주,20171205,1251
광주,20171206,1266
광주,20171207,1318
광주,20171208,1312
광주,20171209,1157
광주,20171210,149
광주,20171211,1762
광주,20171212,1280
광주,20171213,1254
광주,20171214,1287
광주,20171215,1347
광주,20171216,1112
광주,20171217,167
광주,20171218,1911
광주,20171219,1377
광주,20171220,1214
광주,20171221,1257
광주,20171222,1414
광주,20171223,1245
광주,20171224,192
광주,20171225,391
광주,20171226,2078
광주,20171227,1448
광주,20171228,1392
광주,20171229,1654
광주,20171230,1242
광주,20171231,189
광주,20180101,542
광주,20180102,2142
광주,20180103,1465
광주,20180104,1448
광주,20180105,1650
광주,20180106,1218
광주,20180107,134
광주,20180108,1894
광주,20180109,1197
광주,20180110,1054
광주,20180111,1153
광주,20180112,1347
광주,20180113,1123
광주,20180114,161
광주,20180115,1881
광주,20180116,1187
광주,20180117,1355
광주,20180118,1229
광주,20180119,1285
광주,20180120,1000
광주,20180121,158
광주,20180122,1736
광주,20180123,1163
광주,20180124,1068
광주,20180125,1136
광주,20180126,1190
광주,20180127,923
광주,20180128,140
광주,20180129,1624
광주,20180130,1203
광주,20180131,1154
광주,20180201,1297
광주,20180202,1234
광주,20180203,921
광주,20180204,140
광주,20180205,1513
광주,20180206,1071
광주,20180207,1130
광주,20180208,1125
광주,20180209,1139
광주,20180210,925
광주,20180211,166
광주,20180212,1519
광주,20180213,1383
광주,20180214,1486
광주,20180215,349
광주,20180216,97
광주,20180217,232
광주,20180218,193
광주,20180219,1808
광주,20180220,1082
광주,20180221,1014
광주,20180222,1024
광주,20180223,1080
광주,20180224,851
광주,20180225,153
광주,20180226,1490
광주,20180227,1107
광주,20180228,1053
광주,20180301,404
광주,20180302,1379
광주,20180303,835
광주,20180304,142
광주,20180305,1242
광주,20180306,967
광주,20180307,897
광주,20180308,931
광주,20180309,991
광주,20180310,865
광주,20180311,178
광주,20180312,1498
광주,20180313,1048
광주,20180314,1010
광주,20180315,929
광주,20180316,1139
광주,20180317,950
광주,20180318,210
광주,20180319,1476
광주,20180320,1098
광주,20180321,970
광주,20180322,1116
광주,20180323,1158
광주,20180324,996
광주,20180325,204
광주,20180326,1638
광주,20180327,1153
광주,20180328,1081
광주,20180329,1256
광주,20180330,1192
광주,20180331,992
광주,20180401,328
광주,20180402,1631
광주,20180403,1161
광주,20180404,1122
광주,20180405,1141
광주,20180406,1193
광주,20180407,1032
광주,20180408,222
광주,20180409,1747
광주,20180410,1129
광주,20180411,1163
광주,20180412,1134
광주,20180413,1232
광주,20180414,1030
광주,20180415,200
광주,20180416,1649
광주,20180417,1171
광주,20180418,1145
광주,20180419,1191
광주,20180420,1309
광주,20180421,1023
광주,20180422,182
광주,20180423,1583
광주,20180424,1184
광주,20180425,1112
광주,20180426,1150
광주,20180427,1229
광주,20180428,1007
광주,20180429,188
광주,20180430,1762
광주,20180501,1119
광주,20180502,1174
광주,20180503,1263
광주,20180504,1363
광주,20180505,388
광주,20180506,185
광주,20180507,730
광주,20180508,1713
광주,20180509,1140
광주,20180510,1097
광주,20180511,1204
광주,20180512,1029
광주,20180513,200
광주,20180514,1586
광주,20180515,1139
광주,20180516,983
광주,20180517,1001
광주,20180518,1046
광주,20180519,865
광주,20180520,189
광주,20180521,1598
광주,20180522,276
광주,20180523,1292
광주,20180524,1071
광주,20180525,1050
광주,20180526,904
광주,20180527,179
광주,20180528,1449
광주,20180529,964
광주,20180530,882
광주,20180531,937
광주,20180601,1113
광주,20180602,809
광주,20180603,144
광주,20180604,1301
광주,20180605,1097
광주,20180606,249
광주,20180607,1138
광주,20180608,897
광주,20180609,706
광주,20180610,118
광주,20180611,1231
광주,20180612,884
광주,20180613,388
광주,20180614,1047
광주,20180615,863
광주,20180616,698
광주,20180617,116
