지점,날짜,발생건수(건)
강원,20160101,253
강원,20160102,797
강원,20160103,94
강원,20160104,1638
강원,20160105,1096
강원,20160106,1027
강원,20160107,974
강원,20160108,1100
강원,20160109,757
강원,20160110,78
강원,20160111,1527
강원,20160112,1049
강원,20160113,993
강원,20160114,986
강원,20160115,1084
강원,20160116,781
강원,20160117,69
강원,20160118,1456
강원,20160119,945
강원,20160120,976
강원,20160121,1037
강원,20160122,1106
강원,20160123,711
강원,20160124,76
강원,20160125,1337
강원,20160126,1046
강원,20160127,988
강원,20160128,1003
강원,20160129,1139
강원,20160130,686
강원,20160131,82
강원,20160201,1511
강원,20160202,1113
강원,20160203,1140
강원,20160204,1180
강원,20160205,1443
강원,20160206,1023
강원,20160207,87
강원,20160208,57
강원,20160209,113
강원,20160210,579
강원,20160211,1644
강원,20160212,1221
강원,20160213,906
강원,20160214,91
강원,20160215,1647
강원,20160216,1112
강원,20160217,1042
강원,20160218,987
강원,20160219,1100
강원,20160220,717
강원,20160221,77
강원,20160222,1484
강원,20160223,1070
강원,20160224,944
강원,20160225,1029
강원,20160226,1127
강원,20160227,742
강원,20160228,87
강원,20160229,1502
강원,20160301,194
강원,20160302,1299
강원,20160303,1058
강원,20160304,1054
강원,20160305,694
강원,20160306,85
강원,20160307,1358
강원,20160308,935
강원,20160309,884
강원,20160310,913
강원,20160311,1062
강원,20160312,748
강원,20160313,69
강원,20160314,1556
강원,20160315,1011
강원,20160316,979
강원,20160317,1098
강원,20160318,1141
강원,20160319,776
강원,20160320,82
강원,20160321,1513
강원,20160322,1020
강원,20160323,976
강원,20160324,1077
강원,20160325,1159
강원,20160326,805
강원,20160327,87
강원,20160328,1580
강원,20160329,1086
강원,20160330,1009
강원,20160331,1047
강원,20160401,1185
강원,20160402,811
강원,20160403,88
강원,20160404,1495
강원,20160405,1034
강원,20160406,1048
강원,20160407,1000
강원,20160408,1019
강원,20160409,742
강원,20160410,72
강원,20160411,1478
강원,20160412,1048
강원,20160413,542
강원,20160414,1087
강원,20160415,1006
강원,20160416,791
강원,20160417,69
강원,20160418,1392
강원,20160419,972
강원,20160420,908
강원,20160421,985
강원,20160422,1013
강원,20160423,638
강원,20160424,55
강원,20160425,1468
강원,20160426,1028
강원,20160427,1086
강원,20160428,974
강원,20160429,1176
강원,20160430,794
강원,20160501,157
강원,20160502,1508
강원,20160503,1094
강원,20160504,1213
강원,20160505,148
강원,20160506,930
강원,20160507,624
강원,20160508,79
강원,20160509,1441
강원,20160510,1018
강원,20160511,993
강원,20160512,895
강원,20160513,1092
강원,20160514,232
강원,20160515,98
강원,20160516,1492
강원,20160517,950
강원,20160518,919
강원,20160519,907
강원,20160520,985
강원,20160521,658
강원,20160522,87
강원,20160523,1276
강원,20160524,956
강원,20160525,895
강원,20160526,899
강원,20160527,965
강원,20160528,629
강원,20160529,74
강원,20160530,1248
강원,20160531,869
강원,20160601,901
강원,20160602,857
강원,20160603,928
강원,20160604,599
강원,20160605,69
강원,20160606,157
강원,20160607,1261
강원,20160608,831
강원,20160609,739
강원,20160610,791
강원,20160611,530
강원,20160612,38
강원,20160613,994
강원,20160614,724
강원,20160615,714
강원,20160616,748
강원,20160617,746
강원,20160618,458
강원,20160619,56
강원,20160620,1002
강원,20160621,735
강원,20160622,708
강원,20160623,726
강원,20160624,727
강원,20160625,467
강원,20160626,55
강원,20160627,1059
강원,20160628,735
강원,20160629,670
강원,20160630,669
강원,20160701,720
강원,20160702,446
강원,20160703,53
강원,20160704,917
강원,20160705,650
강원,20160706,695
강원,20160707,698
강원,20160708,682
강원,20160709,427
강원,20160710,35
강원,20160711,869
강원,20160712,660
강원,20160713,603
강원,20160714,602
강원,20160715,709
강원,20160716,381
강원,20160717,39
강원,20160718,864
강원,20160719,634
강원,20160720,581
강원,20160721,609
강원,20160722,627
강원,20160723,370
강원,20160724,39
강원,20160725,798
강원,20160726,599
강원,20160727,535
강원,20160728,558
강원,20160729,606
강원,20160730,322
강원,20160731,26
강원,20160801,802
강원,20160802,579
강원,20160803,579
강원,20160804,506
강원,20160805,590
강원,20160806,287
강원,20160807,40
강원,20160808,794
강원,20160809,566
강원,20160810,561
강원,20160811,562
강원,20160812,568
강원,20160813,291
강원,20160814,30
강원,20160815,89
강원,20160816,771
강원,20160817,543
강원,20160818,554
강원,20160819,606
강원,20160820,320
강원,20160821,30
강원,20160822,859
강원,20160823,605
강원,20160824,636
강원,20160825,606
강원,20160826,746
강원,20160827,470
강원,20160828,50
강원,20160829,941
강원,20160830,735
강원,20160831,681
강원,20160901,752
강원,20160902,845
강원,20160903,552
강원,20160904,68
강원,20160905,1024
강원,20160906,775
강원,20160907,770
강원,20160908,710
강원,20160909,945
강원,20160910,619
강원,20160911,68
강원,20160912,1316
강원,20160913,1138
강원,20160914,160
강원,20160915,41
강원,20160916,109
강원,20160917,518
강원,20160918,82
강원,20160919,1371
강원,20160920,956
강원,20160921,837
강원,20160922,843
강원,20160923,875
강원,20160924,597
강원,20160925,50
강원,20160926,1201
강원,20160927,839
강원,20160928,756
강원,20160929,815
강원,20160930,924
강원,20161001,668
강원,20161002,70
강원,20161003,155
강원,20161004,1246
강원,20161005,872
강원,20161006,823
강원,20161007,921
강원,20161008,613
강원,20161009,61
강원,20161010,1244
강원,20161011,987
강원,20161012,872
강원,20161013,777
강원,20161014,957
강원,20161015,613
강원,20161016,82
강원,20161017,1280
강원,20161018,975
강원,20161019,868
강원,20161020,854
강원,20161021,986
강원,20161022,619
강원,20161023,58
강원,20161024,1294
강원,20161025,931
강원,20161026,909
강원,20161027,892
강원,20161028,960
강원,20161029,631
강원,20161030,60
강원,20161031,1312
강원,20161101,973
강원,20161102,872
강원,20161103,978
강원,20161104,1009
강원,20161105,735
강원,20161106,85
강원,20161107,1332
강원,20161108,960
강원,20161109,928
강원,20161110,955
강원,20161111,999
강원,20161112,688
강원,20161113,87
강원,20161114,1359
강원,20161115,943
강원,20161116,1014
강원,20161117,889
강원,20161118,985
강원,20161119,776
강원,20161120,87
강원,20161121,1421
강원,20161122,1091
강원,20161123,988
강원,20161124,938
강원,20161125,1132
강원,20161126,767
강원,20161127,89
강원,20161128,1493
강원,20161129,1048
강원,20161130,951
강원,20161201,1099
강원,20161202,1154
강원,20161203,777
강원,20161204,93
강원,20161205,1454
강원,20161206,1140
강원,20161207,998
강원,20161208,990
강원,20161209,1154
강원,20161210,801
강원,20161211,86
강원,20161212,1550
강원,20161213,1121
강원,20161214,910
강원,20161215,1056
강원,20161216,1217
강원,20161217,838
강원,20161218,96
강원,20161219,1705
강원,20161220,1230
강원,20161221,1165
강원,20161222,1111
강원,20161223,1312
강원,20161224,900
강원,20161225,75
강원,20161226,1602
강원,20161227,1080
강원,20161228,1136
강원,20161229,1101
강원,20161230,1266
강원,20161231,710
강원,20170101,182
강원,20170102,1433
강원,20170103,1055
강원,20170104,980
강원,20170105,940
강원,20170106,1060
강원,20170107,624
강원,20170108,60
강원,20170109,1399
강원,20170110,918
강원,20170111,883
강원,20170112,856
강원,20170113,992
강원,20170114,608
강원,20170115,55
강원,20170116,1276
강원,20170117,900
강원,20170118,892
강원,20170119,916
강원,20170120,722
강원,20170121,522
강원,20170122,49
강원,20170123,1251
강원,20170124,990
강원,20170125,991
강원,20170126,1155
강원,20170127,101
강원,20170128,32
강원,20170129,80
강원,20170130,216
강원,20170131,1125
강원,20170201,935
강원,20170202,861
강원,20170203,1008
강원,20170204,557
강원,20170205,69
강원,20170206,1234
강원,20170207,854
강원,20170208,863
강원,20170209,772
강원,20170210,816
강원,20170211,565
강원,20170212,59
강원,20170213,1160
강원,20170214,879
강원,20170215,827
강원,20170216,844
강원,20170217,916
강원,20170218,579
강원,20170219,72
강원,20170220,1279
강원,20170221,931
강원,20170222,813
강원,20170223,847
강원,20170224,901
강원,20170225,541
강원,20170226,73
강원,20170227,1331
강원,20170228,968
강원,20170301,181
강원,20170302,1057
강원,20170303,965
강원,20170304,562
강원,20170305,65
강원,20170306,1133
강원,20170307,883
강원,20170308,800
강원,20170309,847
강원,20170310,854
강원,20170311,604
강원,20170312,65
강원,20170313,1338
강원,20170314,879
강원,20170315,917
강원,20170316,930
강원,20170317,996
강원,20170318,698
강원,20170319,105
강원,20170320,1472
강원,20170321,1077
강원,20170322,950
강원,20170323,973
강원,20170324,980
강원,20170325,674
강원,20170326,88
강원,20170327,1388
강원,20170328,1051
강원,20170329,934
강원,20170330,946
강원,20170331,1122
강원,20170401,796
강원,20170402,101
강원,20170403,1382
강원,20170404,1006
강원,20170405,989
강원,20170406,1060
강원,20170407,1083
강원,20170408,709
강원,20170409,80
강원,20170410,1481
강원,20170411,1042
강원,20170412,986
강원,20170413,1074
강원,20170414,1088
강원,20170415,690
강원,20170416,65
강원,20170417,1319
강원,20170418,986
강원,20170419,979
강원,20170420,915
강원,20170421,1022
강원,20170422,662
강원,20170423,106
강원,20170424,1465
강원,20170425,1103
강원,20170426,994
강원,20170427,1027
강원,20170428,1124
강원,20170429,696
강원,20170430,77
강원,20170501,1128
강원,20170502,1245
강원,20170503,152
강원,20170504,1341
강원,20170505,135
강원,20170506,732
강원,20170507,94
강원,20170508,1492
강원,20170509,562
강원,20170510,1132
강원,20170511,956
강원,20170512,935
강원,20170513,623
강원,20170514,94
강원,20170515,1244
강원,20170516,903
강원,20170517,837
강원,20170518,796
강원,20170519,902
강원,20170520,564
강원,20170521,95
강원,20170522,1212
강원,20170523,848
강원,20170524,834
강원,20170525,807
강원,20170526,849
강원,20170527,514
강원,20170528,75
강원,20170529,1064
강원,20170530,800
강원,20170531,793
강원,20170601,833
강원,20170602,898
강원,20170603,525
강원,20170604,71
강원,20170605,1119
강원,20170606,131
강원,20170607,1083
강원,20170608,853
강원,20170609,810
강원,20170610,539
강원,20170611,77
강원,20170612,1087
강원,20170613,814
강원,20170614,739
강원,20170615,789
강원,20170616,710
강원,20170617,484
강원,20170618,59
강원,20170619,959
강원,20170620,695
강원,20170621,720
강원,20170622,661
강원,20170623,730
강원,20170624,441
강원,20170625,52
강원,20170626,946
강원,20170627,655
강원,20170628,604
강원,20170629,623
강원,20170630,652
강원,20170701,423
강원,20170702,57
강원,20170703,847
강원,20170704,622
강원,20170705,615
강원,20170706,596
강원,20170707,656
강원,20170708,369
강원,20170709,37
강원,20170710,790
강원,20170711,635
강원,20170712,555
강원,20170713,583
강원,20170714,671
강원,20170715,374
강원,20170716,44
강원,20170717,802
강원,20170718,620
강원,20170719,597
강원,20170720,595
강원,20170721,641
강원,20170722,333
강원,20170723,47
강원,20170724,789
강원,20170725,587
강원,20170726,590
강원,20170727,595
강원,20170728,657
강원,20170729,345
강원,20170730,44
강원,20170731,723
강원,20170801,664
강원,20170802,592
강원,20170803,522
강원,20170804,538
강원,20170805,270
강원,20170806,41
강원,20170807,723
강원,20170808,549
강원,20170809,584
강원,20170810,575
강원,20170811,600
강원,20170812,274
강원,20170813,19
강원,20170814,712
강원,20170815,60
강원,20170816,684
강원,20170817,620
강원,20170818,618
강원,20170819,317
강원,20170820,40
강원,20170821,820
강원,20170822,602
강원,20170823,570
강원,20170824,579
강원,20170825,662
강원,20170826,387
강원,20170827,40
강원,20170828,968
강원,20170829,708
강원,20170830,661
강원,20170831,726
강원,20170901,778
강원,20170902,448
강원,20170903,56
강원,20170904,942
강원,20170905,667
강원,20170906,658
강원,20170907,704
강원,20170908,667
강원,20170909,445
강원,20170910,63
강원,20170911,921
강원,20170912,698
강원,20170913,661
강원,20170914,654
강원,20170915,729
강원,20170916,522
강원,20170917,76
강원,20170918,957
강원,20170919,778
강원,20170920,774
강원,20170921,721
강원,20170922,796
강원,20170923,450
강원,20170924,80
강원,20170925,1040
강원,20170926,871
강원,20170927,830
강원,20170928,845
강원,20170929,1002
강원,20170930,615
강원,20171001,140
강원,20171002,758
강원,20171003,116
강원,20171004,35
강원,20171005,106
강원,20171006,204
강원,20171007,376
강원,20171008,71
강원,20171009,203
강원,20171010,1093
강원,20171011,829
강원,20171012,802
강원,20171013,817
강원,20171014,510
강원,20171015,61
강원,20171016,1023
강원,20171017,728
강원,20171018,766
강원,20171019,737
강원,20171020,741
강원,20171021,475
강원,20171022,84
강원,20171023,1058
강원,20171024,823
강원,20171025,768
강원,20171026,856
강원,20171027,886
강원,20171028,506
강원,20171029,70
강원,20171030,1179
강원,20171031,868
강원,20171101,887
강원,20171102,786
강원,20171103,864
강원,20171104,572
강원,20171105,87
강원,20171106,1148
강원,20171107,916
강원,20171108,830
강원,20171109,795
강원,20171110,860
강원,20171111,624
강원,20171112,97
강원,20171113,1274
강원,20171114,920
강원,20171115,829
강원,20171116,895
강원,20171117,906
강원,20171118,661
강원,20171119,114
강원,20171120,1173
강원,20171121,943
강원,20171122,892
강원,20171123,774
강원,20171124,887
강원,20171125,568
강원,20171126,84
강원,20171127,1172
강원,20171128,944
강원,20171129,823
강원,20171130,845
강원,20171201,939
강원,20171202,604
강원,20171203,102
강원,20171204,1284
강원,20171205,817
강원,20171206,830
강원,20171207,895
강원,20171208,934
강원,20171209,593
강원,20171210,84
강원,20171211,1156
강원,20171212,829
강원,20171213,789
강원,20171214,894
강원,20171215,1014
강원,20171216,668
강원,20171217,92
강원,20171218,1207
강원,20171219,951
강원,20171220,957
강원,20171221,937
강원,20171222,1117
강원,20171223,755
강원,20171224,94
강원,20171225,133
강원,20171226,1582
강원,20171227,1073
강원,20171228,1096
강원,20171229,1230
강원,20171230,798
강원,20171231,94
강원,20180101,245
강원,20180102,1543
강원,20180103,1069
강원,20180104,1016
강원,20180105,1195
강원,20180106,675
강원,20180107,88
강원,20180108,1426
강원,20180109,989
강원,20180110,971
강원,20180111,956
강원,20180112,1009
강원,20180113,629
강원,20180114,79
강원,20180115,1405
강원,20180116,1095
강원,20180117,967
강원,20180118,933
강원,20180119,1074
강원,20180120,540
강원,20180121,79
강원,20180122,1313
강원,20180123,747
강원,20180124,746
강원,20180125,889
강원,20180126,879
강원,20180127,474
강원,20180128,52
강원,20180129,1168
강원,20180130,869
강원,20180131,747
강원,20180201,906
강원,20180202,906
강원,20180203,506
강원,20180204,60
강원,20180205,1078
강원,20180206,838
강원,20180207,751
강원,20180208,781
강원,20180209,885
강원,20180210,517
강원,20180211,55
강원,20180212,1205
강원,20180213,1058
강원,20180214,1047
강원,20180215,103
강원,20180216,43
강원,20180217,99
강원,20180218,59
강원,20180219,1214
강원,20180220,827
강원,20180221,792
강원,20180222,751
강원,20180223,778
강원,20180224,419
강원,20180225,49
강원,20180226,1085
강원,20180227,853
강원,20180228,715
강원,20180301,150
강원,20180302,1054
강원,20180303,447
강원,20180304,60
강원,20180305,979
강원,20180306,785
강원,20180307,722
강원,20180308,619
강원,20180309,735
강원,20180310,451
강원,20180311,62
강원,20180312,1020
강원,20180313,824
강원,20180314,731
강원,20180315,728
강원,20180316,822
강원,20180317,554
강원,20180318,69
강원,20180319,1042
강원,20180320,899
강원,20180321,748
강원,20180322,749
강원,20180323,904
강원,20180324,563
강원,20180325,72
강원,20180326,1094
강원,20180327,853
강원,20180328,854
강원,20180329,734
강원,20180330,850
강원,20180331,604
강원,20180401,127
강원,20180402,1104
강원,20180403,861
강원,20180404,811
강원,20180405,787
강원,20180406,861
강원,20180407,513
강원,20180408,67
강원,20180409,1103
강원,20180410,865
강원,20180411,828
강원,20180412,727
강원,20180413,884
강원,20180414,556
강원,20180415,83
강원,20180416,1154
강원,20180417,877
강원,20180418,852
강원,20180419,810
강원,20180420,945
강원,20180421,591
강원,20180422,90
강원,20180423,1186
강원,20180424,948
강원,20180425,833
강원,20180426,816
강원,20180427,952
강원,20180428,586
강원,20180429,81
강원,20180430,1256
강원,20180501,751
강원,20180502,963
강원,20180503,903
강원,20180504,1045
강원,20180505,165
강원,20180506,106
강원,20180507,316
강원,20180508,1303
강원,20180509,903
강원,20180510,868
강원,20180511,877
강원,20180512,628
강원,20180513,74
강원,20180514,1202
강원,20180515,916
강원,20180516,839
강원,20180517,790
강원,20180518,937
강원,20180519,500
강원,20180520,57
강원,20180521,1015
강원,20180522,109
강원,20180523,1091
강원,20180524,778
강원,20180525,834
강원,20180526,544
강원,20180527,73
강원,20180528,1124
강원,20180529,830
강원,20180530,765
강원,20180531,702
강원,20180601,897
강원,20180602,467
강원,20180603,69
강원,20180604,1062
강원,20180605,918
강원,20180606,95
강원,20180607,911
강원,20180608,829
강원,20180609,429
강원,20180610,58
강원,20180611,1025
강원,20180612,807
강원,20180613,194
강원,20180614,797
강원,20180615,790
강원,20180616,413
강원,20180617,55
강원,20180618,906
강원,20180619,686
강원,20180620,679
강원,20180621,669
강원,20180622,712
강원,20180623,414
강원,20180624,61
강원,20180625,892
강원,20180626,693
강원,20180627,651
강원,20180628,598
강원,20180629,708
강원,20180630,404
경기,20160101,1735
경기,20160102,9083
경기,20160103,1581
경기,20160104,12902
경기,20160105,8534
경기,20160106,8240
경기,20160107,8134
경기,20160108,8599
경기,20160109,6997
경기,20160110,1152
경기,20160111,10931
경기,20160112,7593
경기,20160113,7276
경기,20160114,7331
경기,20160115,8289
경기,20160116,6663
경기,20160117,1324
경기,20160118,10402
경기,20160119,6538
경기,20160120,7440
경기,20160121,7453
경기,20160122,8253
경기,20160123,6726
경기,20160124,1267
경기,20160125,10593
경기,20160126,7419
경기,20160127,7624
경기,20160128,7847
경기,20160129,8657
경기,20160130,7238
경기,20160131,1392
경기,20160201,12108
경기,20160202,8583
경기,20160203,8962
경기,20160204,9404
경기,20160205,12364
경기,20160206,10123
경기,20160207,1200
경기,20160208,524
경기,20160209,1599
경기,20160210,5782
경기,20160211,13303
경기,20160212,9246
경기,20160213,8690
경기,20160214,1250
경기,20160215,12022
경기,20160216,7875
경기,20160217,8123
경기,20160218,8211
경기,20160219,8952
경기,20160220,7012
경기,20160221,1286
경기,20160222,11448
경기,20160223,7940
경기,20160224,7892
경기,20160225,8080
경기,20160226,8824
경기,20160227,6871
경기,20160228,1159
경기,20160229,11550
경기,20160301,2100
경기,20160302,9562
경기,20160303,7392
경기,20160304,7683
경기,20160305,6296
경기,20160306,1223
경기,20160307,9824
경기,20160308,7107
경기,20160309,7187
경기,20160310,7311
경기,20160311,8385
경기,20160312,7354
경기,20160313,1545
경기,20160314,11420
경기,20160315,8115
경기,20160316,8115
경기,20160317,8288
경기,20160318,9197
경기,20160319,7903
경기,20160320,1691
경기,20160321,12460
경기,20160322,8657
경기,20160323,8785
경기,20160324,8805
경기,20160325,9689
경기,20160326,8343
경기,20160327,1554
경기,20160328,12906
경기,20160329,8691
경기,20160330,8727
경기,20160331,8701
경기,20160401,9676
경기,20160402,7817
경기,20160403,1647
경기,20160404,12334
경기,20160405,8280
경기,20160406,8110
경기,20160407,8318
경기,20160408,8950
경기,20160409,7674
경기,20160410,1427
경기,20160411,11639
경기,20160412,8375
경기,20160413,4692
경기,20160414,9217
경기,20160415,8246
경기,20160416,7229
경기,20160417,1441
경기,20160418,10824
경기,20160419,7935
경기,20160420,7472
경기,20160421,7778
경기,20160422,8410
경기,20160423,6985
경기,20160424,1465
경기,20160425,11849
경기,20160426,8553
경기,20160427,8920
경기,20160428,9086
경기,20160429,10001
경기,20160430,8320
경기,20160501,1925
경기,20160502,12863
경기,20160503,8421
경기,20160504,11120
경기,20160505,1753
경기,20160506,8878
경기,20160507,6603
경기,20160508,1406
경기,20160509,12309
경기,20160510,7686
경기,20160511,7978
경기,20160512,7610
경기,20160513,8598
경기,20160514,2587
경기,20160515,1574
경기,20160516,11766
경기,20160517,7237
경기,20160518,7198
경기,20160519,7096
경기,20160520,7756
경기,20160521,6209
경기,20160522,1279
경기,20160523,10497
경기,20160524,6999
경기,20160525,7154
경기,20160526,7277
경기,20160527,7647
경기,20160528,5946
경기,20160529,1171
경기,20160530,9831
경기,20160531,6736
경기,20160601,6954
경기,20160602,6786
경기,20160603,7504
경기,20160604,6112
경기,20160605,1074
경기,20160606,2110
경기,20160607,9396
경기,20160608,6188
경기,20160609,5693
경기,20160610,6283
경기,20160611,5171
경기,20160612,882
경기,20160613,7783
경기,20160614,5496
경기,20160615,5008
경기,20160616,5538
경기,20160617,6002
경기,20160618,4553
경기,20160619,878
경기,20160620,7797
경기,20160621,5312
경기,20160622,5062
경기,20160623,5235
경기,20160624,5825
경기,20160625,4372
경기,20160626,826
경기,20160627,7605
경기,20160628,5185
경기,20160629,5229
경기,20160630,4980
경기,20160701,5380
경기,20160702,4447
경기,20160703,834
경기,20160704,6633
경기,20160705,4552
경기,20160706,5135
경기,20160707,5001
경기,20160708,5184
경기,20160709,4163
경기,20160710,759
경기,20160711,6834
경기,20160712,4952
경기,20160713,4898
경기,20160714,4783
경기,20160715,5284
경기,20160716,4012
경기,20160717,918
경기,20160718,7113
경기,20160719,4828
경기,20160720,5086
경기,20160721,4862
경기,20160722,5295
경기,20160723,4133
경기,20160724,888
경기,20160725,6735
경기,20160726,4795
경기,20160727,4802
경기,20160728,4593
경기,20160729,5044
경기,20160730,3804
경기,20160731,714
경기,20160801,6621
경기,20160802,4579
경기,20160803,4662
경기,20160804,4814
경기,20160805,5016
경기,20160806,3710
경기,20160807,758
경기,20160808,6886
경기,20160809,4833
경기,20160810,4807
경기,20160811,4851
경기,20160812,5296
경기,20160813,3964
경기,20160814,746
경기,20160815,1435
경기,20160816,7148
경기,20160817,4944
경기,20160818,5139
경기,20160819,5677
경기,20160820,4511
경기,20160821,1009
경기,20160822,7621
경기,20160823,5275
경기,20160824,5549
경기,20160825,5565
경기,20160826,6237
경기,20160827,5475
경기,20160828,1089
경기,20160829,9083
경기,20160830,6342
경기,20160831,5717
경기,20160901,6719
경기,20160902,6417
경기,20160903,5545
경기,20160904,1119
경기,20160905,8650
경기,20160906,6062
경기,20160907,6312
경기,20160908,6489
경기,20160909,7525
경기,20160910,6369
경기,20160911,1263
경기,20160912,11071
경기,20160913,10069
경기,20160914,1727
경기,20160915,419
경기,20160916,1484
경기,20160917,6519
경기,20160918,1483
경기,20160919,11119
경기,20160920,7326
경기,20160921,7068
경기,20160922,7035
경기,20160923,7378
경기,20160924,6087
경기,20160925,1023
경기,20160926,8898
경기,20160927,5818
경기,20160928,6236
경기,20160929,6272
경기,20160930,6967
경기,20161001,6267
경기,20161002,1114
경기,20161003,1875
경기,20161004,9415
경기,20161005,6428
경기,20161006,6349
경기,20161007,6820
경기,20161008,6009
경기,20161009,1086
경기,20161010,9941
경기,20161011,7075
경기,20161012,6756
경기,20161013,6840
경기,20161014,7493
경기,20161015,6170
경기,20161016,1260
경기,20161017,9921
경기,20161018,7119
경기,20161019,6813
경기,20161020,7177
경기,20161021,8077
경기,20161022,6623
경기,20161023,1369
경기,20161024,10659
경기,20161025,7306
경기,20161026,7217
경기,20161027,7545
경기,20161028,8072
경기,20161029,6951
경기,20161030,1351
경기,20161031,10993
경기,20161101,8039
경기,20161102,7781
경기,20161103,8175
경기,20161104,8746
경기,20161105,7269
경기,20161106,1502
경기,20161107,11269
경기,20161108,7948
경기,20161109,7749
경기,20161110,8125
경기,20161111,8986
경기,20161112,7557
경기,20161113,1719
경기,20161114,11316
경기,20161115,8272
경기,20161116,7977
경기,20161117,8122
경기,20161118,8932
경기,20161119,7845
경기,20161120,1598
경기,20161121,12618
경기,20161122,8790
경기,20161123,8660
경기,20161124,8764
경기,20161125,9978
경기,20161126,8119
경기,20161127,1798
경기,20161128,13252
경기,20161129,9097
경기,20161130,9190
경기,20161201,9842
경기,20161202,10321
경기,20161203,8815
경기,20161204,1954
경기,20161205,14189
경기,20161206,9578
경기,20161207,9727
경기,20161208,10005
경기,20161209,10802
경기,20161210,9165
경기,20161211,1897
경기,20161212,14598
경기,20161213,10441
경기,20161214,9736
경기,20161215,9998
경기,20161216,10926
경기,20161217,8869
경기,20161218,1643
경기,20161219,15036
경기,20161220,10178
경기,20161221,9598
경기,20161222,9501
경기,20161223,10584
경기,20161224,8227
경기,20161225,1262
경기,20161226,13457
경기,20161227,9189
경기,20161228,8557
경기,20161229,8721
경기,20161230,9997
경기,20161231,7007
경기,20170101,1398
경기,20170102,11418
경기,20170103,7974
경기,20170104,7807
경기,20170105,7574
경기,20170106,8098
경기,20170107,5984
경기,20170108,959
경기,20170109,10024
경기,20170110,6836
경기,20170111,6575
경기,20170112,6753
경기,20170113,7139
경기,20170114,5398
경기,20170115,920
경기,20170116,8980
경기,20170117,6334
경기,20170118,6279
경기,20170119,6554
경기,20170120,6321
경기,20170121,5589
경기,20170122,992
경기,20170123,9036
경기,20170124,6873
경기,20170125,7448
경기,20170126,9912
경기,20170127,1477
경기,20170128,324
경기,20170129,883
경기,20170130,3058
경기,20170131,9452
경기,20170201,6738
경기,20170202,6343
경기,20170203,7080
경기,20170204,5507
경기,20170205,934
경기,20170206,8838
경기,20170207,6439
경기,20170208,6071
경기,20170209,6064
경기,20170210,6584
경기,20170211,5587
경기,20170212,1013
경기,20170213,8840
경기,20170214,6566
경기,20170215,6335
경기,20170216,6366
경기,20170217,7046
경기,20170218,5497
경기,20170219,1124
경기,20170220,9184
경기,20170221,6580
경기,20170222,5848
경기,20170223,6667
경기,20170224,7221
경기,20170225,5529
경기,20170226,1065
경기,20170227,9266
경기,20170228,7191
경기,20170301,1793
경기,20170302,7927
경기,20170303,6738
경기,20170304,5611
경기,20170305,1062
경기,20170306,8503
경기,20170307,6302
경기,20170308,6154
경기,20170309,6256
경기,20170310,6835
경기,20170311,5869
경기,20170312,1240
경기,20170313,9523
경기,20170314,6722
경기,20170315,6745
경기,20170316,7074
경기,20170317,7791
경기,20170318,6842
경기,20170319,1363
경기,20170320,10767
경기,20170321,7732
경기,20170322,7714
경기,20170323,7802
경기,20170324,8638
경기,20170325,7350
경기,20170326,1572
경기,20170327,11569
경기,20170328,8103
경기,20170329,7784
경기,20170330,7699
경기,20170331,8189
경기,20170401,7872
경기,20170402,1468
경기,20170403,11297
경기,20170404,7905
경기,20170405,7186
경기,20170406,8025
경기,20170407,8449
경기,20170408,6784
경기,20170409,1382
경기,20170410,10961
경기,20170411,7653
경기,20170412,7619
경기,20170413,7761
경기,20170414,7994
경기,20170415,6866
경기,20170416,1337
경기,20170417,10287
경기,20170418,7142
경기,20170419,7271
경기,20170420,7431
경기,20170421,7984
경기,20170422,6489
경기,20170423,1350
경기,20170424,10970
경기,20170425,7963
경기,20170426,7700
경기,20170427,7900
경기,20170428,9102
경기,20170429,7124
경기,20170430,1239
경기,20170501,10258
경기,20170502,9872
경기,20170503,1768
경기,20170504,11136
경기,20170505,1423
경기,20170506,7012
경기,20170507,1432
경기,20170508,11701
경기,20170509,4793
경기,20170510,8042
경기,20170511,7104
경기,20170512,7093
경기,20170513,5808
경기,20170514,1081
경기,20170515,9121
경기,20170516,6444
경기,20170517,6470
경기,20170518,6305
경기,20170519,6945
경기,20170520,5680
경기,20170521,1161
경기,20170522,9310
경기,20170523,6392
경기,20170524,6314
경기,20170525,6352
경기,20170526,6951
경기,20170527,5530
경기,20170528,1169
경기,20170529,9095
경기,20170530,6352
경기,20170531,6070
경기,20170601,6314
경기,20170602,6646
경기,20170603,5369
경기,20170604,1099
경기,20170605,9069
경기,20170606,1575
경기,20170607,7425
경기,20170608,6112
경기,20170609,6455
경기,20170610,4824
경기,20170611,923
경기,20170612,8189
경기,20170613,5511
경기,20170614,5587
경기,20170615,5391
경기,20170616,5806
경기,20170617,4550
경기,20170618,923
경기,20170619,7638
경기,20170620,5290
경기,20170621,5097
경기,20170622,5205
경기,20170623,5507
경기,20170624,4431
경기,20170625,926
경기,20170626,7071
경기,20170627,4982
경기,20170628,5044
경기,20170629,4777
경기,20170630,5261
경기,20170701,4568
경기,20170702,887
경기,20170703,6686
경기,20170704,4879
경기,20170705,4592
경기,20170706,4582
경기,20170707,5037
경기,20170708,3970
경기,20170709,806
경기,20170710,5910
경기,20170711,5031
