지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),최소 상대습도(%),최저기온위험지수,일교차위험지수,습도위험지수
90,2017-02-05,4.9,2.8,7.5,38,,,
90,2017-02-06,1.6,-0.9,4.8,33,,,
90,2017-02-07,1.5,-2,4.7,29.2,,,
90,2017-02-08,2.6,-0.9,6.3,35,,,
90,2017-02-09,-1.5,-5,3.1,27.5,,,
90,2017-02-10,-4.3,-8.2,-0.3,26,,,
90,2017-02-11,-2.2,-7.6,1.8,25.4,,,
90,2017-02-12,0.6,-4.1,5,29.3,,,
90,2017-02-13,2.4,-1.7,6.8,23,,,
90,2017-02-14,2.3,-0.7,5.8,31.1,,,
90,2017-02-15,6.5,-2,12.8,17.4,,,
90,2017-02-16,11.2,5.1,14.7,11,,,
90,2017-02-17,6.4,0.9,13.8,30,,,
90,2017-02-18,1.5,-2.5,5.9,14.6,,,
90,2017-02-19,4.5,-1.1,8.9,31,,,
90,2017-02-20,2.9,-2.2,9,23,,,
90,2017-02-21,1.1,-4.3,6.2,33.5,,,
90,2017-02-22,3.5,0.5,8.1,45,,,
90,2017-02-23,2.5,-1,6.3,27,,,
90,2017-02-24,1.7,-3.5,6.9,19,,,
90,2017-02-25,4.9,-0.6,9.6,22.1,,,
90,2017-02-26,3.9,0.5,7.7,28,,,
90,2017-02-27,5.1,-0.3,10.1,37,,,
90,2017-02-28,8.7,0.4,14.3,21,,,
90,2017-03-01,8,4.5,11.5,34,,,
90,2017-03-02,3.2,0.7,5.4,60,,,
90,2017-03-03,7.2,-1.7,12.3,26,,,
90,2017-03-04,6.5,2.8,11.3,30,,,
90,2017-03-05,6,0.1,10.9,52,,,
90,2017-03-06,2.1,-0.7,6.3,24,,,
90,2017-03-07,1.1,-2.4,6.2,17,,,
90,2017-03-08,2.2,-2.8,6.9,24.5,,,
90,2017-03-09,5.6,0.8,10.6,23,,,
90,2017-03-10,6.1,1.7,10.7,20,,,
90,2017-03-11,8.6,3.2,13.2,24,,,
90,2017-03-12,11.6,8.2,14.9,20,,,
90,2017-03-13,6.4,2.3,10.2,39,,,
90,2017-03-14,3.2,0.6,6.4,53,,,
90,2017-03-15,5,1,8.9,40.7,,,
90,2017-03-16,6.2,-0.4,11.7,50,,,
90,2017-03-17,8,2.5,13.5,37,,,
90,2017-03-18,12.5,7.2,18.5,19,,,
90,2017-03-19,10.2,4.7,14.6,36,,,
90,2017-03-20,11.3,3.9,14.6,27,,,
90,2017-03-21,6.4,1.8,12.6,32,,,
90,2017-03-22,8.2,2.7,12,28,,,
90,2017-03-23,6.9,2.9,10.1,29,,,
90,2017-03-24,6.5,2.8,9.9,57,,,
90,2017-03-25,6.2,2.8,11.1,56,,,
90,2017-03-26,7,4.6,12,52,,,
90,2017-03-27,6.7,3.2,10.8,46,,,
90,2017-03-28,9,2.9,13.5,32,,,
90,2017-03-29,11.1,5.2,15.8,24,,,
90,2017-03-30,12.5,9,17.9,24,,,
90,2017-03-31,6.7,5.2,10.3,63,,,
90,2017-04-01,5.9,4,8.8,69.8,,,
90,2017-04-02,10,2.6,14.1,26,,,
90,2017-04-03,17.3,11.4,23.5,13,,,
90,2017-04-04,15.9,7.4,20.9,24,,,
90,2017-04-05,13.8,9.7,17.9,24,,,
90,2017-04-06,14.1,9.7,21.8,40,,,
90,2017-04-07,13.6,9.5,16.3,59,,,
90,2017-04-08,14.7,10.7,20.5,45,,,
90,2017-04-09,11.4,7.3,15.9,34,,,
90,2017-04-10,10.9,6.7,15.2,41,,,
90,2017-04-11,10.9,7.5,15.4,60,,,
90,2017-04-12,12.5,7.5,17,15,,,
90,2017-04-13,14.7,7.8,21.3,15,,,
90,2017-04-14,16.9,13.9,23.6,15,,,
90,2017-04-15,20.8,15.3,25.9,25,,,
90,2017-04-16,22.4,16.7,28.1,18,,,
90,2017-04-17,13.2,10.8,21.9,27,,,
90,2017-04-18,12.2,8.3,19.6,42,,,
90,2017-04-19,13.4,9.5,21.3,21,,,
90,2017-04-20,15.6,11.1,19.4,36,,,
90,2017-04-21,13.1,10,16.8,35,,,
90,2017-04-22,12.7,8.4,17.2,43,,,
90,2017-04-23,17.4,9,22,18,,,
90,2017-04-24,16.7,11.9,20.7,25,,,
90,2017-04-25,15.9,14,19.9,24.9,,,
90,2017-04-26,14.2,8.9,18.1,33,,,
90,2017-04-27,14.1,6.9,18.1,20,,,
90,2017-04-28,17.6,12.8,24.4,20,,,
90,2017-04-29,19.2,9.5,27.1,17,,,
90,2017-04-30,21.6,14.4,30.8,19,,,
90,2017-05-01,14.6,9.3,19.3,44,,,
90,2017-05-02,14,9.4,18.8,61,,,
90,2017-05-03,15.4,10.8,20.5,50,,,
90,2017-05-04,17.6,11.6,24.3,34,,,
90,2017-05-05,21.4,16.5,25.5,36,,,
90,2017-05-06,17.7,10.8,23.6,11,,,
90,2017-05-07,20.1,14,25.2,16,,,
90,2017-05-08,21.9,14.4,27.5,17,,,
90,2017-05-09,13.6,12.5,16.4,75,,,
90,2017-05-10,14.4,12.1,17.5,65,,,
90,2017-05-11,22.3,15.7,28.4,33.5,,,
90,2017-05-12,21.8,16.2,27,39,,,
90,2017-05-13,15.4,12.9,18.6,44,,,
90,2017-05-14,18.5,14.9,22.6,26,,,
90,2017-05-15,16.9,12.3,22.8,35,,,
90,2017-05-16,14.8,11.2,18.9,70,,,
90,2017-05-17,15.9,11.3,20.3,65,,,
90,2017-05-18,23.5,13.6,30.8,28,,,
90,2017-05-19,27,22.6,34.3,18,,,
90,2017-05-20,22.3,17.1,30,29,,,
90,2017-05-21,20.1,15.8,27.3,43,,,
90,2017-05-22,16.5,15.3,18.8,72,,,
90,2017-05-23,17.2,13.6,22.5,64,,,
90,2017-05-24,17.6,15.4,20.9,75,,,
90,2017-05-25,17.9,11.2,26.5,28.2,,,
90,2017-05-26,14.1,10.5,16.6,48,,,
90,2017-05-27,16.5,9.4,21.9,47,,,
90,2017-05-28,19.8,11.9,26.3,45,,,
90,2017-05-29,23.2,18.1,28.3,45,,,
90,2017-05-30,24,18.1,30.3,28,,,
90,2017-05-31,23.4,18.4,26.3,11.2,,,
90,2017-06-01,16.7,10.5,22.4,52.3,,,
90,2017-06-02,16,9.9,20.8,47,,,
90,2017-06-03,17,13.8,20.5,58,,,
90,2017-06-04,17.4,11.3,22.2,39,,,
90,2017-06-05,17.3,12,22.1,58,,,
90,2017-06-06,16,12.6,20.5,67,,,
90,2017-06-07,16.1,14,18.1,82,,,
90,2017-06-08,24.3,17.2,29.5,30,,,
90,2017-06-09,23,17.8,29.5,28,,,
90,2017-06-10,18.2,12.5,22,31,,,
90,2017-06-11,17,10.8,21.9,55,,,
90,2017-06-12,17,14.1,19.8,67,,,
90,2017-06-13,16.7,12.5,21.3,67,,,
90,2017-06-14,23.7,14,29.7,34,,,
90,2017-06-15,21.7,18,25.5,40,,,
90,2017-06-16,19.2,16.4,22.9,72,,,
90,2017-06-17,19.4,16.4,22.9,71,,,
90,2017-06-18,19.9,16.2,23.3,76,,,
90,2017-06-19,21.1,18.1,25.8,67,,,
90,2017-06-20,20.9,17.3,26.3,55,,,
90,2017-06-21,20.5,18.9,23.5,74,,,
90,2017-06-22,22.1,18.1,25.7,66,,,
90,2017-06-23,21.5,18.8,24.4,71,,,
90,2017-06-24,20.7,19.7,23.4,77,,,
90,2017-06-25,20.8,18.4,25.4,63.5,,,
90,2017-06-26,19.2,18.3,20.2,95,,,
90,2017-06-27,20.9,18,24.4,75,,,
90,2017-06-28,21.7,19.7,25.2,74,,,
90,2017-06-29,22.5,20.3,26.2,75,,,
90,2017-06-30,26,20.2,29.5,42,,,
90,2017-07-01,28.9,25.6,32.1,42,,,
90,2017-07-02,24.4,21,29.8,52,,,
90,2017-07-03,23.5,20.9,26.6,76,,,
90,2017-07-04,22.3,20.9,24.9,82,,,
90,2017-07-05,22.8,18.9,26.5,73,,,
90,2017-07-06,23.1,20,27.2,70,,,
90,2017-07-07,23,20.5,26,81,,,
90,2017-07-08,23.8,22.1,27.4,80,,,
90,2017-07-09,28,23.4,32.4,58,,,
90,2017-07-10,23.4,21.2,26.4,87,,,
90,2017-07-11,28.9,21.6,33.9,40,,,
90,2017-07-12,29.3,23.8,34.2,46,,,
90,2017-07-13,27.3,23.1,31.2,47.6,,,
90,2017-07-14,29.5,24.3,34.6,48.1,,,
90,2017-07-15,27.9,25,32.6,52,,,
90,2017-07-16,29.6,25.4,34.3,50,,,
90,2017-07-17,30.6,27.5,33.9,51,,,
90,2017-07-18,29.1,25.4,32.6,51,,,
90,2017-07-19,27.6,24.4,32.8,55,,,
90,2017-07-20,28.5,23.8,32.2,59,,,
90,2017-07-21,29.9,25.3,34.9,51,,,
90,2017-07-22,22.5,21.4,25.3,80,,,
90,2017-07-23,22.3,21.9,22.9,96,,,
90,2017-07-24,23.4,21.9,26.1,89,,,
90,2017-07-25,23.6,22.1,25.7,81,,,
90,2017-07-26,24.1,20.7,27.5,66,,,
90,2017-07-27,23.1,19.7,26.2,75,,,
90,2017-07-28,22.5,21.4,23.6,90,,,
90,2017-07-29,23.2,21.9,26.3,81,,,
90,2017-07-30,23.8,21.7,27.7,79,,,
90,2017-07-31,22.9,21.8,23.9,83,,,
90,2017-08-01,23.8,21.7,25.6,81,,,
90,2017-08-02,24.7,22.8,27.4,77,,,
90,2017-08-03,25.2,21.4,28.6,75,,,
90,2017-08-04,25.7,21.9,28.9,75,,,
90,2017-08-05,26.7,25.1,30.3,79,,,
90,2017-08-06,26.6,24.7,29,83,,,
90,2017-08-07,26.3,23.5,29.4,77,,,
90,2017-08-08,26.9,24,30.1,62,,,
90,2017-08-09,24.6,22.8,27.4,82,,,
90,2017-08-10,23,22,23.9,95,,,
90,2017-08-11,23,21.6,25.3,84,,,
90,2017-08-12,23,20.8,27.1,72,,,
90,2017-08-13,23.5,20.3,27.3,73,,,
90,2017-08-14,23.5,21.3,25.4,72,,,
90,2017-08-15,21.4,19.2,24.3,84,,,
90,2017-08-16,21.3,19.4,23.7,79,,,
90,2017-08-17,21.2,20.3,22.1,89,,,
90,2017-08-18,21.9,20.8,23.6,91,,,
90,2017-08-19,21.7,20.9,23.2,94,,,
90,2017-08-20,21.7,21,22.5,96,,,
90,2017-08-21,22.7,21.7,25.8,86.4,,,
90,2017-08-22,26.3,21.8,32.4,54,,,
90,2017-08-23,26,24.1,28.5,58,,,
90,2017-08-24,28.3,24,31.4,54,,,
90,2017-08-25,25.6,21.8,30.5,37,,,
90,2017-08-26,24.9,20.5,29.7,25,,,
90,2017-08-27,22,17.3,26.9,58,,,
90,2017-08-28,21.5,18.5,25.4,51.5,,,
90,2017-08-29,19.8,16.4,22.9,48,,,
90,2017-08-30,20.6,16.4,25.3,45.2,,,
90,2017-08-31,20.7,17.2,24.5,57,,,
90,2017-09-01,20,15.8,24.4,56,,,
90,2017-09-02,19.9,14.4,24.3,54,,,
90,2017-09-03,20.4,13.9,25.7,54,,,
90,2017-09-04,21.9,16.4,26.1,66,,,
90,2017-09-05,20.4,17.3,23.1,59,,,
90,2017-09-06,22.4,18.4,27.1,47,,,
90,2017-09-07,22.6,19,27.1,55,,,
90,2017-09-08,23.2,18.7,28.4,57,,,
90,2017-09-09,23.5,18.4,27.8,55,,,
90,2017-09-10,22.9,19.9,25.7,77,,,
90,2017-09-11,19.3,17.1,22.2,73,,,
90,2017-09-12,21.2,15.6,25.5,51,,,
90,2017-09-13,20.3,15.7,24.2,40,,,
90,2017-09-14,19.7,15.4,23.8,51,,,
90,2017-09-15,20,16.1,25.2,51,,,
90,2017-09-16,20.2,0,23.7,0,,,
90,2017-09-17,18.9,16.7,21.7,65,,,
90,2017-09-18,22.1,14.2,27.5,41,,,
90,2017-09-19,22.3,15.4,27.9,38,,,
90,2017-09-20,19.9,14.7,24.4,31,,,
90,2017-09-21,19.4,13.8,24.1,49,,,
90,2017-09-22,19.6,14.3,24.3,56,,,
90,2017-09-23,21.5,16.6,25.6,34,,,
90,2017-09-24,20.9,0,25.8,0,,,
90,2017-09-25,21.1,16.7,24.8,49,,,
90,2017-09-26,21.5,18.2,24.6,70,,,
90,2017-09-27,19.5,16.6,22.2,72,,,
90,2017-09-28,19.6,15.3,25.6,18,,,
90,2017-09-29,17.9,13.1,22.8,23,,,
90,2017-09-30,21.9,15.9,26.4,30,,,
90,2017-10-01,20.3,17.1,25,19,,,
90,2017-10-02,18.8,16.2,21.7,61,,,
90,2017-10-03,14.2,11.4,18.2,66,,,
90,2017-10-04,13.8,11.2,17.1,56,,,
90,2017-10-05,15.7,10.4,21.1,61,,,
90,2017-10-06,15.7,13.9,17.3,77,,,
90,2017-10-07,18.1,15.9,21,80,,,
90,2017-10-08,18.8,15.8,23.2,76,,,
90,2017-10-09,19.8,16.6,23.2,77,,,
90,2017-10-10,16.4,14,19.6,88,,,
90,2017-10-11,14.7,12.9,17.2,73,,,
90,2017-10-12,12.8,9,14.9,64,,,
90,2017-10-13,12.1,7.8,16.2,57,,,
90,2017-10-14,13.1,8.3,18.3,24,,,
90,2017-10-15,13.6,8.3,18.4,39,,,
90,2017-10-16,14.1,11.6,18.1,55,,,
90,2017-10-17,14.5,10.5,18.4,60,,,
90,2017-10-18,14.3,11.9,17.8,58,,,
90,2017-10-19,13.9,9.5,18.9,66,,,
90,2017-10-20,13.8,9.4,18.5,63,,,
90,2017-10-21,14.4,9.3,20.5,65,,,
90,2017-10-22,14,8.5,16.7,54,,,
90,2017-10-23,11.3,6.3,15,47,,,
90,2017-10-24,11.2,5.1,17.2,45,,,
90,2017-10-25,13.2,6.9,19.4,42,,,
90,2017-10-26,13.9,9.6,18.8,42,,,
90,2017-10-27,14.4,11.2,18.5,50,,,
90,2017-10-28,15,11.7,19.5,74,,,
90,2017-10-29,13.4,7.9,21.2,41,,,
90,2017-10-30,8.3,4.3,12.9,33,,,
90,2017-10-31,12.3,4,18.3,23,,,
90,2017-11-01,16,13.3,18.9,29,,,
90,2017-11-02,16.5,13.4,20.4,43,,,
90,2017-11-03,12.4,4.5,17.2,57,,,
90,2017-11-04,8.7,4.2,12.6,20,,,
90,2017-11-05,11.2,4.8,15.9,13,,,
90,2017-11-06,14.3,9.1,19.1,33,,,
90,2017-11-07,16.8,11.9,19.7,36,,,
90,2017-11-08,16,9.8,20.3,16,,,
90,2017-11-09,10,6.1,15,42,,,
90,2017-11-10,12.3,6.7,19.4,28,,,
90,2017-11-11,7.2,2.9,12.1,24,,,
90,2017-11-12,7.8,1,13.2,26,,,
90,2017-11-13,11.6,6.2,15,32,,,
90,2017-11-14,9.4,4.9,13.5,15,,,
90,2017-11-15,4,-0.1,7,16,,,
90,2017-11-16,3,-2.1,7.8,16,,,
90,2017-11-17,6.4,-0.3,11.8,22,,,
90,2017-11-18,0.8,-2.5,6.5,23,,,
90,2017-11-19,0.3,-4,4.7,13,,,
90,2017-11-20,1.9,-1.6,6.3,18,,,
90,2017-11-21,4,-2.6,10.7,16,,,
90,2017-11-22,6.7,3.1,10.7,27,,,
90,2017-11-23,1.9,-0.9,4.8,20.8,,,
90,2017-11-24,0.5,-2.8,4.1,17,,,
90,2017-11-25,4.3,-2.8,9.8,35,,,
90,2017-11-26,4.6,0.7,8.1,40,,,
90,2017-11-27,4.7,0,10.6,41,,,
90,2017-11-28,10.5,3,14.7,30,,,
90,2017-11-29,8.8,4.7,13.5,12,,,
90,2017-11-30,2.7,-2.4,6.6,12,,,
90,2017-12-01,-0.5,-4,3.4,12,,,
90,2017-12-02,3.8,-1.9,7.1,23,,,
90,2017-12-03,6.8,3.8,9.6,44,,,
90,2017-12-04,2.8,-3.2,6.5,13,,,
90,2017-12-05,-3.3,-7,0.6,14,,,
90,2017-12-06,1.4,-4.1,6.3,28,,,
90,2017-12-07,3,-2.2,7.9,21,,,
90,2017-12-08,-0.7,-4.7,4.5,15,,,
90,2017-12-09,1.6,-3.2,5.3,28,,,
90,2017-12-10,3.7,-0.7,8.1,30,,,
90,2017-12-11,-5.5,-7.9,-0.7,16,,,
90,2017-12-12,-5.8,-9,-3,13.8,,,
90,2017-12-13,-3.7,-8,2.3,14,,,
90,2017-12-14,-0.8,-5.7,4.3,20,,,
90,2017-12-15,1.4,-3,4.4,7,,,
90,2017-12-16,-3.3,-8.1,1,15,,,
90,2017-12-17,-4.6,-9.9,-0.6,16,,,
90,2017-12-18,0.5,-4.4,4.3,34,,,
90,2017-12-19,-1.8,-4.2,1.6,17,,,
90,2017-12-20,0.3,-5.2,4.5,23,,,
90,2017-12-21,1.9,-2.9,6.7,22,,,
90,2017-12-22,5.8,-0.3,10.4,28,,,
90,2017-12-23,8.3,5.1,11.4,31,,,
90,2017-12-24,4.6,1,9.2,39,,,
90,2017-12-25,0,-2.1,3.6,20,,,
90,2017-12-26,-2,-6.4,1.8,13,,,
90,2017-12-27,-3,-7,0.5,10,,,
90,2017-12-28,0.5,-5.2,4.2,24.1,,,
90,2017-12-29,4.7,-0.3,9,33,,,
90,2017-12-30,3.7,-0.2,7.5,55,,,
90,2017-12-31,2.6,-1.3,5.5,17,,,
108,2017-01-01,2.7,-1.6,6.9,59,,,
108,2017-01-02,5,0,9.2,57.4,,,
108,2017-01-03,2,-2.3,7.7,38,,,
108,2017-01-04,3.9,1,8.9,30.5,,,
108,2017-01-05,3.8,-0.1,7.3,42,,,
108,2017-01-06,5.4,2.5,11.4,42.3,,,
108,2017-01-07,4.6,0,10.5,46,,,
108,2017-01-08,6.5,4,10.9,45,,,
108,2017-01-09,1.5,-3.1,4.3,41,,,
108,2017-01-10,-3.7,-7.4,1.1,25,,,
108,2017-01-11,-3.8,-9.4,1.5,24,,,
108,2017-01-12,-2.2,-6.1,1,20.5,,,
108,2017-01-13,-6,-8.6,-1.4,27,,,
108,2017-01-14,-8.4,-10.5,-5.4,22,,,
108,2017-01-15,-6.6,-11.5,-0.9,24.7,,,
108,2017-01-16,-3.8,-8.9,4,16.8,,,
108,2017-01-17,-2,-7.1,3.4,25,,,
108,2017-01-18,-0.5,-3,2.8,53,,,
108,2017-01-19,-1.2,-4.9,4.7,32.7,,,
108,2017-01-20,-4.4,-7.8,-1.4,47.2,,,
108,2017-01-21,-5.2,-10,-0.9,48,,,
108,2017-01-22,-8.3,-10.9,-3.3,38,,,
108,2017-01-23,-8.9,-12.6,-4.1,32.9,,,
108,2017-01-24,-7,-11.6,-1.3,28,,,
108,2017-01-25,-5.2,-10.2,0.9,28,,,
108,2017-01-26,-1.3,-7.9,3.4,44,,,
108,2017-01-27,-2.6,-5.7,3.1,28.1,,,
108,2017-01-28,-1.6,-8.2,4.3,17.2,,,
108,2017-01-29,0.8,-0.9,2.5,33,,,
108,2017-01-30,-4.8,-7.9,-0.9,44,,,
108,2017-01-31,-5.4,-9.9,0.2,25.8,,,
108,2017-02-01,-4,-7.5,0.7,27.1,,,
108,2017-02-02,-2.7,-9.2,3.3,21.6,,,
108,2017-02-03,1.5,-2.3,6.7,39.3,,,
108,2017-02-04,0.9,-2.9,3.2,56,,,
108,2017-02-05,1.2,-1.5,2.3,59,,,
108,2017-02-06,-1.7,-4.4,2.6,33,,,
108,2017-02-07,-2,-5.6,3,29.2,,,
108,2017-02-08,-2.2,-4.9,0.6,31,,,
108,2017-02-09,-5.3,-7.1,-2.1,30.2,,,
108,2017-02-10,-6.6,-9.3,-2.5,29.4,,,
108,2017-02-11,-4.8,-9.2,0.8,31.1,,,
108,2017-02-12,-2.2,-7.4,4.2,30.1,,,
108,2017-02-13,0.1,-5.4,6.1,31,,,
108,2017-02-14,0.3,-4,6.5,21.6,,,
108,2017-02-15,1.8,-3.9,8,28.2,,,
108,2017-02-16,5.5,-1.9,10.3,38,,,
108,2017-02-17,0.8,-5.2,9,27,,,
108,2017-02-18,-2.6,-7,2.9,20.8,,,
108,2017-02-19,2.3,-3.4,5.7,32,,,
108,2017-02-20,-1.5,-5.2,5.4,34,,,
108,2017-02-21,-0.6,-7.6,6.9,22,,,
108,2017-02-22,1.7,-0.9,2.9,30,,,
108,2017-02-23,-1.5,-4.2,2.1,33,,,
108,2017-02-24,-0.8,-5.8,4.4,22,,,
108,2017-02-25,2.6,-2.8,8.4,31.5,,,
108,2017-02-26,3.6,-1.5,10.1,19,,,
108,2017-02-27,3.7,-1.8,10.7,18,,,
108,2017-02-28,5.6,-1.3,12.3,23,,,
108,2017-03-01,5,2,11.4,27,,,
108,2017-03-02,1.8,-1.1,6.6,34,,,
108,2017-03-03,3.3,-3.1,10.4,35,,,
108,2017-03-04,5.7,0.1,12.7,31,,,
108,2017-03-05,5.2,1.2,10.4,44,,,
108,2017-03-06,0.1,-2.8,4,20,,,
108,2017-03-07,-1.3,-4,2.9,23,,,
108,2017-03-08,-0.1,-5.3,5,28.2,,,
108,2017-03-09,3.2,-2.7,10.7,26,,,
108,2017-03-10,4.8,-1.2,12.2,18,,,
108,2017-03-11,7.3,-0.2,16.7,17,,,
108,2017-03-12,8.2,4.4,14,31,,,
108,2017-03-13,6.9,1.5,12.2,28,,,
108,2017-03-14,5.8,1,10.9,20,,,
108,2017-03-15,6.3,0.4,13.3,16,,,
108,2017-03-16,6.2,1,13.4,20,,,
108,2017-03-17,7.7,1.2,15.7,17,,,
108,2017-03-18,9.5,5.9,16.1,15,,,
108,2017-03-19,10.9,3.2,18.9,18,,,
108,2017-03-20,10.2,6,15.5,23,,,
108,2017-03-21,7.4,4.3,12.6,21,,,
108,2017-03-22,7.6,1.9,14.1,16,,,
108,2017-03-23,9.1,5.1,15,17,,,
108,2017-03-24,8.7,3.9,15.2,21,,,
108,2017-03-25,8.1,5,12.6,17,,,
108,2017-03-26,7.3,4.8,11.6,30,,,
108,2017-03-27,6.1,4.4,10.9,38,,,
108,2017-03-28,7.1,2.5,12.7,28,,,
108,2017-03-29,8.8,4.7,14.4,22,,,
108,2017-03-30,10.6,4.1,17.1,27,,,
108,2017-03-31,8.6,4.9,12.4,51,,,
108,2017-04-01,9,4.8,15.1,26.9,,,
108,2017-04-02,9,3.1,15.8,25,,,
108,2017-04-03,11.4,4.3,19.2,19,,,
108,2017-04-04,14.1,6.7,21.8,17,,,
108,2017-04-05,12,10.8,14.2,28,,,
108,2017-04-06,10.4,9.4,12.4,75,,,
108,2017-04-07,14.5,9,23.5,35,,,
108,2017-04-08,13,8.6,19.9,47,,,
108,2017-04-09,14.8,10.6,20.5,34,,,
108,2017-04-10,16.5,10.1,23.3,10,,,
108,2017-04-11,15.3,11.5,20.2,20,,,
108,2017-04-12,11.5,8.8,16.4,10,,,
108,2017-04-13,12.7,6.3,19.6,15,,,
108,2017-04-14,13,10.1,17.7,28,,,
108,2017-04-15,16.8,10.9,24.3,31,,,
108,2017-04-16,18.7,12.9,24.4,32,,,
108,2017-04-17,14.7,11.2,18,37,,,
108,2017-04-18,11.7,9.4,17.4,54,,,
108,2017-04-19,12.6,7,18.4,25,,,
108,2017-04-20,12.9,9.9,18.2,27,,,
108,2017-04-21,13.1,7.6,19.3,31,,,
108,2017-04-22,14.8,8.5,22.5,16,,,
108,2017-04-23,14.9,8.9,21.7,17,,,
108,2017-04-24,15.1,8.3,21.3,21,,,
108,2017-04-25,16,0,20.4,0,,,
108,2017-04-26,15.1,10.5,20.2,14,,,
108,2017-04-27,13.6,7.9,19.8,18,,,
108,2017-04-28,14.4,8.9,21.5,28,,,
108,2017-04-29,17.1,9.6,23.7,17,,,
108,2017-04-30,19.3,13.7,27.8,28,,,
108,2017-05-01,20.1,12.8,28.3,17,,,
108,2017-05-02,20.7,15.2,28,26,,,
108,2017-05-03,21.5,14.5,30.2,16,,,
108,2017-05-04,21,14.8,27.5,25,,,
108,2017-05-05,20.9,15.5,27,35,,,
108,2017-05-06,14.9,10,19.3,16,,,
108,2017-05-07,16.6,10.9,22.8,16,,,
108,2017-05-08,17.9,11.1,23.5,34,,,
108,2017-05-09,17.1,15.3,22.6,36,,,
108,2017-05-10,16.4,14.2,20.8,54,,,
108,2017-05-11,19.3,13.1,24.8,47.8,,,
108,2017-05-12,19.1,16.8,21.1,63,,,
108,2017-05-13,16.4,12.4,22.6,52,,,
108,2017-05-14,15.7,11,20.7,32,,,
108,2017-05-15,16,12.3,20.1,45,,,
108,2017-05-16,17.1,13.3,22.3,38,,,
108,2017-05-17,18.6,12.3,25.9,29,,,
108,2017-05-18,20.4,13.9,26.9,28,,,
108,2017-05-19,21.1,15.1,27.9,23,,,
108,2017-05-20,20.9,15.4,27.3,28,,,
108,2017-05-21,21.5,16,27.6,19,,,
108,2017-05-22,21.8,15.9,28,30,,,
108,2017-05-23,20,17.2,24.4,46,,,
108,2017-05-24,21.8,16.9,27.8,31,,,
108,2017-05-25,19.2,14.4,24.4,14.4,,,
108,2017-05-26,17.7,12.4,23.2,25,,,
108,2017-05-27,19.5,13.7,26.4,24,,,
108,2017-05-28,21.2,14.4,27.9,25,,,
108,2017-05-29,22.9,18.1,29.3,39,,,
108,2017-05-30,23.6,18.6,30.3,7,,,
108,2017-05-31,23.3,17.7,29.6,22.2,,,
108,2017-06-01,23.3,20,27,24.2,,,
108,2017-06-02,20.5,15.5,25.6,20,,,
108,2017-06-03,20.5,16.1,26.5,24,,,
108,2017-06-04,21.7,15.1,28.1,19,,,
108,2017-06-05,24.2,16.4,30.3,18,,,
108,2017-06-06,19.4,14.5,23.9,36,,,
108,2017-06-07,17.6,15.1,19.2,78,,,
108,2017-06-08,20.1,15.1,25.9,38,,,
108,2017-06-09,21.2,17.9,25.7,50,,,
108,2017-06-10,21.5,16.7,27.5,14,,,
108,2017-06-11,22.8,14.8,29.6,17,,,
108,2017-06-12,22.1,17,28,25,,,
108,2017-06-13,21.5,18.3,25.9,44,,,
108,2017-06-14,21.8,17.8,26.8,38,,,
108,2017-06-15,23.1,18,29.6,30,,,
