지점,날짜,평균기온(°C),최저기온(°C),최고기온(°C),평균 상대습도(%),평균 현지기압(hPa)
강원,20170603,17.7,14.6,21.3,55.6,1004.3
강원,20170604,18.9,13,23.8,48.8,1008.4
강원,20170605,17.7,13.1,21.6,62.9,1014.3
강원,20170606,17.1,13.3,21.8,71,1011.3
강원,20170607,16.7,14.6,18.1,82.9,1000.9
강원,20170608,23.9,17.9,30.1,37.9,1003
강원,20170609,24.7,21.9,29.1,36,1000.5
강원,20170610,19.3,14.4,23.7,34.8,1004.3
강원,20170611,17.2,11.4,21.8,59.6,1007.8
강원,20170612,17.1,13.5,21,67,1014.2
강원,20170613,18.4,12.2,25.2,63.9,1010.8
강원,20170614,23.8,16.3,28.6,43.8,1004.9
강원,20170615,23,19.2,28.2,53.6,1004.6
강원,20170616,20.1,16.9,24.4,69.1,1008.9
강원,20170617,21,16.4,26.5,66.9,1007.4
강원,20170618,22.9,17.1,29.4,63.6,1005.9
강원,20170619,24.2,20.1,29.6,65.3,1005
강원,20170620,23.4,19.6,28.2,62.4,1002.1
강원,20170621,22.7,20.1,26,67.1,1002.4
강원,20170622,25.1,19.2,30.6,46.4,1004.4
강원,20170623,22.8,20.5,26.5,68.8,1004.3
강원,20170624,21.4,19.5,25.1,77.3,1001.2
강원,20170625,21.6,18.6,25.8,73,1001
강원,20170626,21.5,19.7,24.2,75.6,1006.3
강원,20170627,22.8,18.7,28.3,71.4,1007.5
강원,20170628,22.9,20.4,26.2,74.9,1009.3
강원,20170629,24.1,20.6,28.9,71.5,1007.5
강원,20170630,29,23.4,33,44.5,1002.9
강원,20170701,28.2,26,31.2,46.9,1001.8
강원,20170702,24.1,23.1,27,84.9,1003.6
강원,20170703,24.4,22.2,29.2,81.8,1001.5
강원,20170704,23.2,21.9,24.8,82.4,1003.8
강원,20170705,24.8,20.3,29,66.9,1007.6
강원,20170706,25.1,20.7,30.4,68.5,1007.2
강원,20170707,24.1,20.7,26.9,79.6,1005.1
강원,20170708,26.4,23.9,31.3,75,1002.5
강원,20170709,30,26.3,34.3,58.9,1002.1
강원,20170710,27,25.2,29,76.5,997.5
강원,20170711,28.8,22.7,33.2,56.5,1001.6
강원,20170712,31.2,27.6,35.3,44.1,1004.3
강원,20170713,31.8,27.3,37.1,41,1001.9
강원,20170714,31.2,27.8,34.7,47,1003
강원,20170715,28.7,26.6,31.9,59.1,1004.9
강원,20170716,28.7,23.9,31.8,58.3,1006.7
강원,20170717,30.7,28.5,33.7,50.8,1006.5
강원,20170718,29.7,26.7,33.1,53.3,1004.4
강원,20170719,30.1,26.5,34.5,55.9,1002.3
강원,20170720,31,26.4,34.5,55.8,1002.1
강원,20170721,31.6,27.3,34.7,55.3,1003.8
강원,20170722,23.5,22.2,27.3,83.8,1007.8
강원,20170723,22.9,22.1,24.1,87.6,1002.2
강원,20170724,24.2,22.7,27,85.4,1000
강원,20170725,24.5,23,27.2,84.1,1003.2
강원,20170726,24.5,21.3,27.9,68,1007
강원,20170727,24,20,27.6,71,1006
강원,20170728,23.4,22.4,25.1,84.3,1006.1
강원,20170729,23.2,21.9,25.7,82.5,1007
강원,20170730,25.6,22,30.2,73.3,1004.8
강원,20170731,23,22.3,23.7,85.4,1007.3
강원,20170801,24.1,22.1,26.1,80,1008.3
강원,20170802,24.5,22.4,28.3,79,1006.7
강원,20170803,25.1,20.7,28.9,71.3,1004.6
강원,20170804,27.1,21.9,32,73,1003.6
강원,20170805,27.5,25.4,30.8,77.3,1001.7
강원,20170806,27.4,24.3,31.2,76.9,998.5
강원,20170807,27,24.7,30,76.9,996.1
강원,20170808,27.8,24.4,31.9,62,996.4
강원,20170809,24.4,23.3,27.3,83.5,996.2
강원,20170810,23.3,22.4,25,89.6,999.3
강원,20170811,23.1,21.8,26.6,85.5,1005.2
강원,20170812,23.5,21.1,26.7,73.4,1009.6
강원,20170813,23.2,21.2,25.8,75.8,1009.8
강원,20170814,22.2,21.2,23,88.9,1006.2
강원,20170815,22.1,21,23.8,90.4,1003.3
강원,20170816,20.9,20.2,21.7,91.6,1005.5
강원,20170817,21.4,20.2,22.9,91.5,1007
강원,20170818,23.1,20.9,26.1,83.9,1009.1
강원,20170819,22.5,21.3,23.8,89,1011.1
강원,20170820,22.4,21,23.9,88.9,1008.6
강원,20170821,25,21.8,30.3,82,1004.1
강원,20170822,27.8,22.9,32.9,64.9,1007.3
강원,20170823,28.3,26.6,31.1,68.6,1007
강원,20170824,28.4,25.2,31.8,65.8,1000.5
강원,20170825,26.3,22.2,30.7,51.5,1003.9
강원,20170826,24.1,19,29.7,42,1009.3
강원,20170827,22.9,18.7,26.6,56.4,1012.1
강원,20170828,23.9,19.9,27.9,61,1007.6
강원,20170829,20.9,17.4,23.8,66.6,1009.9
강원,20170830,21,17.5,24.3,59,1009
강원,20170831,21.1,17.3,24.9,61.3,1009.9
강원,20170901,20.2,15.8,25,64,1011.2
강원,20170902,19.9,15.2,25.1,62.8,1011.3
강원,20170903,20.9,14.7,27.6,58.1,1012.2
강원,20170904,22.9,17.5,28,60.6,1012.5
강원,20170905,20.8,17.9,23.9,61.5,1008.7
강원,20170906,22.2,20.5,26.1,60.6,1003.8
강원,20170907,23.5,20.2,28.2,60.6,1003.3
강원,20170908,25,20.3,30.5,56,1006.6
강원,20170909,24.6,20.8,30.3,57.4,1008.9
강원,20170910,23.3,20.1,26.4,73.4,1011.2
강원,20170911,19,17.5,22.2,84.4,1005.5
강원,20170912,22.1,17.9,27.1,67.1,1009.1
강원,20170913,20.5,16.8,24.7,57.9,1015.2
강원,20170914,20.2,15.9,24.4,64.3,1017.7
강원,20170915,19.9,16.4,24.2,64.3,1018.5
강원,20170916,19.6,0,23.4,68,1013.7
강원,20170917,18.4,17.6,21.1,85.3,1006.3
강원,20170918,22,15,27.5,56.9,1003.7
강원,20170919,22.4,19,28.8,60,1004.4
강원,20170920,20.8,16.9,25.6,45.1,1007
강원,20170921,20,15.1,26,59.8,1010.7
강원,20170922,20.6,15.7,26.3,57.9,1009.6
강원,20170923,21.9,17.2,26.2,55.1,1011.6
강원,20170924,22.5,17.6,27.5,57,1011.4
강원,20170925,22.3,19.2,25.4,64.1,1012.7
강원,20170926,22.5,17.8,26.5,72.3,1009.6
강원,20170927,20.5,18.1,22.9,76.9,1004.9
강원,20170928,20.1,16.6,26,53.9,1005.6
강원,20170929,18.1,12.4,23.1,29.3,1012.8
강원,20170930,21.9,15.3,26.7,40.5,1016.9
강원,20171001,20.2,16.5,23.7,43.1,1013.3
강원,20171002,17.8,16.3,19.2,87,1009.7
강원,20171003,14.7,13.3,18,86.6,1016.9
강원,20171004,15.1,13,18.6,71.9,1022
강원,20171005,16.3,11.8,20.8,67.6,1021.2
강원,20171006,15.5,14.2,16.7,87.5,1017.7
강원,20171007,17.9,15.9,19.9,89.8,1018
강원,20171008,19.7,15.4,23.5,79.4,1019.3
강원,20171009,21.1,17.3,24.7,75.9,1017.3
강원,20171010,18.1,15.8,22.3,82.1,1016.5
강원,20171011,15.5,13.9,16.8,83.1,1014.5
강원,20171012,13.5,10.7,15.4,75.9,1017
강원,20171013,12.4,8.5,15.7,71.4,1018.3
강원,20171014,13.2,8.5,18,48.8,1022.6
강원,20171015,14,9.9,18.8,61.3,1025.7
강원,20171016,15,12.6,19.4,64.3,1023.8
강원,20171017,15.2,11,19.4,68.1,1023
강원,20171018,13.8,12.3,15.7,74.9,1021.9
강원,20171019,14.4,12,17.7,73.6,1017.6
강원,20171020,15.3,11.1,20.1,69.8,1016.5
강원,20171021,15.1,10.7,21.2,66.4,1015.9
강원,20171022,14,10.4,18.6,66.3,1013.4
강원,20171023,12.3,8.1,15.5,54.4,1016
강원,20171024,11.6,7.1,17.9,57,1021.2
강원,20171025,14.5,9.1,21.1,50.3,1020
강원,20171026,15.1,12,19.6,55.1,1017.6
강원,20171027,15.7,13.1,20.4,62,1017.7
강원,20171028,16,12.9,20.2,74.1,1018.1
강원,20171029,13.9,8.5,21.1,66,1011.1
강원,20171030,10.4,5.7,14.6,41,1019.5
강원,20171031,13.2,6.8,20.2,27.1,1018.7
강원,20171101,15.6,13.5,17.7,46.3,1015.2
강원,20171102,16.3,14.3,21.3,54.3,1013.9
강원,20171103,13.9,6.3,18.3,67.4,1014.5
강원,20171104,8.8,4.8,13.4,61,1023.4
강원,20171105,12.1,6.9,17.4,28.8,1022.1
강원,20171106,15.7,10.2,20.7,32.5,1017.6
강원,20171107,17.4,12.8,21.2,43.1,1015.3
강원,20171108,17.1,10.5,21.1,34.5,1013.7
강원,20171109,11.8,7.3,16.7,51.5,1020.2
강원,20171110,14.9,9.5,20.4,34,1008.5
강원,20171111,7.9,5.1,12.4,37.9,1016.1
강원,20171112,9.9,4.4,15.1,29.9,1016.4
강원,20171113,12.4,8.5,16.7,35.5,1011.7
강원,20171114,10.5,5.7,14.3,30.1,1012.7
강원,20171115,5.4,1.8,8.8,25.4,1015.4
강원,20171116,4.1,0.1,9,23.5,1019.8
강원,20171117,7.6,2.6,12.2,27.4,1014.6
강원,20171118,2.5,-1.1,8.7,36.9,1015.9
강원,20171119,1.6,-2.7,6.4,18.1,1020.4
강원,20171120,3.4,-0.2,8.9,32.9,1020.5
강원,20171121,5.8,0.2,11.3,26.5,1020.8
강원,20171122,7.5,4.6,10.5,41.8,1012.7
강원,20171123,2.9,-0.2,6,26,1015.1
강원,20171124,2.1,-1.1,5.7,35.6,1019.1
강원,20171125,4.8,-1.5,10.7,51.4,1019.4
강원,20171126,5.5,1.8,8.9,61.4,1020.9
강원,20171127,6.7,1.2,13.6,52.6,1021.9
강원,20171128,11.5,4.6,16.3,41,1016.1
강원,20171129,10.6,7.7,15.5,34.1,1018.2
강원,20171130,4.5,-1,8,16.4,1019.8
강원,20171201,0.8,-3.4,5.1,23,1024.4
강원,20171202,4.4,-0.6,9.4,31.8,1023.4
강원,20171203,7.5,3.7,11,49,1018.5
강원,20171204,3.5,-2.7,7.1,34.6,1014.8
강원,20171205,-2.3,-5.9,2.2,22,1015.9
강원,20171206,1.9,-3.2,7.2,42.4,1018.6
강원,20171207,4,-0.2,8.8,40.1,1016.6
강원,20171208,-0.2,-3.5,4.6,30.4,1016.8
강원,20171209,2.2,-1.9,6.8,31.3,1015.2
강원,20171210,4.6,0.9,8.8,43.9,1008.4
강원,20171211,-4.3,-8.1,0.9,21.1,1014.6
강원,20171212,-5.7,-8.8,-1.1,21,1021.2
강원,20171213,-2.7,-7,2.8,19.9,1024.2
강원,20171214,-0.3,-5.2,5.3,36.9,1026.7
강원,20171215,2.5,-1.4,5.6,27.4,1020
강원,20171216,-1.8,-6.2,2.3,27.8,1019.2
강원,20171217,-3.9,-7.7,0.4,23.6,1023.1
강원,20171218,1.9,-3.9,7.3,43.5,1021.2
강원,20171219,-0.9,-3.6,3.7,24.4,1024.4
강원,20171220,1,-4.2,5.9,34.6,1025.9
강원,20171221,3.3,0.5,7.8,34.4,1024.1
강원,20171222,5.7,1.9,9.7,43.1,1020.4
강원,20171223,8.9,5.8,12.4,38.8,1017.8
강원,20171224,5.4,1,9.2,65.1,1008.1
강원,20171225,0.5,-1.7,3.2,38.8,1015.1
강원,20171226,-0.9,-5.6,3.5,26.8,1017.4
강원,20171227,-2.8,-7.1,1.8,19.4,1021.4
강원,20171228,0.7,-3.1,5.9,38,1022.9
강원,20171229,4.6,0.1,10,46.4,1020.9
강원,20171230,5.5,1.3,10.2,53.4,1020.3
강원,20171231,3.6,-0.3,6.6,32,1015.6
강원,20180101,1.3,-2.1,5.7,19.8,1021.3
강원,20180102,2.5,-0.6,6.9,22.4,1021.7
강원,20180103,-0.4,-3.8,4.8,26.1,1024.2
강원,20180104,0.1,-4.5,4.4,44.6,1022.5
강원,20180105,2.2,-0.9,7.6,35.6,1014.1
강원,20180106,1.8,-1.6,6.9,29.5,1017.1
강원,20180107,3.9,-1.6,9.1,26.6,1016.8
강원,20180108,5.6,2.4,9.2,43,1004.8
강원,20180109,-1.5,-3.6,2.6,32.6,1004.9
강원,20180110,-4.4,-8.5,-1.4,28,1011.6
강원,20180111,-7.7,-10.1,-3.5,29,1018.9
강원,20180112,-6.6,-11.5,-0.8,24,1023.7
강원,20180113,-0.7,-5.6,5.1,35.8,1026.5
강원,20180114,3.6,-3,9.2,35.6,1023.7
강원,20180115,8.5,6.7,12.5,36.1,1017.6
강원,20180116,7.5,5.5,12.2,38.4,1013.9
강원,20180117,5.8,3.6,7.3,66.5,1013.7
강원,20180118,6.2,4.2,9.2,31.3,1017
강원,20180119,4.6,1.5,10,24,1018.2
강원,20180120,4.1,0.7,7.3,40.4,1017.6
강원,20180121,3,-0.4,7.6,32.6,1019.1
강원,20180122,2.1,-0.9,6,55.8,1011
강원,20180123,-7.3,-11.9,-0.5,30.8,1014.2
강원,20180124,-10.6,-14.2,-6.4,20.1,1020.2
강원,20180125,-8.9,-12.6,-1.5,22,1020.9
강원,20180126,-9.3,-13.8,-3.5,23.1,1021.5
강원,20180127,-3.7,-9.9,2.5,26.5,1021.3
강원,20180128,-1.4,-5.4,2.4,19.6,1014.2
강원,20180129,-5.7,-9,-0.9,20.6,1016.2
강원,20180130,-2.7,-8.3,3.3,31.8,1019.2
강원,20180131,0.7,-0.7,3.4,32,1021.8
강원,20180201,-0.9,-4.5,3.6,39,1024.6
강원,20180202,-0.6,-4.5,4.8,52.3,1023.5
강원,20180203,-3,-7.7,0.5,33.8,1019.2
강원,20180204,-6.4,-8.7,-1.9,26.8,1019.8
강원,20180205,-6.9,-10,-2.5,22.9,1018.9
강원,20180206,-7.4,-10.7,-2.6,25.8,1018.6
강원,20180207,-4.6,-10.2,1.7,22,1020
강원,20180208,-0.1,-5.3,5.5,20.5,1019.3
강원,20180209,3.6,-2.9,9.4,33.9,1017.6
강원,20180210,3.6,-3.7,8,30.9,1013.6
강원,20180211,-4.4,-6.9,-0.8,22.8,1015.4
강원,20180212,-4.1,-8.3,0.6,24,1014.6
강원,20180213,0.3,-5.6,4.3,34.5,1016.2
강원,20180214,7.1,3.2,11.2,35.1,1009.6
강원,20180215,0.9,-3.9,5.4,48.5,1017
강원,20180216,2.4,-5.7,9.8,27.1,1011.7
강원,20180217,0.5,-2.6,3.4,21.3,1017.6
강원,20180218,1.6,-1.8,4.9,23.6,1021.2
강원,20180219,4.4,0.5,8.9,31.1,1018.8
강원,20180220,4.2,0.6,9.6,27.9,1017.4
강원,20180221,0.3,-3.1,4.2,28.1,1019.4
강원,20180222,2.8,-3.4,8,31.9,1017
강원,20180223,6.2,0.4,10.2,39.1,1016.2
강원,20180224,1.9,0.5,8.4,69.9,1025
강원,20180225,2.3,0,6.9,69.9,1021.7
강원,20180226,2.6,-1.5,7,61.4,1022.2
강원,20180227,4.3,-2.4,9.8,66.3,1019.5
강원,20180228,4.7,0.7,6.5,84.4,1010.4
강원,20180301,3.3,-1.3,7.5,48,1001.8
강원,20180302,3.9,-3,9.7,25.3,1011.5
강원,20180303,12.8,5.8,18.7,24.8,1008.2
강원,20180304,11.8,5.6,17.3,64.9,1012.3
강원,20180305,1,-0.7,5.6,81.9,1019.8
강원,20180306,2.6,-2,7.7,68.5,1028
강원,20180307,4,0.3,8.9,71.3,1026.4
강원,20180308,2,0.4,3.6,87.8,1017.7
강원,20180309,1.3,-0.4,3,80.6,1021.5
강원,20180310,6.2,-2.3,12.5,50.4,1018.1
강원,20180311,5.9,1.3,10.2,54,1020.3
강원,20180312,10.6,0,18.5,45.5,1016.9
강원,20180313,16.9,11.8,21.2,31.5,1011.4
강원,20180314,19.1,14.6,24,39.9,1013.8
강원,20180315,13.3,3.2,21.4,65.4,1011.6
강원,20180316,2,-0.9,3.3,57.1,1025.9
강원,20180317,6,-2.8,11.6,50,1023.5
강원,20180318,10.2,8.4,11.6,48.1,1016.6
강원,20180319,6.9,4.6,10.7,70.9,1019
강원,20180320,3.1,1.4,5.1,50.1,1026.8
강원,20180321,1.6,0.9,2.4,72.4,1017.1
강원,20180322,4.2,-0.8,10.2,53.4,1010.5
강원,20180323,9,0.1,14.6,46.1,1013.7
강원,20180324,13.2,8.3,19.1,29.8,1015.4
강원,20180325,16.8,11.3,22.8,21.5,1016.5
강원,20180326,18.7,15,24.9,25.9,1014.3
강원,20180327,18.9,14.1,24.1,33.4,1011.2
강원,20180328,19.6,16.3,23.6,30.5,1009.6
강원,20180329,12.7,7.9,18.6,48.6,1018.2
강원,20180330,10.3,4.9,15.3,57.5,1022.1
강원,20180331,17.2,6.3,25.8,42.8,1014
강원,20180401,19.1,16.9,22.7,41.8,1011.3
강원,20180402,22.1,16.6,25.9,37.8,1009.9
강원,20180403,17.3,9.9,26.5,54.1,1013.4
강원,20180404,6.2,5,10,82.6,1020.2
강원,20180405,6.3,5.4,7.5,78.3,1016.3
강원,20180406,7.5,4.6,14.1,59.5,1005.3
강원,20180407,5.4,1.5,9.4,39.1,1007.1
강원,20180408,5.5,2.4,10.5,47,1011.2
강원,20180409,9.6,3.9,14.7,45.1,1013.5
강원,20180410,17.2,7.2,24.6,31.9,1005.3
강원,20180411,17.6,13.7,21.7,28.4,1003.4
강원,20180412,15,9.3,22.7,27.5,1011.9
강원,20180413,11.2,6.9,15.4,52,1022
강원,20180414,8.2,6.7,10.4,85.8,1006.8
강원,20180415,11.5,5.6,16.5,56.1,1006.7
강원,20180416,11.3,6.1,15.8,55.6,1016.6
강원,20180417,14.1,6.2,19.5,48.3,1015.1
강원,20180418,18.9,13.6,23.6,24.6,1010.8
강원,20180419,21.8,16.9,27.2,17.8,1009.9
강원,20180420,22.1,15.3,26.7,38.1,1014.3
강원,20180421,26.6,21.7,32.3,19.6,1011.9
강원,20180422,13,9.1,23,60.5,1020.1
강원,20180423,8.5,7.1,9.6,92.8,1019.3
강원,20180424,8.3,5.2,10,86.5,1012.4
강원,20180425,12,3.4,19.7,49,1010.7
강원,20180426,18.6,7.6,26.5,35.9,1007.7
강원,20180427,13.9,8.2,18.9,45.8,1011.3
강원,20180428,20.8,7.4,28.4,31.8,1008.7
강원,20180429,23.4,18.1,28.6,21.3,1005.4
강원,20180430,20.9,14.1,29.2,38.9,1009.6
강원,20180501,15,12,18.6,77.8,1012.7
강원,20180502,11,7.2,14.5,85.1,1004.3
강원,20180503,10.3,5.2,14.8,62.6,1001.7
강원,20180504,16.7,9.7,23.2,34.3,1004.4
강원,20180505,21.5,16.2,25.9,31.1,1007.7
강원,20180506,16.1,13.1,21.3,81.4,1006.3
강원,20180507,14.9,12.7,18.7,85.9,1006.3
강원,20180508,10.9,9.6,13.6,91.4,1016.2
강원,20180509,10,8.4,11.3,79,1021
강원,20180510,16.7,5.2,24.1,53.6,1016.7
강원,20180511,21.8,17.6,27.2,33.6,1011.8
강원,20180512,16.3,13.9,20.4,67.3,1006.6
강원,20180513,17.4,13.7,21.4,77.4,1003.2
강원,20180514,23.9,18,28.9,46.1,1005.5
강원,20180515,26.9,23.5,32.1,36.3,1004.8
강원,20180516,24.8,21.5,28.1,73.8,1000.7
강원,20180517,20,12.2,27.9,85.4,1002.6
강원,20180518,10.7,9.7,12.4,90.3,1007.7
강원,20180519,13.4,9.5,17.7,68.8,1016.7
강원,20180520,13.3,8.1,18.1,70.4,1020.6
강원,20180521,13.8,8.6,18,73.1,1017.7
강원,20180522,15.5,10.2,19.9,84.1,1009.6
강원,20180523,17.5,13.3,21.1,62.5,1003.5
강원,20180524,23.1,13.8,27.9,32.5,1002.1
강원,20180525,24.2,20,29.6,36.4,1002.3
강원,20180526,17.5,14.4,21,72.1,1007.3
강원,20180527,16.4,14.2,19.4,85.3,1007.1
강원,20180528,17.4,15,20.8,82.9,1008.3
강원,20180529,18.2,16.2,22.2,86.3,1008.4
강원,20180530,19.5,16.6,25.3,77.8,1006.3
강원,20180531,20.7,15.3,26.3,55.4,1007.7
강원,20180601,24.1,19.3,28.6,48.3,1010.5
강원,20180602,28,20.5,32.6,39.5,1009.2
강원,20180603,27.1,23.5,31.5,32.8,1007.9
강원,20180604,25.7,21.2,30.4,38.6,1008.2
강원,20180605,25.5,21.6,29.3,47.8,1007.5
강원,20180606,26.8,21.4,31,50.4,1006.7
강원,20180607,28,24.3,32.2,46.5,1005.8
강원,20180608,23.9,19.6,27.7,58.3,1005.1
강원,20180609,18.2,16.8,19.6,80.8,1008.8
강원,20180610,16.8,15.8,18.6,84.3,1005.4
강원,20180611,16.2,15.1,17.4,79.4,1000.6
강원,20180612,16.7,13.9,20.3,68,1002
강원,20180613,17.4,14.6,20.8,76.6,1006.3
강원,20180614,18.5,17.1,20.3,76.5,1007.9
강원,20180615,18,16.2,21,72.3,1011.8
강원,20180616,17.9,15.3,21.6,70.6,1011.2
강원,20180617,20.8,13.5,28.5,69.4,1006.7
강원,20180618,21.7,17.4,26.5,72.9,1003.6
강원,20180619,23.7,19,27.5,61.6,1000.1
강원,20180620,23.4,19.3,29.2,57.1,998.9
강원,20180621,23.7,18.7,29.4,49,1002.2
강원,20180622,27.8,18.7,32.8,33.3,1003.8
강원,20180623,28.8,25.1,33.3,33.3,998.8
강원,20180624,30,26.3,34.5,36.6,1001.7
강원,20180625,25.6,21.7,29.3,61.6,1007.1
강원,20180626,21.1,19.3,25.1,92,1000.9
강원,20180627,25.1,19.2,32,68.9,996.5
강원,20180628,25.5,19.8,30.2,66.3,995.3
강원,20180629,25.6,21.3,29.5,70.1,999.3
강원,20180630,23.9,22.6,27.6,77.9,1006.9
경기,20160101,1.6,-4.2,5.7,80.1,1026.8
경기,20160102,5.8,1.2,10.3,83.1,1018.8
경기,20160103,6,2.7,10.7,92.1,1015.5
경기,20160104,3.7,-1,7.5,54.4,1019.7
경기,20160105,-1.1,-3.4,2.6,39.6,1023.6
경기,20160106,-0.7,-4.6,3.7,57.9,1021.5
경기,20160107,-1.8,-5.6,3,52.6,1020.6
경기,20160108,-1.5,-7.3,3.1,54,1019.5
경기,20160109,0.2,-3.6,4,56.6,1021.2
경기,20160110,1.5,-1.8,6.7,45,1022.3
경기,20160111,-2,-5,2.8,36.6,1022.8
경기,20160112,-3.8,-8,1.7,50.6,1020.1
경기,20160113,-2.9,-7.3,1.8,67,1016.3
경기,20160114,-3.5,-10.2,1.1,65.4,1018
경기,20160115,-0.3,-4.2,5,73.4,1017.6
경기,20160116,1.7,-2.3,4.9,69.5,1018.6
경기,20160117,2.5,-1.5,6.5,68.4,1012.8
경기,20160118,-4.7,-10.2,1.8,60.6,1010.9
경기,20160119,-10.5,-12.9,-6.8,49.6,1018.9
경기,20160120,-9,-12.6,-5,49.5,1026.7
경기,20160121,-5.8,-9.8,-1.4,53.4,1024.8
경기,20160122,-5.8,-10.6,-1.5,38.4,1027.9
경기,20160123,-9.5,-14.3,-6.1,37.4,1026.2
경기,20160124,-12.6,-16.2,-8.5,48.6,1021.9
경기,20160125,-8.2,-14.4,-2.4,55.6,1025
경기,20160126,-2.8,-6.5,3.3,75.5,1023.3
경기,20160127,-0.7,-5.5,4.8,68.8,1025.8
경기,20160128,0.2,-6.8,5.2,59.3,1024.6
경기,20160129,2,-1.6,6.5,52.6,1020.9
경기,20160130,0.6,-4.1,7.5,71.4,1022.2
경기,20160131,-2.6,-4.9,0.7,48.4,1025.4
경기,20160201,-4.9,-8,-0.4,40.4,1025.5
경기,20160202,-4.7,-10.5,2.3,47.8,1024.6
경기,20160203,-2.7,-9.1,5.4,61.9,1023.8
경기,20160204,0,-4.6,6.2,60.6,1021.9
경기,20160205,-1.7,-7.4,4.2,45.8,1020
경기,20160206,-2.3,-7.7,2.8,44.6,1019.5
경기,20160207,-2.9,-9.5,3.9,56.5,1019
경기,20160208,2,-5,7.3,63.3,1011.9
경기,20160209,1.2,-3.5,7.5,56.6,1018.3
경기,20160210,2.4,-5.6,10.9,54.6,1021.8
경기,20160211,8.5,0.3,14.8,35.3,1020.1
경기,20160212,9.5,7.4,10.9,94.8,1013.2
경기,20160213,11.8,4.4,16.6,95.9,1002.7
경기,20160214,-1.4,-5,4.5,73.5,1010.4
경기,20160215,-4.5,-8.6,-0.5,54,1017.5
경기,20160216,-2.1,-7.3,3.4,79,1014.9
경기,20160217,0.4,-5.6,6.2,62.5,1020.5
경기,20160218,3.9,-2.8,8.6,70.4,1017.9
경기,20160219,1.9,-1.5,4.9,78.6,1023.1
경기,20160220,2.4,-2.2,8.4,44,1019.9
경기,20160221,0.4,-5.1,5.5,40,1026.3
경기,20160222,2.2,-1.7,4.9,38.4,1026.2
경기,20160223,1.5,-3.1,7.1,63.3,1025.8
경기,20160224,-2.3,-6.2,2.4,46.4,1029.5
경기,20160225,0.6,-5.8,5.9,59.8,1028.9
경기,20160226,3.4,-1.8,8.1,47.9,1024.2
경기,20160227,2.9,0.3,7.9,78.3,1020.6
경기,20160228,1.6,-2.1,7.6,75.8,1017.8
경기,20160229,-2.4,-4.4,0,50.1,1021.4
경기,20160301,-1.7,-7,3.5,51.6,1024.2
경기,20160302,3.4,-2.7,9.8,73,1021.2
경기,20160303,7.8,3.8,13.7,70.6,1019.9
경기,20160304,13.1,8.2,19.7,63.6,1019.9
경기,20160305,11.9,9,15.1,94,1014.5
경기,20160306,8.2,4.8,14.6,63.3,1015.6
경기,20160307,8.6,3,12.5,49.3,1013.9
경기,20160308,3.7,-0.2,7,44.8,1019
경기,20160309,1.8,-1.2,7.3,37.8,1019.8
경기,20160310,0.6,-2.5,5.5,36.5,1022.3
경기,20160311,0.6,-3.8,5.2,44,1021.5
경기,20160312,2.4,-3.1,8.7,59.6,1021
경기,20160313,4,1,8.6,66.5,1020.2
경기,20160314,4.9,0.6,10.2,69,1018.7
경기,20160315,5.1,-2.2,12.9,56.1,1019.6
경기,20160316,7.5,2.7,14.8,54.3,1018
경기,20160317,9,-0.1,16.4,49.3,1016.2
경기,20160318,13,8.8,20.6,55.6,1008.3
경기,20160319,10.2,4.6,17.1,67.5,1010.9
경기,20160320,8.6,3,16.9,66.9,1016.6
경기,20160321,8.7,2.8,17.4,64.8,1019.1
경기,20160322,7.5,1.4,14.8,70.5,1015.5
경기,20160323,8.7,4.2,14.1,57,1015.5
경기,20160324,6.8,1,13.5,47.3,1020.4
경기,20160325,6.1,0.7,12.6,57.8,1019.9
경기,20160326,5.4,-0.1,13.2,62.4,1017.6
경기,20160327,6.5,0.8,13.9,60,1016.5
경기,20160328,9.2,0.6,17.9,47.5,1017.3
경기,20160329,11.3,6,18.1,63,1014.4
경기,20160330,11.3,6.3,18.9,59.1,1016
경기,20160331,13.1,4.2,22.2,38.3,1012.6
경기,20160401,14.1,5.4,24.3,37.1,1011.4
경기,20160402,14.2,6.8,23.3,47.8,1014.4
경기,20160403,11.3,9.1,14,79.6,1013.8
경기,20160404,12.3,5.1,20.1,51.9,1009.5
경기,20160405,11.1,4.1,18.7,45.8,1012.8
경기,20160406,14.4,5.4,23.6,44.5,1011.5
경기,20160407,13.6,9.8,20.9,81.1,1005.3
경기,20160408,10.9,7.9,20.6,86,1011.7
경기,20160409,12.2,8.2,18.1,88.1,1010.2
경기,20160410,13.1,8,21.5,85,1009.4
경기,20160411,12.9,7.1,19.8,51.4,1014.7
경기,20160412,14.2,9.7,20.3,50.6,1011
경기,20160413,15,11.1,22,79.8,1002.8
경기,20160414,10.7,7.1,17.8,91.8,1009.3
경기,20160415,14.4,6.1,24.2,57.9,1014.9
경기,20160416,14.9,8.3,21.6,71.6,1002.9
경기,20160417,11.4,9.1,15,70.9,1001.2
경기,20160418,11.2,6,19.5,74,1010.7
경기,20160419,12,7,19.8,67.9,1018.7
경기,20160420,14.2,9.7,19.6,64,1014.8
경기,20160421,14.4,10.9,19.3,91,1002.3
경기,20160422,14.7,11.1,23.8,86.3,1005.5
경기,20160423,13.9,9,21.3,58.1,1009.8
경기,20160424,14.7,6.8,24.3,52.9,1011.3
