전국,46078,1798,1841,1259,1201,992,950,809,558,859,575,594,517,572,597,622,769,1000,1061,1079,1180,1031,1192,1019,933,904,726,669,606,580,556,449,540,328,354,331,282,328,360,462,413,524,603,764,759,956,1248,1424,1607,1744,1845,1921,
서울,5545,206,220,137,144,97,103,83,48,96,52,68,62,59,53,65,87,115,91,113,106,105,112,121,83,79,60,63,51,53,69,51,53,43,46,33,35,50,36,72,48,80,76,137,106,221,201,222,238,266,242,259,
부산,2908,122,135,81,85,87,59,59,45,59,42,36,37,53,33,41,36,48,46,85,69,56,81,74,45,49,44,54,37,40,36,29,37,18,34,18,21,16,30,25,35,33,38,40,43,48,58,59,74,118,121,136,
대구,2216,114,108,66,67,58,57,29,36,54,28,24,25,29,40,46,30,56,44,65,49,84,46,63,41,58,36,15,22,12,16,9,48,16,15,14,13,14,22,28,25,22,36,34,40,41,74,46,51,55,63,75,
인천,2423,92,104,56,73,47,63,35,32,29,22,22,20,19,21,23,23,62,51,67,54,66,46,55,69,48,48,35,30,21,37,26,27,17,19,29,15,16,19,38,28,39,28,45,38,35,59,61,91,80,112,99,
광주,1138,38,26,24,31,23,19,11,10,23,18,18,17,4,21,11,14,32,10,29,35,39,23,28,26,32,23,22,19,13,14,9,12,4,13,6,11,7,6,30,13,15,14,17,18,31,44,26,43,39,42,29,
대전,1233,40,59,36,31,22,27,21,13,36,16,12,9,16,15,12,19,16,19,18,18,13,25,18,14,18,10,11,18,11,8,10,6,6,8,6,4,8,5,6,13,23,17,30,23,16,27,37,80,60,96,77,
울산,1359,76,46,44,29,34,28,19,23,33,22,20,19,14,20,30,28,24,34,26,30,21,26,22,15,28,19,50,18,22,18,12,22,10,13,12,7,13,12,15,6,19,7,22,16,28,47,44,43,42,40,58,
경기,13581,551,561,394,377,270,263,231,185,246,154,181,156,152,175,175,247,277,401,321,363,288,404,284,298,253,155,142,142,167,150,135,146,98,84,78,67,96,108,111,92,135,181,215,220,242,377,459,534,509,585,612,
강원,1547,70,85,62,45,42,45,26,35,26,33,22,25,36,23,24,19,22,13,30,32,35,30,28,26,20,39,34,29,27,20,25,27,21,11,13,12,13,10,16,19,16,29,20,33,25,31,28,28,38,34,42,
충북,936,26,32,15,21,20,14,15,7,18,18,13,4,16,12,14,23,10,22,13,32,21,28,32,19,24,21,11,25,11,10,10,9,6,1,9,7,4,7,4,14,13,15,16,12,27,19,27,32,28,47,30,
충남,1822,49,40,52,36,37,40,28,21,19,28,19,20,19,29,28,23,37,36,31,52,43,45,25,34,28,31,16,15,15,17,10,13,8,10,26,17,16,22,16,20,30,30,31,25,51,49,86,60,133,65,109,
전북,1959,116,111,71,72,60,51,49,13,29,21,22,18,24,22,24,32,52,48,42,63,41,54,33,45,32,33,29,17,44,38,21,23,13,12,14,16,9,13,14,16,15,14,43,20,35,48,61,72,53,58,44,
전남,2357,89,89,76,76,65,51,62,23,37,29,27,31,21,27,32,38,56,59,66,78,56,58,42,43,56,52,46,50,44,24,25,16,19,19,9,12,20,19,27,19,17,24,25,48,34,69,54,70,68,89,67,
경북,1722,59,72,58,33,28,37,34,25,40,34,20,26,20,32,34,36,49,40,43,48,43,59,43,23,40,39,43,33,27,26,22,30,23,18,16,14,8,17,13,13,15,20,28,18,34,44,35,37,38,40,42,
경남,4279,125,120,74,62,89,80,96,36,105,47,80,42,86,61,53,100,132,133,113,116,102,106,126,117,122,99,76,81,54,62,37,51,14,38,35,26,26,23,38,36,42,61,48,81,69,85,113,131,153,161,175,
제주,971,22,28,10,16,12,13,11,6,9,10,10,6,4,13,10,13,12,12,16,34,17,49,25,32,15,14,18,18,19,10,16,19,10,12,11,5,11,11,8,16,8,13,11,18,17,16,57,21,59,45,61,
세종,82,3,5,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,1,0,0,3,2,3,4,1,0,1,2,1,2,1,2,0,1,0,1,0,2,0,2,0,2,0,9,2,5,5,6,
