지역,날짜,평균기온(°C),최저기온(°C),최고기온(°C),최소 상대습도(%),최저기온위험지수,일교차위험지수,습도위험지수
경기,2017-03-01,-1.7,-7,3.5,31,,,
경기,2017-03-02,3.4,-2.7,9.8,50,,,
경기,2017-03-03,7.8,3.8,13.7,49,,,
경기,2017-03-04,13.1,8.2,19.7,44,,,
경기,2017-03-05,11.9,9,15.1,75.9,,,
경기,2017-03-06,8.2,4.8,14.6,19,,,
경기,2017-03-07,8.6,3,12.5,24,,,
경기,2017-03-08,3.7,-0.2,7,24,,,
경기,2017-03-09,1.8,-1.2,7.3,23,,,
경기,2017-03-10,0.6,-2.5,5.5,18,,,
경기,2017-03-11,0.6,-3.8,5.2,25,,,
경기,2017-03-12,2.4,-3.1,8.7,35,,,
경기,2017-03-13,4,1,8.6,48,,,
경기,2017-03-14,4.9,0.6,10.2,33,,,
경기,2017-03-15,5.1,-2.2,12.9,20,,,
경기,2017-03-16,7.5,2.7,14.8,21,,,
경기,2017-03-17,9,-0.1,16.4,18,,,
경기,2017-03-18,13,8.8,20.6,34,,,
경기,2017-03-19,10.2,4.6,17.1,40,,,
경기,2017-03-20,8.6,3,16.9,36,,,
경기,2017-03-21,8.7,2.8,17.4,31,,,
경기,2017-03-22,7.5,1.4,14.8,21,,,
경기,2017-03-23,8.7,4.2,14.1,30,,,
경기,2017-03-24,6.8,1,13.5,24,,,
경기,2017-03-25,6.1,0.7,12.6,27,,,
경기,2017-03-26,5.4,-0.1,13.2,27,,,
경기,2017-03-27,6.5,0.8,13.9,22,,,
경기,2017-03-28,9.2,0.6,17.9,20,,,
경기,2017-03-29,11.3,6,18.1,38.2,,,
경기,2017-03-30,11.3,6.3,18.9,20,,,
경기,2017-03-31,13.1,4.2,22.2,16,,,
경기,2017-04-01,14.1,5.4,24.3,14,,,
경기,2017-04-02,14.2,6.8,23.3,22,,,
경기,2017-04-03,11.3,9.1,14,65,,,
경기,2017-04-04,12.3,5.1,20.1,23,,,
경기,2017-04-05,11.1,4.1,18.7,15,,,
경기,2017-04-06,14.4,5.4,23.6,18,,,
경기,2017-04-07,13.6,9.8,20.9,42,,,
경기,2017-04-08,10.9,7.9,20.6,42,,,
경기,2017-04-09,12.2,8.2,18.1,71,,,
경기,2017-04-10,13.1,8,21.5,49.9,,,
경기,2017-04-11,12.9,7.1,19.8,25,,,
경기,2017-04-12,14.2,9.7,20.3,34,,,
경기,2017-04-13,15,11.1,22,50,,,
경기,2017-04-14,10.7,7.1,17.8,60,,,
경기,2017-04-15,14.4,6.1,24.2,22,,,
경기,2017-04-16,14.9,8.3,21.6,33,,,
경기,2017-04-17,11.4,9.1,15,40,,,
경기,2017-04-18,11.2,6,19.5,35.8,,,
경기,2017-04-19,12,7,19.8,35,,,
경기,2017-04-20,14.2,9.7,19.6,28.3,,,
경기,2017-04-21,14.4,10.9,19.3,69.3,,,
경기,2017-04-22,14.7,11.1,23.8,54,,,
경기,2017-04-23,13.9,9,21.3,19,,,
경기,2017-04-24,14.7,6.8,24.3,16,,,
경기,2017-04-25,16.4,8.3,26.1,18,,,
경기,2017-04-26,20.4,9.7,29.7,21,,,
경기,2017-04-27,17.5,15.5,20.6,31,,,
경기,2017-04-28,16.5,12.2,22.1,25,,,
경기,2017-04-29,15.3,10.3,22.6,39,,,
경기,2017-04-30,16.5,9.8,23.4,36,,,
경기,2017-05-01,18.4,10.8,27.8,20,,,
경기,2017-05-02,20.6,14.9,28.4,35,,,
경기,2017-05-03,13.6,9.7,18.5,78,,,
경기,2017-05-04,15.9,11.1,21.3,25,,,
경기,2017-05-05,18.7,8.1,26.9,20,,,
경기,2017-05-06,16.5,12.3,19.3,75.3,,,
경기,2017-05-07,15.4,9.2,22.6,36.5,,,
경기,2017-05-08,18.5,9.7,26.5,23,,,
경기,2017-05-09,20.3,14.1,26.7,28,,,
경기,2017-05-10,15.2,13.4,19.2,55,,,
경기,2017-05-11,16.6,11,23.6,40,,,
경기,2017-05-12,17.5,10.9,24.7,43,,,
경기,2017-05-13,17.7,12.3,25,34,,,
경기,2017-05-14,19.7,14.1,26.7,25,,,
경기,2017-05-15,17.5,12.6,25.2,41,,,
경기,2017-05-16,15.6,10.6,22.2,32,,,
경기,2017-05-17,18.4,9.9,27.1,26,,,
경기,2017-05-18,21.1,11.9,30.3,21,,,
경기,2017-05-19,23.1,13.8,31.8,18,,,
경기,2017-05-20,23.1,15.2,31.4,13,,,
경기,2017-05-21,23.6,17.1,30.3,14,,,
경기,2017-05-22,23.5,16.5,31,17,,,
경기,2017-05-23,22.4,16.3,29.6,28.7,,,
경기,2017-05-24,16.4,13.5,20.7,55,,,
경기,2017-05-25,19.4,13.5,24.1,54,,,
경기,2017-05-26,19.7,16.9,24.7,53,,,
경기,2017-05-27,21.1,14.6,27.8,31,,,
경기,2017-05-28,20.1,15,27.2,38,,,
경기,2017-05-29,20.3,15.5,26.9,37,,,
경기,2017-05-30,21.2,14.6,28.7,29,,,
경기,2017-05-31,20.7,15.8,27.6,50,,,
경기,2017-06-01,22.7,16.5,29.6,27,,,
경기,2017-06-02,22.6,16.1,29.1,32,,,
경기,2017-06-03,21.9,15.7,28.3,32,,,
경기,2017-06-04,20.6,18.4,24.2,53,,,
경기,2017-06-05,23.6,15.3,31.1,30,,,
경기,2017-06-06,22.4,19.9,26.4,43,,,
경기,2017-06-07,21.9,17.6,27.9,43,,,
경기,2017-06-08,21.2,17.3,27.1,50,,,
경기,2017-06-09,22.6,17.2,29.8,48,,,
경기,2017-06-10,23.4,18.4,30.3,47,,,
경기,2017-06-11,24,20.5,29.6,58,,,
경기,2017-06-12,23.4,19.6,28,68.6,,,
경기,2017-06-13,22.3,17.9,28.5,59,,,
경기,2017-06-14,22.9,18.1,29.4,50.3,,,
경기,2017-06-15,20.9,17.7,25.7,58,,,
경기,2017-06-16,20.9,18.4,25.7,58,,,
경기,2017-06-17,23.3,17.8,29.1,45,,,
경기,2017-06-18,23.8,19.2,29.2,52,,,
경기,2017-06-19,24.3,20.3,29.3,52,,,
경기,2017-06-20,25.1,19,30.7,41,,,
경기,2017-06-21,25.3,20.2,30.9,49,,,
경기,2017-06-22,25.2,21.9,31.1,48,,,
경기,2017-06-23,25,21.2,31.4,51,,,
경기,2017-06-24,22.4,19.6,26.7,71.7,,,
경기,2017-06-25,22.4,18.7,27.7,40,,,
경기,2017-06-26,23.6,17.8,30.7,42,,,
경기,2017-06-27,24.1,19.2,30.1,35,,,
경기,2017-06-28,24.4,19.6,30.2,49,,,
경기,2017-06-29,24.6,21.2,29,50,,,
경기,2017-06-30,24.7,22.7,29,69,,,
경기,2017-07-01,24.3,22.7,28,75,,,
경기,2017-07-02,23.6,20.9,27.5,71,,,
경기,2017-07-03,23,20.6,26.3,57,,,
경기,2017-07-04,22.2,21,23.6,81.4,,,
경기,2017-07-05,24.1,22.1,27,95.9,,,
경기,2017-07-06,22.5,20,27.3,69.2,,,
경기,2017-07-07,23.6,19.8,28.5,57.4,,,
경기,2017-07-08,26.8,20.3,33.7,49,,,
경기,2017-07-09,26.8,21.8,32.9,49,,,
경기,2017-07-10,26.6,21.6,33.3,48,,,
경기,2017-07-11,28,23,34.2,42,,,
경기,2017-07-12,25.5,21.3,30.4,65,,,
경기,2017-07-13,25.4,22.2,29.3,53.6,,,
경기,2017-07-14,26.5,23.4,31.4,54,,,
경기,2017-07-15,26.1,23,28.7,52.2,,,
경기,2017-07-16,21.3,20.1,23.5,87,,,
경기,2017-07-17,21.6,20.6,23.2,84,,,
경기,2017-07-18,23.9,20.5,28.9,62,,,
경기,2017-07-19,26.8,19.9,32.8,45,,,
경기,2017-07-20,28.6,23.9,33.2,51,,,
경기,2017-07-21,27.9,24.6,32.1,54,,,
경기,2017-07-22,29.3,25.1,33.9,51,,,
경기,2017-07-23,28.9,26.8,32.1,65,,,
경기,2017-07-24,28.7,26.8,32.5,68,,,
경기,2017-07-25,28.5,25.8,32.5,68,,,
경기,2017-07-26,28.1,24.5,32.7,57.5,,,
경기,2017-07-27,27.6,25.4,29.6,78.3,,,
경기,2017-07-28,27.9,25.4,30.9,57,,,
경기,2017-07-29,25.8,23.6,27.8,83,,,
경기,2017-07-30,28.6,25.8,33.2,57.5,,,
경기,2017-07-31,29,25.9,33.7,55,,,
경기,2017-08-01,28.3,25.7,32.5,64,,,
경기,2017-08-02,27.7,25.4,30.7,68.5,,,
경기,2017-08-03,29.2,24.4,34.7,48,,,
경기,2017-08-04,28.9,24.7,35.1,54,,,
경기,2017-08-05,29.8,25.6,35.6,48,,,
경기,2017-08-06,29.6,25.5,35.4,53,,,
경기,2017-08-07,29.1,25.4,34.9,47,,,
경기,2017-08-08,29.3,24.5,35,53,,,
경기,2017-08-09,29.6,26.4,34.3,57,,,
경기,2017-08-10,29,25.3,34.1,47,,,
경기,2017-08-11,29.6,24.7,35.5,53,,,
경기,2017-08-12,28.9,25,35,57,,,
경기,2017-08-13,29.6,26.2,34.6,46,,,
경기,2017-08-14,29.3,26.1,33.4,59.5,,,
경기,2017-08-15,28.8,25.4,34.1,51,,,
경기,2017-08-16,29,24.2,34.4,42,,,
경기,2017-08-17,29,24.7,34.6,50,,,
경기,2017-08-18,29.6,25.4,35.1,44,,,
경기,2017-08-19,30,26.2,34.2,55,,,
경기,2017-08-20,30.6,27.6,35.4,40,,,
경기,2017-08-21,30.5,27.6,36.5,37.2,,,
경기,2017-08-22,29.3,25.1,35.1,51,,,
경기,2017-08-23,28.9,26.3,33.6,56,,,
경기,2017-08-24,29.2,25.9,33.8,47,,,
경기,2017-08-25,27.9,24,34,47,,,
경기,2017-08-26,22.6,20.2,26.4,49.2,,,
경기,2017-08-27,23.5,17.1,29.1,36,,,
경기,2017-08-28,21.3,18.8,24.3,52,,,
경기,2017-08-29,21.9,17.1,28.6,35,,,
경기,2017-08-30,21,16.1,25.5,48.1,,,
경기,2017-08-31,18.8,16.6,22,64.8,,,
경기,2017-09-01,23.7,16.3,29.8,44.2,,,
경기,2017-09-02,24.1,19.6,29.2,53.2,,,
경기,2017-09-03,24.3,21.1,29.7,56,,,
경기,2017-09-04,26.2,21.4,30.4,58,,,
경기,2017-09-05,26.6,22.7,31.5,52,,,
경기,2017-09-06,24.1,20.2,29,49,,,
경기,2017-09-07,23.8,20.7,28.5,59,,,
경기,2017-09-08,22.7,0,27.1,0,,,
경기,2017-09-09,23.1,20.1,28.2,56.5,,,
경기,2017-09-10,23.5,19.1,28.4,53,,,
경기,2017-09-11,23.9,20.6,27.8,42,,,
경기,2017-09-12,24.5,21.4,28.9,47,,,
경기,2017-09-13,24.3,20.5,29.7,50,,,
경기,2017-09-14,23.6,19.3,28.9,56,,,
경기,2017-09-15,23,18.1,28.4,52,,,
경기,2017-09-16,23.5,19.4,28.2,52,,,
경기,2017-09-17,21.9,19.1,26.6,59,,,
경기,2017-09-18,23.4,20.6,28.8,48,,,
경기,2017-09-19,21.6,17.4,27.3,45,,,
경기,2017-09-20,20.3,15.1,26,32,,,
경기,2017-09-21,19.4,14.1,24.1,38,,,
경기,2017-09-22,21.1,17.3,26.5,38,,,
경기,2017-09-23,20.8,15.4,27.6,39,,,
경기,2017-09-24,21.6,16.1,28.3,39,,,
경기,2017-09-25,21.9,17.2,28.3,46,,,
경기,2017-09-26,23,18.9,27.1,58.2,,,
경기,2017-09-27,21.1,19,23.5,74,,,
경기,2017-09-28,20.4,18.5,23.3,77.5,,,
경기,2017-09-29,20.3,18.4,24,59,,,
경기,2017-09-30,20.1,17.8,23.5,0,,,
경기,2017-10-01,20.3,17.5,24.5,59,,,
경기,2017-10-02,19.1,16.8,21.7,82,,,
경기,2017-10-03,22.7,17.6,28.2,49,,,
경기,2017-10-04,22,13.9,28.9,41,,,
경기,2017-10-05,20.6,17,26.8,49,,,
경기,2017-10-06,17.7,13.6,24,41,,,
경기,2017-10-07,19.1,0,24.7,0,,,
경기,2017-10-08,17.4,11.6,22.7,41,,,
경기,2017-10-09,11.8,7.5,17,34,,,
경기,2017-10-10,12.9,7,21.3,28,,,
경기,2017-10-11,14.7,9.7,21.3,36,,,
경기,2017-10-12,15.3,11.3,20.9,38,,,
경기,2017-10-13,14.2,8.2,21.9,27,,,
경기,2017-10-14,15.5,9,23.6,43,,,
경기,2017-10-15,17.9,11.1,26.8,-856.4,,,
경기,2017-10-16,17,15.4,19.5,59,,,
경기,2017-10-17,17.5,14.3,22.8,54,,,
경기,2017-10-18,15,10.8,21.5,59,,,
경기,2017-10-19,16.7,11.4,24.6,41,,,
경기,2017-10-20,17.4,10.8,25.1,42,,,
경기,2017-10-21,17.6,16.4,19.8,56,,,
경기,2017-10-22,17.8,14.6,21.8,49.4,,,
경기,2017-10-23,13.6,10.1,17.9,54,,,
경기,2017-10-24,15.1,8.1,19.6,44,,,
경기,2017-10-25,13.9,11,19,59.4,,,
경기,2017-10-26,12.5,8.7,16.6,67,,,
경기,2017-10-27,14.5,8.6,19.8,54.6,,,
경기,2017-10-28,14.5,11.2,17.7,49,,,
경기,2017-10-29,8.5,3.9,13,35,,,
경기,2017-10-30,7.1,0,15.5,14,,,
경기,2017-10-31,6.6,1.8,10.2,45.6,,,
경기,2017-11-01,2.4,-1.2,8.1,26,,,
경기,2017-11-02,4.1,-2.7,10.9,30.8,,,
경기,2017-11-03,8.3,3.8,14.8,31,,,
경기,2017-11-04,11.5,4.7,16.5,59.8,,,
경기,2017-11-05,14.2,9.7,20,60,,,
경기,2017-11-06,14.8,11.9,19.1,45,,,
경기,2017-11-07,13.5,8.9,18.6,51,,,
경기,2017-11-08,5.3,0.4,9.2,38,,,
경기,2017-11-09,2.8,-2.3,9.5,23,,,
경기,2017-11-10,6.8,1.1,11.5,43,,,
경기,2017-11-11,8.7,4.6,14.8,34.8,,,
경기,2017-11-12,10.4,3,17.8,34,,,
경기,2017-11-13,13.7,9.7,18.4,66,,,
경기,2017-11-14,13.5,9.9,17.5,64,,,
경기,2017-11-15,6.5,2.7,11.3,29,,,
경기,2017-11-16,5.2,-1.3,12.6,26,,,
경기,2017-11-17,8,2.1,16.5,39,,,
경기,2017-11-18,9.7,2.8,15.4,44,,,
경기,2017-11-19,12.8,10.8,14.8,76.9,,,
경기,2017-11-20,10.6,5.3,16.4,23,,,
경기,2017-11-21,9.5,3.7,13.9,45,,,
경기,2017-11-22,3.5,-1.2,9,29,,,
경기,2017-11-23,-0.2,-3.7,4.4,17.3,,,
경기,2017-11-24,-0.8,-4.6,3.8,23,,,
경기,2017-11-25,1.3,-3.9,7.3,34,,,
경기,2017-11-26,1.1,-2,3.8,43.7,,,
경기,2017-11-27,4.2,0.2,8.3,70,,,
경기,2017-11-28,2.4,-0.8,7.3,33,,,
경기,2017-11-29,1.4,-3.9,8.2,27,,,
경기,2017-11-30,6.2,-1.2,10.5,40.6,,,
경기,2017-12-01,4.9,-0.5,8.9,19.7,,,
경기,2017-12-02,1.5,-4.2,8.7,26,,,
경기,2017-12-03,3.3,-2.8,11.5,43,,,
경기,2017-12-04,4.7,0.4,8.7,48.3,,,
경기,2017-12-05,6.8,1.7,12,45,,,
경기,2017-12-06,-0.5,-3.6,4.9,17,,,
경기,2017-12-07,2.2,-4.4,8.6,47,,,
경기,2017-12-08,2.8,-3.8,7.8,53.6,,,
경기,2017-12-09,2.3,-2.4,6.3,41,,,
경기,2017-12-10,-0.7,-5,5.2,32,,,
경기,2017-12-11,-1.5,-7.2,5.5,26,,,
경기,2017-12-12,2.5,-4.5,8.8,28,,,
경기,2017-12-13,2.6,-1.4,8.7,46,,,
경기,2017-12-14,-0.6,-2.4,1.6,56,,,
경기,2017-12-15,-3.5,-6.2,0.6,28.7,,,
경기,2017-12-16,-3.6,-8.8,1.4,23.3,,,
경기,2017-12-17,3.5,-2.4,10.1,50,,,
경기,2017-12-18,5.2,1.5,8.1,62,,,
경기,2017-12-19,7.4,3.8,12.6,62,,,
경기,2017-12-20,6.1,1.9,14.6,45,,,
경기,2017-12-21,8.3,1.2,13.6,48.4,,,
경기,2017-12-22,6.2,2.7,13.1,78.1,,,
경기,2017-12-23,-1,-2.5,2.7,59.4,,,
경기,2017-12-24,-1.6,-3.7,1.8,53,,,
경기,2017-12-25,1.3,-4.9,7.5,53,,,
경기,2017-12-26,3.3,0.7,5.5,58,,,
경기,2017-12-27,-0.9,-5.7,3,31,,,
경기,2017-12-28,-3.3,-8.5,3.2,31,,,
경기,2017-12-29,-3.1,-5.7,0.3,30.7,,,
경기,2017-12-30,-3.3,-9.5,3.5,40,,,
경기,2017-12-31,0.8,-3.8,5.5,58,,,
