날짜,시도지역코드,발생건수(건)
20170622,경남,1664
20170623,경남,1851
20170624,경남,1772
20170625,경남,1393
20170626,경남,94
20170627,경남,2527
20170628,경남,1810
20170629,경남,1731
20170630,경남,1645
20170701,경남,1920
20170702,경남,1443
20170703,경남,141
20170704,경남,2415
20170705,경남,1653
20170706,경남,1495
20170707,경남,1564
20170708,경남,1698
20170709,경남,1187
20170710,경남,126
20170711,경남,2098
20170712,경남,1566
20170713,경남,1614
20170714,경남,1543
20170715,경남,1667
20170716,경남,1341
20170717,경남,131
20170718,경남,2298
20170719,경남,1638
20170720,경남,1528
20170721,경남,1616
20170722,경남,1731
20170723,경남,1278
20170724,경남,145
20170725,경남,2198
20170726,경남,1707
20170727,경남,1674
20170728,경남,1594
20170729,경남,1652
20170730,경남,1133
20170731,경남,118
20170801,경남,2089
20170802,경남,1395
20170803,경남,1442
20170804,경남,1364
20170805,경남,1601
20170806,경남,1073
20170807,경남,120
20170808,경남,2012
20170809,경남,1579
20170810,경남,1382
20170811,경남,1478
20170812,경남,1510
20170813,경남,1113
20170814,경남,127
20170815,경남,368
20170816,경남,2229
20170817,경남,1482
20170818,경남,1494
20170819,경남,1733
20170820,경남,1321
20170821,경남,146
20170822,경남,2340
20170823,경남,1722
20170824,경남,1555
20170825,경남,1656
20170826,경남,1840
20170827,경남,1586
20170828,경남,146
20170829,경남,2850
20170830,경남,1847
20170831,경남,1953
20170901,경남,2198
20170902,경남,1784
20170903,경남,1683
20170904,경남,200
20170905,경남,2709
20170906,경남,1899
20170907,경남,1912
20170908,경남,1980
20170909,경남,2302
20170910,경남,1962
20170911,경남,221
20170912,경남,3583
20170913,경남,3289
20170914,경남,620
20170915,경남,77
20170916,경남,349
20170917,경남,1920
20170918,경남,260
20170919,경남,3983
20170920,경남,2637
20170921,경남,2472
20170922,경남,2577
20170923,경남,2562
20170924,경남,2156
20170925,경남,151
20170926,경남,3430
20170927,경남,2300
20170928,경남,2029
20170929,경남,2452
20170930,경남,2628
20171001,경남,2615
20171002,경남,224
20171003,경남,844
20171004,경남,3557
20171005,경남,2011
20171006,경남,2523
20171007,경남,2651
20171008,경남,2129
20171009,경남,258
20171010,경남,3590
20171011,경남,2579
20171012,경남,2430
20171013,경남,2485
20171014,경남,2692
20171015,경남,2208
20171016,경남,246
20171017,경남,3683
20171018,경남,2565
20171019,경남,2510
20171020,경남,2585
20171021,경남,2886
20171022,경남,2383
20171023,경남,283
20171024,경남,3918
20171025,경남,2797
20171026,경남,2759
20171027,경남,2759
20171028,경남,2810
20171029,경남,2406
20171030,경남,207
20171031,경남,4004
20171101,경남,3103
20171102,경남,2757
20171103,경남,2772
20171104,경남,3134
20171105,경남,2484
20171106,경남,323
20171107,경남,4003
20171108,경남,2947
20171109,경남,2731
20171110,경남,2645
20171111,경남,3041
20171112,경남,2430
20171113,경남,251
20171114,경남,3944
20171115,경남,2880
20171116,경남,2761
20171117,경남,2735
20171118,경남,2795
20171119,경남,2400
20171120,경남,238
20171121,경남,3977
20171122,경남,2928
20171123,경남,2795
20171124,경남,2630
20171125,경남,3112
20171126,경남,2313
20171127,경남,279
20171128,경남,3873
20171129,경남,2679
20171130,경남,2637
20171201,경남,2914
20171202,경남,2860
20171203,경남,2248
20171204,경남,249
20171205,경남,3759
20171206,경남,2699
20171207,경남,2659
20171208,경남,2585
20171209,경남,2899
20171210,경남,2304
20171211,경남,214
20171212,경남,3932
20171213,경남,2758
20171214,경남,2705
20171215,경남,2672
20171216,경남,3031
20171217,경남,2518
20171218,경남,232
20171219,경남,3915
20171220,경남,3115
20171221,경남,2882
20171222,경남,3028
20171223,경남,3251
20171224,경남,2470
20171225,경남,171
20171226,경남,4128
20171227,경남,3300
20171228,경남,3098
20171229,경남,3160
20171230,경남,3406
20171231,경남,2487
