지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),최소 상대습도(%),최저기온위험지수,일교차위험지수,습도위험지수
184,2017-04-26,18.2,14,24.2,43,,,
184,2017-04-27,14.3,13.1,16,90,,,
184,2017-04-28,13.9,12.7,15.9,65,,,
184,2017-04-29,14.9,11.3,19,42,,,
184,2017-04-30,17,11.8,22.1,33,,,
184,2017-05-01,18.4,14.2,22.4,40,,,
184,2017-05-02,21.3,16.5,25.7,44,,,
184,2017-05-03,18.4,15,24.3,51,,,
184,2017-05-04,20.8,16.3,25.7,21,,,
184,2017-05-05,18.8,15.6,23.1,32,,,
184,2017-05-06,18.6,15.8,23.1,76.6,,,
184,2017-05-07,17.7,13.8,21.2,32.1,,,
184,2017-05-08,18.1,14.9,23.8,36,,,
184,2017-05-09,15.4,14.7,16.6,85,,,
184,2017-05-10,14.6,13.3,15.8,88,,,
184,2017-05-11,15.7,13.4,18.9,69,,,
184,2017-05-12,17.1,14.1,21.3,65,,,
184,2017-05-13,16.7,14.8,19.6,68,,,
184,2017-05-14,18.3,15.9,22,62,,,
184,2017-05-15,21.5,14.2,30.4,44,,,
184,2017-05-16,15.6,11.8,19.5,37,,,
184,2017-05-17,19.5,14.5,24,17,,,
184,2017-05-18,19.6,15.3,24,34,,,
184,2017-05-19,19.8,16.8,24.8,47,,,
184,2017-05-20,19.9,15.4,24,46,,,
184,2017-05-21,20.8,18.2,23.8,46,,,
184,2017-05-22,21,18.7,23.3,53,,,
184,2017-05-23,23.1,19.6,28,33.9,,,
184,2017-05-24,18.6,16.6,22.5,67,,,
184,2017-05-25,19,15.7,22.3,59,,,
184,2017-05-26,20.7,17.7,23.6,53,,,
184,2017-05-27,19.3,17.5,23,61,,,
184,2017-05-28,18.6,17.1,22.2,60,,,
184,2017-05-29,17.5,16.4,19.8,76,,,
184,2017-05-30,20.3,15.7,24.9,57,,,
184,2017-05-31,20.7,17.2,25.3,38,,,
184,2017-06-01,20,17.9,22.3,48,,,
184,2017-06-02,20,16.7,23.4,40,,,
184,2017-06-03,22.8,17.1,28.8,27,,,
184,2017-06-04,18.6,17.1,23.8,62,,,
184,2017-06-05,19.8,17.2,21.8,66,,,
184,2017-06-06,18.6,17.8,20.1,85,,,
184,2017-06-07,20,18.8,23.9,77,,,
184,2017-06-08,20,18.8,22.1,84,,,
184,2017-06-09,20.8,19.4,23.9,69,,,
184,2017-06-10,23.2,19.1,27.1,58,,,
184,2017-06-11,24,20.3,29.3,64,,,
184,2017-06-12,22.5,20.2,24.7,85,,,
184,2017-06-13,21.8,20.2,24.8,74,,,
184,2017-06-14,21.8,19.8,25.1,65.9,,,
184,2017-06-15,23.3,19.8,26.5,55,,,
184,2017-06-16,21.8,20.5,24,75,,,
184,2017-06-17,22.4,19.7,25.9,63,,,
184,2017-06-18,22.9,19.9,25.3,66,,,
184,2017-06-19,24.8,23,28.2,71,,,
184,2017-06-20,23.9,22.3,26.5,84,,,
184,2017-06-21,23.9,21.4,26.3,77,,,
184,2017-06-22,23.8,21.3,27,84,,,
184,2017-06-23,24.8,21.4,29.2,67,,,
184,2017-06-24,24.9,22.2,30.2,62.9,,,
184,2017-06-25,23.5,21.7,27.6,48,,,
184,2017-06-26,24,21.9,27.1,63,,,
184,2017-06-27,20.4,18.3,22.5,62,,,
184,2017-06-28,21,19.1,23.4,70,,,
184,2017-06-29,22.2,20.1,25.1,84,,,
184,2017-06-30,24.9,21.4,28.4,65,,,
184,2017-07-01,27.3,23.4,29.6,66,,,
184,2017-07-02,25.2,22.5,29.6,67.6,,,
184,2017-07-03,23.7,22.3,28.8,77,,,
184,2017-07-04,29.1,24.5,34,52.7,,,
184,2017-07-05,30.8,26.2,34.4,50.4,,,
184,2017-07-06,28.1,25.1,32.5,58.9,,,
184,2017-07-07,26.9,24.1,32.5,59.1,,,
184,2017-07-08,25.6,24,27.2,76,,,
184,2017-07-09,25,22.7,28.4,65,,,
184,2017-07-10,24.2,22.5,25.7,75,,,
184,2017-07-11,23.9,22.9,25.1,82,,,
184,2017-07-12,24.6,22.5,27.2,90,,,
184,2017-07-13,26.6,25.1,30.1,79.4,,,
184,2017-07-14,25.9,23.9,29.1,62,,,
184,2017-07-15,26.7,22.8,30.8,56.7,,,
184,2017-07-16,26.3,24.3,30.9,68,,,
184,2017-07-17,25.6,24.1,28.8,62,,,
184,2017-07-18,25.4,23.6,27.7,65,,,
184,2017-07-19,28,25,31.9,51,,,
184,2017-07-20,28,26.2,31.7,63,,,
184,2017-07-21,28.5,26,31.3,63,,,
184,2017-07-22,28.4,25.9,31.6,66,,,
184,2017-07-23,28.5,25.9,32.4,62,,,
184,2017-07-24,28.5,26,30.9,66.1,,,
184,2017-07-25,28.6,26.1,31.3,69,,,
184,2017-07-26,29.1,27,31.9,67.7,,,
184,2017-07-27,29.8,27.4,33.1,64.7,,,
184,2017-07-28,30.1,28.2,35.5,52,,,
184,2017-07-29,30.1,28.2,32.6,64.9,,,
184,2017-07-30,30.4,28.4,34,57.7,,,
184,2017-07-31,29.6,27.8,31.9,63,,,
184,2017-08-01,29.6,27.3,32.6,61,,,
184,2017-08-02,29.2,27.3,31.8,65.9,,,
184,2017-08-03,27.8,25.7,29.5,70,,,
184,2017-08-04,28.8,26.6,33.2,55,,,
184,2017-08-05,28.4,26.5,31.2,72,,,
184,2017-08-06,28.7,26.4,32.5,65,,,
184,2017-08-07,29,25.9,33.9,60,,,
184,2017-08-08,29.1,26.9,32.2,54,,,
184,2017-08-09,29.3,27.1,31.4,64,,,
184,2017-08-10,29.1,27.6,31.9,60,,,
184,2017-08-11,30.2,26.9,33.1,60,,,
184,2017-08-12,30.5,27.8,34.4,57,,,
184,2017-08-13,30.5,27.8,33.8,54,,,
184,2017-08-14,30.6,27.8,33.9,57.3,,,
184,2017-08-15,30.5,28,33.8,56,,,
184,2017-08-16,30,27.2,33.1,54,,,
184,2017-08-17,29,25.5,33.2,53,,,
184,2017-08-18,29.6,27.1,31.9,62,,,
184,2017-08-19,28.7,26.9,31.4,68,,,
184,2017-08-20,28.8,26.6,31.8,60,,,
184,2017-08-21,28.7,26.3,31.3,59.9,,,
184,2017-08-22,29.4,27.9,31.6,65,,,
184,2017-08-23,29,27.1,31.2,61,,,
184,2017-08-24,28,26.4,29.8,67,,,
184,2017-08-25,28.1,26.5,30.6,66,,,
184,2017-08-26,28.2,26,31.7,56.9,,,
184,2017-08-27,24.7,22.4,26.3,71,,,
184,2017-08-28,22.8,19.9,25.3,62,,,
184,2017-08-29,24.1,22.2,27.3,48,,,
184,2017-08-30,25.3,22.9,28,50,,,
184,2017-08-31,26.4,23.5,29.8,44,,,
184,2017-09-01,27.1,21.7,33,40.9,,,
184,2017-09-02,23.2,21.9,24.5,86.7,,,
184,2017-09-03,24.5,22.6,26.7,75,,,
184,2017-09-04,26.3,24.1,28.8,66,,,
184,2017-09-05,26.1,24.5,29.2,59.6,,,
184,2017-09-06,24.9,23.1,27.1,50,,,
184,2017-09-07,24.5,23.2,26.7,52,,,
184,2017-09-08,25,21.7,27.8,51.7,,,
184,2017-09-09,25.1,23.1,28.1,57.7,,,
184,2017-09-10,24.1,21.9,26.6,59,,,
184,2017-09-11,24.7,22.9,26.9,64,,,
184,2017-09-12,23,20.8,24.9,70,,,
184,2017-09-13,24.4,21.4,27,65,,,
184,2017-09-14,23.6,22.4,26.3,70,,,
184,2017-09-15,24.2,22.4,27,56,,,
184,2017-09-16,24.8,22.9,26.4,67,,,
184,2017-09-17,26.8,24.7,30.2,66,,,
184,2017-09-18,24.1,21.6,27,80,,,
184,2017-09-19,22,20.7,22.9,67,,,
184,2017-09-20,22.4,20.7,24.6,49,,,
184,2017-09-21,22,19.6,24.6,56,,,
184,2017-09-22,22,19.8,24.8,60,,,
184,2017-09-23,22,18.9,24.9,66,,,
184,2017-09-24,22.8,20.6,25,69,,,
184,2017-09-25,23.4,20.6,25.1,68,,,
184,2017-09-26,24.2,23.5,25.6,88.6,,,
184,2017-09-27,25,22.9,28.2,78,,,
184,2017-09-28,23.1,22.2,24.7,93.1,,,
184,2017-09-29,21.6,20.5,22.7,92,,,
184,2017-09-30,21.1,20.4,22.2,90.2,,,
184,2017-10-01,22.7,21.5,25.3,86,,,
184,2017-10-02,26.5,21.7,32.1,60,,,
184,2017-10-03,25.7,23.6,29.3,70,,,
184,2017-10-04,23.8,21.8,26.5,80,,,
184,2017-10-05,22.6,20.4,26.5,69,,,
184,2017-10-06,21.9,19.9,24.7,50,,,
184,2017-10-07,22.8,21.3,25,74.3,,,
184,2017-10-08,21.8,17.3,26.6,60,,,
184,2017-10-09,17.5,15.8,19.5,39,,,
184,2017-10-10,18.5,15.6,21.4,47,,,
184,2017-10-11,19,17.5,20.8,49,,,
184,2017-10-12,19.6,17.4,21.9,55,,,
184,2017-10-13,19.9,18.2,22.3,63,,,
184,2017-10-14,20.6,18.7,24,57,,,
184,2017-10-15,20.5,17.9,24.5,55.3,,,
184,2017-10-16,21.8,19.8,23.6,63,,,
184,2017-10-17,21.6,19.4,24.4,61,,,
184,2017-10-18,20.7,19.2,22.3,69,,,
184,2017-10-19,21.1,19.9,23,72,,,
184,2017-10-20,20.3,18.3,21.3,68,,,
184,2017-10-21,19.6,18.7,21.3,74,,,
184,2017-10-22,18.8,18.3,19.3,86,,,
184,2017-10-23,19.1,17.4,21.9,66,,,
184,2017-10-24,19,17.2,21.7,64,,,
184,2017-10-25,19.8,17,25.9,56.8,,,
184,2017-10-26,17.3,15.1,20.8,56,,,
184,2017-10-27,19.4,15.5,23.2,63.1,,,
184,2017-10-28,18.7,16.6,21.7,65,,,
184,2017-10-29,14.8,13,17,54,,,
184,2017-10-30,14.1,12.2,16.6,33,,,
184,2017-10-31,14.7,13.5,16.8,47.6,,,
184,2017-11-01,10.9,9.8,13.7,49,,,
184,2017-11-02,11.5,9.3,14,47,,,
184,2017-11-03,13.7,10.6,17.7,55,,,
184,2017-11-04,14.5,10.8,19.5,49.9,,,
184,2017-11-05,16.8,11.6,22.9,48,,,
184,2017-11-06,17.4,13.3,21.3,60,,,
184,2017-11-07,18.1,15.8,21.7,50,,,
184,2017-11-08,12.6,10.5,17.7,56,,,
184,2017-11-09,10.6,7.8,12.3,32,,,
184,2017-11-10,13.1,10.9,15.2,61,,,
184,2017-11-11,14.5,11.3,18.3,44.1,,,
184,2017-11-12,15.5,9.7,20.2,33,,,
184,2017-11-13,17.4,14.5,21.9,64.4,,,
184,2017-11-14,18.7,16.7,23.2,80,,,
184,2017-11-15,13.8,10.3,16.8,49,,,
184,2017-11-16,13,8.4,16.6,53,,,
184,2017-11-17,15.8,11.8,19.6,53,,,
184,2017-11-18,19.3,15.5,22.6,44,,,
184,2017-11-19,17.9,17.3,20.4,80.8,,,
184,2017-11-20,16.7,15.2,17.8,75,,,
184,2017-11-21,17.4,15.9,19.4,78,,,
184,2017-11-22,11.4,8.3,16.9,59,,,
184,2017-11-23,8.4,7.5,10.6,45.8,,,
184,2017-11-24,7.5,6.7,8.8,47,,,
184,2017-11-25,9.3,7.4,11.7,46,,,
184,2017-11-26,10.6,7.2,13.7,59.2,,,
184,2017-11-27,11.6,10.3,12.9,49,,,
184,2017-11-28,10.1,8.6,11.7,46,,,
184,2017-11-29,9.8,8,12,41,,,
184,2017-11-30,13,10.1,16.4,62.1,,,
184,2017-12-01,11.8,8.5,13.9,44.1,,,
184,2017-12-02,8.5,6.2,11.6,46.9,,,
184,2017-12-03,9.5,5.9,14.1,53,,,
184,2017-12-04,12,8.1,14.5,56.2,,,
184,2017-12-05,13.2,10.8,16,56,,,
184,2017-12-06,7.4,4.7,10.9,52,,,
184,2017-12-07,10,4.7,13.9,49,,,
184,2017-12-08,11.1,6.7,14.9,50.6,,,
184,2017-12-09,10.3,7.1,14.4,53,,,
184,2017-12-10,7.9,6.6,10.3,35,,,
184,2017-12-11,8.3,3.3,11.3,34,,,
184,2017-12-12,12.8,7.9,16.4,33,,,
184,2017-12-13,12,9,14.4,63,,,
184,2017-12-14,6.8,5.7,9.1,51,,,
184,2017-12-15,5.3,3.7,6.4,47.3,,,
184,2017-12-16,5.1,3.1,6.4,49.6,,,
184,2017-12-17,7.8,4.4,11.7,53,,,
184,2017-12-18,11.6,5.5,16.8,52,,,
184,2017-12-19,14.7,12.1,16.9,66,,,
184,2017-12-20,13.3,11.5,14.9,69,,,
184,2017-12-21,18.5,13.9,22.3,65.9,,,
184,2017-12-22,11.1,9,21.6,58.9,,,
184,2017-12-23,7.4,6.1,9.2,50.3,,,
184,2017-12-24,6.9,5.9,8,55,,,
184,2017-12-25,10,5.8,14.5,52,,,
184,2017-12-26,12.1,8.5,16.7,84,,,
184,2017-12-27,6.2,3.8,9.1,52,,,
184,2017-12-28,5.5,3.9,7.9,44,,,
184,2017-12-29,5.4,4,7.6,41.7,,,
184,2017-12-30,5,3.6,7.7,37,,,
184,2017-12-31,7,3.4,10,51,,,
