지점,일시,평균기온(°C),최저기온(°C),최고기온(°C),최소 상대습도(%),최저기온위험지수,일교차위험지수,습도위험지수
279,2017-08-02,26.8,23,30.9,67.8,,,
279,2017-08-03,26.4,22.3,32.7,56,,,
279,2017-08-04,28.4,23.4,33.6,54,,,
279,2017-08-05,28.7,23.7,34.5,51,,,
279,2017-08-06,29.1,24,35.1,47,,,
279,2017-08-07,29.8,24.3,35.8,48,,,
279,2017-08-08,28.4,23.9,36.3,47,,,
279,2017-08-09,27.4,23.4,32.7,63,,,
279,2017-08-10,28.9,23.6,35.4,52,,,
279,2017-08-11,30,24.2,36.2,44,,,
279,2017-08-12,30.6,24.9,36.6,43,,,
279,2017-08-13,30.5,25,36.3,43,,,
279,2017-08-14,30.3,25.2,35.2,53.2,,,
279,2017-08-15,29.8,25.4,35.3,41,,,
279,2017-08-16,28.7,25.7,33.4,54,,,
279,2017-08-17,29.1,24.5,35.2,40,,,
279,2017-08-18,29.2,23.7,35,46,,,
279,2017-08-19,29.7,23.5,35.7,38,,,
279,2017-08-20,28.2,22.8,35.1,42,,,
279,2017-08-21,28.3,21.7,35.2,43.7,,,
279,2017-08-22,28.9,22.5,35.4,42,,,
279,2017-08-23,28,24,33.5,50,,,
279,2017-08-24,28.5,23,35.2,37,,,
279,2017-08-25,28.2,20.4,36.3,29,,,
279,2017-08-26,20.9,18.3,28.1,69.5,,,
279,2017-08-27,21.7,16.7,28.6,43,,,
279,2017-08-28,19.1,17.9,20.7,87,,,
279,2017-08-29,21.1,17,26,43,,,
279,2017-08-30,21.1,16.4,25.6,50.4,,,
279,2017-08-31,22.6,17.8,26.9,43.7,,,
279,2017-09-01,25.9,21,30.8,44.5,,,
279,2017-09-02,20.1,19.3,22.9,93.4,,,
279,2017-09-03,21.8,19.4,24.5,94,,,
279,2017-09-04,25.1,21.8,30.4,69,,,
279,2017-09-05,23.9,21.6,27.4,83,,,
279,2017-09-06,23.8,21,28.1,60,,,
279,2017-09-07,23.5,19.1,29.2,49,,,
279,2017-09-08,22.7,17.3,28.9,51.9,,,
279,2017-09-09,23.3,19,28.5,56.9,,,
279,2017-09-10,22.9,20.5,27.2,75,,,
279,2017-09-11,22.7,20.1,27.5,66,,,
279,2017-09-12,21.2,18.5,24.8,75,,,
279,2017-09-13,21.7,17.1,27.8,52,,,
279,2017-09-14,21.9,17.5,27.6,62,,,
279,2017-09-15,22.3,18.3,28.2,45,,,
279,2017-09-16,21.8,20.2,24.7,93,,,
279,2017-09-17,20,19.3,20.7,99,,,
279,2017-09-18,18.8,17.4,20.1,88,,,
279,2017-09-19,19.5,17.5,22.1,65,,,
279,2017-09-20,18.4,13.3,24.7,43,,,
279,2017-09-21,18.3,11.7,24.6,51,,,
279,2017-09-22,18.4,16,22.4,73,,,
279,2017-09-23,20.2,15.1,26.2,52,,,
279,2017-09-24,20.4,16.1,27.2,51,,,
279,2017-09-25,20,16.1,25.3,69,,,
279,2017-09-26,20.8,17.1,24,77.6,,,
279,2017-09-27,23.9,20.9,28.5,78,,,
279,2017-09-28,22.4,20.3,25.7,74.6,,,
279,2017-09-29,18.6,16.8,20.5,79,,,
279,2017-09-30,16.6,15.6,17.3,98,,,
279,2017-10-01,17.7,15.5,19.4,96,,,
279,2017-10-02,21.6,18.1,25.4,78,,,
279,2017-10-03,22.6,19.8,26,89,,,
279,2017-10-04,21.3,18.3,26.8,58,,,
279,2017-10-05,18.7,16.6,22.6,86,,,
279,2017-10-06,18.7,15,25.3,43,,,
279,2017-10-07,17.9,14.4,22.4,61.4,,,
279,2017-10-08,17.2,14.1,21.5,70,,,
279,2017-10-09,13.5,9.6,18.1,35,,,
279,2017-10-10,13.8,8.9,18.9,53,,,
279,2017-10-11,15,11.3,21.1,46,,,
279,2017-10-12,15.5,11.3,21.9,32,,,
279,2017-10-13,14.7,11.3,19.7,54,,,
279,2017-10-14,14.3,8.4,22.5,44,,,
279,2017-10-15,15.2,9.5,22.4,53.8,,,
279,2017-10-16,15.3,13.2,18,91,,,
279,2017-10-17,17.7,14.3,23.2,66,,,
279,2017-10-18,16.7,11.7,22.2,67,,,
279,2017-10-19,16.6,13.8,23.5,57,,,
279,2017-10-20,17.1,11,22.6,52,,,
279,2017-10-21,16.4,14.7,18.6,67.6,,,
279,2017-10-22,15.9,13.7,20.1,66.6,,,
279,2017-10-23,14.1,11.1,15.9,73,,,
279,2017-10-24,14.4,9.4,19.3,49,,,
279,2017-10-25,14.7,12.6,18.6,67.7,,,
279,2017-10-26,13.4,9.2,18,73,,,
279,2017-10-27,13.5,8.2,17.8,70,,,
279,2017-10-28,14,12.9,15.4,84,,,
279,2017-10-29,11.9,9.1,14.1,70,,,
279,2017-10-30,8.5,4.5,15.6,18,,,
279,2017-10-31,8.6,4.8,11.1,61.5,,,
279,2017-11-01,5.3,1.7,10.5,20,,,
279,2017-11-02,5.7,0.7,12.5,19.3,,,
279,2017-11-03,7.2,1.3,14.5,49,,,
279,2017-11-04,7.8,1.5,17,34.1,,,
279,2017-11-05,11.2,2.9,20.8,48,,,
279,2017-11-06,12.3,8.1,14.9,70,,,
279,2017-11-07,13.4,9.5,17.9,54,,,
279,2017-11-08,9.6,4.4,13.3,35,,,
279,2017-11-09,5,1,11.4,24,,,
279,2017-11-10,7.9,3.1,13.3,54,,,
279,2017-11-11,9.3,4.7,15.8,37.7,,,
279,2017-11-12,7.8,2.3,16.3,47,,,
279,2017-11-13,9.7,2.9,17.3,59.7,,,
279,2017-11-14,13.3,8.2,18.6,77,,,
279,2017-11-15,11.1,4.5,16.6,12,,,
279,2017-11-16,7.4,-0.4,15,14,,,
279,2017-11-17,9.1,4.8,15.4,36,,,
279,2017-11-18,8.5,2.2,13.7,66,,,
279,2017-11-19,12.6,10,14.8,95,,,
279,2017-11-20,13.3,8.1,18.5,36,,,
279,2017-11-21,11.5,7.5,15.6,62,,,
279,2017-11-22,8,4,10.8,33,,,
279,2017-11-23,5,0.9,10.4,15.6,,,
279,2017-11-24,1.5,-2.2,5.9,20,,,
279,2017-11-25,2.5,-2.2,8.9,34,,,
279,2017-11-26,-0.2,-3.5,3.3,65.5,,,
279,2017-11-27,2.1,0.5,4,98,,,
279,2017-11-28,3.8,0.1,8.6,37.6,,,
279,2017-11-29,3.8,-0.3,9.9,26,,,
279,2017-11-30,6.1,3.1,9.9,55.2,,,
279,2017-12-01,7.2,1.3,12,12.8,,,
279,2017-12-02,4.1,-0.4,10,20,,,
279,2017-12-03,3.6,-3.1,11,33,,,
279,2017-12-04,3.5,0,8,61.7,,,
279,2017-12-05,8.4,1.4,15.7,41,,,
279,2017-12-06,2.5,-2.9,7.8,19,,,
279,2017-12-07,-1.3,-5.2,2.4,56,,,
279,2017-12-08,2.2,-4.3,9,48.6,,,
279,2017-12-09,5.2,0.2,9.7,38,,,
279,2017-12-10,2,-3.8,8.4,15,,,
279,2017-12-11,0.1,-5.2,7.2,21,,,
279,2017-12-12,3.2,-3.9,9.3,33,,,
279,2017-12-13,6.3,1.7,10.4,51,,,
279,2017-12-14,3.3,0.4,6.5,52,,,
279,2017-12-15,0.3,-3.3,4.3,22.6,,,
279,2017-12-16,-0.6,-4.6,3.4,11,,,
279,2017-12-17,4,-0.5,11,41,,,
279,2017-12-18,3.1,-3.3,10,47,,,
279,2017-12-19,5.7,3.4,6.8,84,,,
279,2017-12-20,6.4,2.1,9.6,85,,,
279,2017-12-21,,2.6,19.8,88.7,,,
279,2017-12-22,9.4,5.6,13.7,58.4,,,
279,2017-12-23,3,0.6,5.8,59.2,,,
279,2017-12-24,0.4,-2.5,4,54,,,
279,2017-12-25,2.2,-3.4,8.2,57,,,
279,2017-12-26,4.6,3.3,5.4,90,,,
279,2017-12-27,2.6,-2,6.3,25,,,
279,2017-12-28,-0.6,-6.1,5.1,32,,,
279,2017-12-29,0,-3.7,3,18.7,,,
279,2017-12-30,-0.4,-4.9,5.2,24,,,
279,2017-12-31,1.3,-3,7.1,55,,,
