지점,날짜,O3
경북,20160602,0.031
경북,20160603,0.046
경북,20160604,0.029
경북,20160605,0.03
경북,20160606,0.029
경북,20160607,0.019
경북,20160608,0.015
경북,20160609,0.041
경북,20160610,0.039
경북,20160611,0.029
경북,20160612,0.008
경북,20160613,0.032
경북,20160614,0.037
경북,20160615,0.029
경북,20160616,0.04
경북,20160617,0.062
경북,20160618,0.048
경북,20160619,0.049
경북,20160620,0.039
경북,20160621,0.043
경북,20160622,0.025
경북,20160623,0.036
경북,20160624,0.031
경북,20160625,0.052
경북,20160626,0.054
경북,20160627,0.035
경북,20160628,0.039
경북,20160629,0.037
경북,20160630,0.032
경북,20160701,0.015
경북,20160702,0.018
경북,20160703,0.026
경북,20160704,0.021
경북,20160705,0.013
경북,20160706,0.012
경북,20160707,0.015
경북,20160708,0.029
경북,20160709,0.033
경북,20160710,0.034
경북,20160711,0.016
경북,20160712,
경북,20160713,
경북,20160714,
경북,20160715,
경북,20160716,
경북,20160717,
경북,20160718,
경북,20160719,
경북,20160720,
경북,20160721,
경북,20160722,
경북,20160723,
경북,20160724,
경북,20160725,
경북,20160726,
경북,20160727,
경북,20160728,
경북,20160729,
경북,20160730,
경북,20160731,
경북,20160801,
경북,20160802,
경북,20160803,
경북,20160804,
경북,20160805,
경북,20160806,
경북,20160807,
경북,20160808,
경북,20160809,
경북,20160810,
경북,20160811,
경북,20160812,
경북,20160813,
경북,20160814,
경북,20160815,
경북,20160816,
경북,20160817,
경북,20160818,
경북,20160819,
경북,20160820,
경북,20160821,
경북,20160822,
경북,20160823,
경북,20160824,
경북,20160825,
경북,20160826,
경북,20160827,
경북,20160828,
경북,20160829,
경북,20160830,
경북,20160831,
경북,20160901,0.083
경북,20160902,0.039
경북,20160903,0.026
경북,20160904,0.022
경북,20160905,0.011
경북,20160906,0.023
경북,20160907,0.029
경북,20160908,0.035
경북,20160909,0.039
경북,20160910,0.032
경북,20160911,0.026
경북,20160912,0.015
경북,20160913,0.025
경북,20160914,0.027
경북,20160915,0.029
경북,20160916,0.021
경북,20160917,0.024
경북,20160918,0.03
경북,20160919,0.02
경북,20160920,0.026
경북,20160921,0.023
경북,20160922,0.016
경북,20160923,0.021
경북,20160924,0.028
경북,20160925,0.022
경북,20160926,0.011
경북,20160927,0.018
경북,20160928,0.017
경북,20160929,0.014
경북,20160930,0.005
경북,20161001,0.015
경북,20161002,0.022
경북,20161003,0.016
경북,20161004,0.027
경북,20161005,0.028
경북,20161006,0.03
경북,20161007,0.022
경북,20161008,0.032
경북,20161009,0.038
경북,20161010,0.022
경북,20161011,0.027
경북,20161012,0.029
경북,20161013,0.022
경북,20161014,0.022
경북,20161015,0.024
경북,20161016,0.021
경북,20161017,0.023
경북,20161018,0.023
경북,20161019,0.022
경북,20161020,0.032
경북,20161021,0.03
경북,20161022,0.023
경북,20161023,0.031
경북,20161024,0.027
경북,20161025,0.018
경북,20161026,0.016
경북,20161027,0.016
경북,20161028,0.022
경북,20161029,0.028
경북,20161030,0.026
경북,20161031,0.012
경북,20161101,0.028
경북,20161102,0.021
경북,20161103,0.017
경북,20161104,0.017
경북,20161105,0.022
경북,20161106,0.026
경북,20161107,0.03
경북,20161108,0.031
경북,20161109,0.025
경북,20161110,0.014
경북,20161111,0.019
경북,20161112,0.015
경북,20161113,0.014
경북,20161114,0.013
경북,20161115,0.027
경북,20161116,0.019
경북,20161117,0.017
경북,20161118,0.015
경북,20161119,0.012
경북,20161120,0.026
경북,20161121,0.013
경북,20161122,0.024
경북,20161123,0.022
경북,20161124,0.025
경북,20161125,0.017
경북,20161126,0.008
경북,20161127,0.01
경북,20161128,0.018
경북,20161129,0.015
경북,20161130,0.009
경북,20161201,0.028
경북,20161202,0.02
경북,20161203,0.012
경북,20161204,0.009
경북,20161205,0.027
경북,20161206,0.023
경북,20161207,0.008
경북,20161208,0.011
경북,20161209,0.021
경북,20161210,0.016
경북,20161211,0.014
경북,20161212,0.01
경북,20161213,0.012
경북,20161214,0.02
경북,20161215,0.024
경북,20161216,0.023
경북,20161217,0.017
경북,20161218,0.017
경북,20161219,0.009
경북,20161220,0.013
경북,20161221,0.009
경북,20161222,0.026
경북,20161223,0.031
경북,20161224,0.017
경북,20161225,0.013
경북,20161226,0.013
경북,20161227,0.028
경북,20161228,0.014
경북,20161229,0.017
경북,20161230,0.016
경북,20161231,0.012
경북,20170101,0.013
경북,20170102,0.015
경북,20170103,0.022
경북,20170104,0.018
경북,20170105,0.01
경북,20170106,0.018
경북,20170107,0.01
경북,20170108,0.018
경북,20170109,0.033
경북,20170110,0.031
경북,20170111,0.025
경북,20170112,0.019
경북,20170113,0.024
경북,20170114,0.026
경북,20170115,0.022
경북,20170116,0.014
경북,20170117,0.007
경북,20170118,0.015
경북,20170119,0.012
경북,20170120,0.021
경북,20170121,0.016
경북,20170122,0.032
경북,20170123,0.027
경북,20170124,0.015
경북,20170125,0.016
경북,20170126,0.01
경북,20170127,0.025
경북,20170128,0.019
경북,20170129,0.012
경북,20170130,0.031
경북,20170131,0.017
경북,20170201,0.022
경북,20170202,0.026
경북,20170203,0.023
경북,20170204,0.018
경북,20170205,0.026
경북,20170206,0.036
경북,20170207,0.017
경북,20170208,0.02
경북,20170209,0.038
경북,20170210,0.035
경북,20170211,0.029
경북,20170212,0.028
경북,20170213,0.027
경북,20170214,0.023
경북,20170215,0.02
경북,20170216,0.025
경북,20170217,0.031
경북,20170218,0.036
경북,20170219,0.028
경북,20170220,0.032
경북,20170221,0.023
경북,20170222,0.018
경북,20170223,0.037
경북,20170224,0.035
경북,20170225,0.029
경북,20170226,0.033
경북,20170227,0.026
경북,20170228,0.025
경북,20170301,0.025
경북,20170302,0.042
경북,20170303,0.029
경북,20170304,0.029
경북,20170305,0.035
경북,20170306,0.046
경북,20170307,0.041
경북,20170308,0.046
경북,20170309,0.052
경북,20170310,0.038
경북,20170311,0.034
경북,20170312,0.055
경북,20170313,0.063
경북,20170314,0.047
경북,20170315,0.04
경북,20170316,0.039
경북,20170317,0.043
경북,20170318,0.04
경북,20170319,0.054
경북,20170320,0.043
경북,20170321,0.046
경북,20170322,0.037
경북,20170323,0.047
경북,20170324,0.049
경북,20170325,0.041
경북,20170326,0.048
경북,20170327,0.05
경북,20170328,0.035
경북,20170329,0.048
경북,20170330,0.049
경북,20170331,0.051
경북,20170401,0.043
경북,20170402,0.048
경북,20170403,0.061
경북,20170404,0.054
경북,20170405,0.047
경북,20170406,0.037
경북,20170407,0.042
경북,20170408,0.054
경북,20170409,0.055
경북,20170410,0.047
경북,20170411,0.053
경북,20170412,0.049
경북,20170413,0.056
경북,20170414,0.049
경북,20170415,0.05
경북,20170416,0.044
경북,20170417,0.032
경북,20170418,0.041
경북,20170419,0.047
경북,20170420,0.039
경북,20170421,0.041
경북,20170422,0.047
경북,20170423,0.053
경북,20170424,0.049
경북,20170425,0.04
경북,20170426,0.055
경북,20170427,0.048
경북,20170428,0.046
경북,20170429,0.056
경북,20170430,0.065
경북,20170501,0.067
경북,20170502,0.04
경북,20170503,0.049
경북,20170504,0.052
경북,20170505,0.041
경북,20170506,0.053
경북,20170507,0.055
경북,20170508,0.062
경북,20170509,0.04
경북,20170510,0.035
경북,20170511,0.04
경북,20170512,0.031
경북,20170513,0.048
경북,20170514,0.058
경북,20170515,0.054
경북,20170516,0.046
경북,20170517,0.048
경북,20170518,0.066
경북,20170519,0.075
경북,20170520,0.074
경북,20170521,0.066
경북,20170522,0.056
경북,20170523,0.044
경북,20170524,0.037
경북,20170525,0.022
경북,20170526,0.051
경북,20170527,0.046
경북,20170528,0.066
경북,20170529,0.073
경북,20170530,0.071
경북,20170531,0.051
경북,20170601,0.047
경북,20170602,0.05
경북,20170603,0.053
경북,20170604,0.048
경북,20170605,0.051
경북,20170606,0.036
경북,20170607,0.039
경북,20170608,0.064
경북,20170609,0.058
경북,20170610,0.057
경북,20170611,0.054
경북,20170612,0.044
경북,20170613,0.045
경북,20170614,0.053
경북,20170615,0.071
경북,20170616,0.058
경북,20170617,0.064
경북,20170618,0.076
경북,20170619,0.075
경북,20170620,0.055
경북,20170621,0.056
경북,20170622,0.054
경북,20170623,0.072
경북,20170624,0.059
경북,20170625,0.051
경북,20170626,0.03
경북,20170627,0.037
경북,20170628,0.053
경북,20170629,0.051
경북,20170630,0.05
경북,20170701,0.024
경북,20170702,0.017
경북,20170703,0.013
경북,20170704,0.016
경북,20170705,0.039
경북,20170706,0.041
경북,20170707,0.017
경북,20170708,0.016
경북,20170709,0.028
경북,20170710,0.02
경북,20170711,0.043
경북,20170712,0.063
경북,20170713,0.049
경북,20170714,0.039
경북,20170715,0.015
경북,20170716,0.015
경북,20170717,0.021
경북,20170718,0.027
경북,20170719,0.038
경북,20170720,0.043
경북,20170721,0.04
경북,20170722,0.033
경북,20170723,0.026
경북,20170724,0.022
경북,20170725,0.016
경북,20170726,0.025
경북,20170727,0.038
경북,20170728,0.046
경북,20170729,0.034
경북,20170730,0.029
경북,20170731,0.014
경북,20170801,0.02
경북,20170802,0.026
경북,20170803,0.032
경북,20170804,0.042
경북,20170805,0.032
경북,20170806,0.033
경북,20170807,0.046
경북,20170808,0.051
경북,20170809,0.029
경북,20170810,0.025
경북,20170811,0.018
경북,20170812,0.019
경북,20170813,0.013
경북,20170814,0.011
경북,20170815,0.007
경북,20170816,0.016
경북,20170817,0.019
경북,20170818,0.026
경북,20170819,0.034
경북,20170820,0.018
경북,20170821,0.014
경북,20170822,0.013
경북,20170823,0.009
경북,20170824,0.011
경북,20170825,0.032
경북,20170826,0.038
경북,20170827,0.048
경북,20170828,0.039
경북,20170829,0.046
경북,20170830,0.027
경북,20170831,0.036
경북,20170901,0.026
경북,20170902,0.022
경북,20170903,0.026
경북,20170904,0.025
경북,20170905,0.013
경북,20170906,0.026
경북,20170907,0.036
경북,20170908,0.029
경북,20170909,0.04
경북,20170910,0.036
경북,20170911,0.029
경북,20170912,0.037
경북,20170913,0.03
경북,20170914,0.027
경북,20170915,0.023
경북,20170916,0.026
경북,20170917,0.028
경북,20170918,0.023
경북,20170919,0.032
경북,20170920,0.044
경북,20170921,0.028
경북,20170922,0.029
경북,20170923,0.029
경북,20170924,0.031
경북,20170925,0.035
경북,20170926,0.036
경북,20170927,0.027
경북,20170928,0.029
경북,20170929,0.031
경북,20170930,0.022
경북,20171001,0.017
경북,20171002,0.022
경북,20171003,0.022
경북,20171004,0.031
경북,20171005,0.029
경북,20171006,0.016
경북,20171007,0.017
경북,20171008,0.018
경북,20171009,0.021
경북,20171010,0.016
경북,20171011,0.025
경북,20171012,0.01
경북,20171013,0.02
경북,20171014,0.022
경북,20171015,0.022
경북,20171016,0.02
경북,20171017,0.012
경북,20171018,0.023
경북,20171019,0.016
경북,20171020,0.015
경북,20171021,0.016
경북,20171022,0.033
경북,20171023,0.026
경북,20171024,0.014
경북,20171025,0.014
경북,20171026,0.014
경북,20171027,0.02
경북,20171028,0.019
경북,20171029,0.031
경북,20171030,0.024
경북,20171031,0.013
경북,20171101,0.018
경북,20171102,0.02
경북,20171103,0.026
경북,20171104,0.032
경북,20171105,0.02
경북,20171106,0.013
경북,20171107,0.016
경북,20171108,0.03
경북,20171109,0.019
경북,20171110,0.021
경북,20171111,0.022
경북,20171112,0.013
경북,20171113,0.005
경북,20171114,0.018
경북,20171115,0.021
경북,20171116,0.022
경북,20171117,0.005
경북,20171118,0.024
경북,20171119,0.025
경북,20171120,0.026
경북,20171121,0.011
경북,20171122,0.005
경북,20171123,0.017
경북,20171124,0.01
경북,20171125,0.014
경북,20171126,0.021
경북,20171127,0.01
경북,20171128,0.005
경북,20171129,0.015
경북,20171130,0.024
경북,20171201,0.023
경북,20171202,0.011
경북,20171203,0.012
경북,20171204,0.019
경북,20171205,0.023
경북,20171206,0.007
경북,20171207,0.008
경북,20171208,0.023
경북,20171209,0.012
경북,20171210,0.018
경북,20171211,0.022
경북,20171212,0.02
경북,20171213,0.021
경북,20171214,0.009
경북,20171215,0.007
경북,20171216,0.023
경북,20171217,0.028
경북,20171218,0.016
경북,20171219,0.019
경북,20171220,0.011
경북,20171221,0.011
경북,20171222,0.01
경북,20171223,0.009
경북,20171224,0.013
경북,20171225,0.029
경북,20171226,0.027
경북,20171227,0.025
경북,20171228,0.016
경북,20171229,0.025
경북,20171230,0.016
경북,20171231,0.029
경북,20180101,0.024
경북,20180102,0.015
경북,20180103,0.023
경북,20180104,0.02
경북,20180105,0.016
경북,20180106,0.025
경북,20180107,0.011
경북,20180108,0.012
경북,20180109,0.025
경북,20180110,0.022
경북,20180111,0.021
경북,20180112,0.025
경북,20180113,0.017
경북,20180114,0.011
경북,20180115,0.012
경북,20180116,0.015
경북,20180117,0.019
경북,20180118,0.019
경북,20180119,0.013
경북,20180120,0.014
경북,20180121,0.017
경북,20180122,0.018
경북,20180123,0.031
경북,20180124,0.028
경북,20180125,0.026
경북,20180126,0.027
경북,20180127,0.014
경북,20180128,0.027
경북,20180129,0.031
경북,20180130,0.022
경북,20180131,0.016
경북,20180201,0.013
경북,20180202,0.012
경북,20180203,0.024
경북,20180204,0.032
경북,20180205,0.029
경북,20180206,0.029
경북,20180207,0.023
경북,20180208,0.011
경북,20180209,0.011
경북,20180210,0.028
경북,20180211,0.036
경북,20180212,0.031
경북,20180213,0.026
경북,20180214,0.03
경북,20180215,0.035
경북,20180216,0.03
경북,20180217,0.038
경북,20180218,0.03
경북,20180219,0.024
경북,20180220,0.024
경북,20180221,0.03
경북,20180222,0.023
경북,20180223,0.022
경북,20180224,0.022
경북,20180225,0.033
경북,20180226,0.022
경북,20180227,0.019
경북,20180228,0.022
경북,20180301,0.036
경북,20180302,0.018
경북,20180303,0.027
경북,20180304,0.029
경북,20180305,0.036
경북,20180306,0.032
경북,20180307,0.028
경북,20180308,0.015
경북,20180309,0.023
경북,20180310,0.03
경북,20180311,0.044
경북,20180312,0.029
경북,20180313,0.034
경북,20180314,0.029
경북,20180315,0.022
경북,20180316,0.033
경북,20180317,0.022
경북,20180318,0.023
경북,20180319,0.031
경북,20180320,0.041
경북,20180321,0.034
경북,20180322,0.03
경북,20180323,0.034
경북,20180324,0.053
경북,20180325,0.045
경북,20180326,0.044
경북,20180327,0.043
경북,20180328,0.033
경북,20180329,0.039
경북,20180330,0.045
경북,20180331,0.044
경북,20180401,0.043
경북,20180402,0.037
경북,20180403,0.029
경북,20180404,0.026
경북,20180405,0.032
경북,20180406,0.036
경북,20180407,0.041
경북,20180408,0.047
경북,20180409,0.045
경북,20180410,0.043
경북,20180411,0.04
경북,20180412,0.035
경북,20180413,0.038
경북,20180414,0.033
경북,20180415,0.041
경북,20180416,0.036
경북,20180417,0.038
경북,20180418,0.043
경북,20180419,0.04
경북,20180420,0.064
경북,20180421,0.058
경북,20180422,0.031
경북,20180423,0.037
경북,20180424,0.042
경북,20180425,0.032
경북,20180426,0.038
경북,20180427,0.059
경북,20180428,0.051
경북,20180429,0.058
경북,20180430,0.058
경북,20180501,0.048
경북,20180502,0.032
경북,20180503,0.048
경북,20180504,0.046
경북,20180505,0.052
경북,20180506,0.047
경북,20180507,0.031
경북,20180508,0.043
경북,20180509,0.043
경북,20180510,0.043
경북,20180511,0.046
경북,20180512,0.035
경북,20180513,0.044
경북,20180514,0.043
경북,20180515,
경북,20180516,0.011
경북,20180517,0.019
경북,20180518,0.018
경북,20180519,0.035
경북,20180520,0.034
경북,20180521,0.033
경북,20180522,0.036
경북,20180523,0.052
경북,20180524,0.049
경북,20180525,0.06
경북,20180526,0.047
경북,20180527,0.056
경북,20180528,0.049
경북,20180529,0.039
경북,20180530,0.041
경북,20180531,0.054
경북,20180601,0.054
경북,20180602,0.064
경북,20180603,0.052
경북,20180604,0.06
경북,20180605,0.051
경북,20180606,0.047
경북,20180607,0.062
경북,20180608,0.062
경북,20180609,0.049
경북,20180610,0.036
경북,20180611,0.026
경북,20180612,0.027
경북,20180613,0.038
경북,20180614,0.034
경북,20180615,0.031
경북,20180616,0.032
경북,20180617,0.04
경북,20180618,0.044
경북,20180619,0.034
경북,20180620,0.041
경북,20180621,0.047
경북,20180622,0.052
경북,20180623,0.054
경북,20180624,0.073
경북,20180625,0.067
경북,20180626,0.029
경북,20180627,0.033
경북,20180628,0.026
경북,20180629,0.034
경북,20180630,0.033
광주,20160101,0.013
광주,20160102,0.008
광주,20160103,0.012
광주,20160104,0.02
광주,20160105,0.015
광주,20160106,0.017
광주,20160107,0.023
광주,20160108,0.019
광주,20160109,0.017
광주,20160110,0.024
광주,20160111,0.024
광주,20160112,0.023
광주,20160113,0.027
광주,20160114,0.022
광주,20160115,0.011
광주,20160116,0.016
광주,20160117,0.019
광주,20160118,0.032
광주,20160119,0.034
광주,20160120,0.025
광주,20160121,0.018
광주,20160122,0.025
광주,20160123,0.03
광주,20160124,0.028
광주,20160125,0.019
광주,20160126,0.016
광주,20160127,0.012
광주,20160128,0.014
광주,20160129,0.009
광주,20160130,0.017
광주,20160131,0.032
광주,20160201,0.032
광주,20160202,0.028
광주,20160203,0.021
광주,20160204,0.021
광주,20160205,0.026
광주,20160206,0.029
광주,20160207,0.027
광주,20160208,0.033
광주,20160209,0.036
광주,20160210,0.022
광주,20160211,0.029
광주,20160212,0.026
광주,20160213,0.019
광주,20160214,0.036
광주,20160215,0.037
광주,20160216,0.032
광주,20160217,0.028
광주,20160218,0.023
광주,20160219,0.015
광주,20160220,0.028
광주,20160221,0.041
광주,20160222,0.02
광주,20160223,0.028
광주,20160224,0.035
광주,20160225,0.03
광주,20160226,0.016
광주,20160227,0.043
광주,20160228,0.029
광주,20160229,0.041
광주,20160301,0.035
광주,20160302,0.022
광주,20160303,0.024
광주,20160304,0.008
광주,20160305,0.031
광주,20160306,0.028
광주,20160307,0.025
광주,20160308,0.025
광주,20160309,0.031
광주,20160310,0.038
광주,20160311,0.034
광주,20160312,0.034
광주,20160313,0.031
광주,20160314,0.043
광주,20160315,0.031
광주,20160316,0.032
광주,20160317,0.028
광주,20160318,0.027
광주,20160319,0.034
광주,20160320,0.037
광주,20160321,0.032
광주,20160322,0.032
광주,20160323,0.044
광주,20160324,0.039
광주,20160325,0.039
광주,20160326,0.037
광주,20160327,0.047
광주,20160328,0.046
광주,20160329,0.047
광주,20160330,0.04
광주,20160331,0.037
광주,20160401,0.043
광주,20160402,0.044
광주,20160403,0.038
광주,20160404,0.038
광주,20160405,0.034
광주,20160406,0.031
광주,20160407,0.038
광주,20160408,0.035
광주,20160409,0.038
광주,20160410,0.048
광주,20160411,0.048
광주,20160412,0.041
광주,20160413,0.031
광주,20160414,0.04
광주,20160415,0.04
광주,20160416,0.039
광주,20160417,0.051
광주,20160418,0.046
광주,20160419,0.04
광주,20160420,0.041
광주,20160421,0.037
광주,20160422,0.055
광주,20160423,0.044
광주,20160424,0.047
광주,20160425,0.044
광주,20160426,0.038
광주,20160427,0.039
광주,20160428,0.037
광주,20160429,0.041
광주,20160430,0.052
광주,20160501,0.05
광주,20160502,0.033
광주,20160503,0.044
광주,20160504,0.055
광주,20160505,0.048
광주,20160506,0.051
광주,20160507,0.045
광주,20160508,0.044
광주,20160509,0.033
광주,20160510,0.029
광주,20160511,0.043
광주,20160512,0.042
광주,20160513,0.047
광주,20160514,0.054
광주,20160515,0.042
광주,20160516,0.047
광주,20160517,0.041
광주,20160518,0.045
광주,20160519,0.048
광주,20160520,0.044
광주,20160521,0.056
광주,20160522,0.063
광주,20160523,0.05
광주,20160524,0.046
광주,20160525,0.044
광주,20160526,0.048
광주,20160527,0.058
광주,20160528,0.056
광주,20160529,0.057
광주,20160530,0.062
광주,20160531,0.051
광주,20160601,0.05
광주,20160602,0.064
광주,20160603,0.058
광주,20160604,0.036
광주,20160605,0.037
광주,20160606,0.039
광주,20160607,0.031
광주,20160608,0.03
광주,20160609,0.039
광주,20160610,0.061
광주,20160611,0.033
광주,20160612,0.021
광주,20160613,0.04
광주,20160614,0.04
광주,20160615,0.036
광주,20160616,0.049
광주,20160617,0.054
광주,20160618,0.052
광주,20160619,0.048
광주,20160620,0.029
광주,20160621,0.034
광주,20160622,0.032
광주,20160623,0.035
광주,20160624,0.039
광주,20160625,0.051
광주,20160626,0.056
광주,20160627,0.036
광주,20160628,0.041
광주,20160629,0.04
광주,20160630,0.034
광주,20160701,0.023
광주,20160702,0.027
광주,20160703,0.03
광주,20160704,0.016
광주,20160705,0.014
광주,20160706,0.015
광주,20160707,0.017
광주,20160708,0.025
광주,20160709,0.043
광주,20160710,0.035
광주,20160711,0.029
광주,20160712,0.024
광주,20160713,0.03
광주,20160714,0.036
광주,20160715,0.046
광주,20160716,0.037
광주,20160717,0.042
광주,20160718,0.027
광주,20160719,0.038
광주,20160720,0.05
광주,20160721,0.047
광주,20160722,0.048
광주,20160723,0.034
광주,20160724,0.03
광주,20160725,0.025
광주,20160726,0.022
광주,20160727,0.021
광주,20160728,0.042
광주,20160729,0.03
광주,20160730,0.022
광주,20160731,0.021
광주,20160801,0.019
광주,20160802,0.02
광주,20160803,0.028
광주,20160804,0.038
광주,20160805,0.039
광주,20160806,0.044
광주,20160807,0.029
광주,20160808,0.038
광주,20160809,0.038
광주,20160810,0.032
광주,20160811,0.034
광주,20160812,0.038
광주,20160813,0.027
광주,20160814,0.025
광주,20160815,0.028
광주,20160816,0.038
광주,20160817,0.04
광주,20160818,0.051
광주,20160819,0.042
광주,20160820,0.055
광주,20160821,0.053
광주,20160822,0.049
광주,20160823,0.038
광주,20160824,0.045
광주,20160825,0.054
광주,20160826,0.026
광주,20160827,0.024
광주,20160828,0.029
광주,20160829,0.03
광주,20160830,0.036
광주,20160831,0.061
광주,20160901,0.079
광주,20160902,0.039
광주,20160903,0.043
광주,20160904,0.039
광주,20160905,0.04
광주,20160906,0.021
광주,20160907,0.027
광주,20160908,0.014
광주,20160909,0.052
광주,20160910,0.034
광주,20160911,0.028
광주,20160912,0.024
광주,20160913,0.033
광주,20160914,0.045
광주,20160915,0.037
광주,20160916,0.025
광주,20160917,0.024
광주,20160918,0.024
광주,20160919,0.025
광주,20160920,0.026
광주,20160921,0.011
광주,20160922,0.038
광주,20160923,0.03
광주,20160924,0.032
광주,20160925,0.026
광주,20160926,0.017
광주,20160927,0.013
광주,20160928,0.016
광주,20160929,0.013
광주,20160930,0.011
광주,20161001,0.006
광주,20161002,0.02
광주,20161003,0.016
광주,20161004,0.023
광주,20161005,0.029
광주,20161006,0.032
광주,20161007,0.015
광주,20161008,0.027
광주,20161009,0.031
광주,20161010,0.017
광주,20161011,0.013
광주,20161012,0.025
광주,20161013,0.011
광주,20161014,0.018
광주,20161015,0.023
광주,20161016,0.019
광주,20161017,0.024
광주,20161018,0.021
광주,20161019,0.02
광주,20161020,0.012
광주,20161021,0.023
광주,20161022,0.02
광주,20161023,0.016
광주,20161024,0.023
광주,20161025,0.026
광주,20161026,0.013
광주,20161027,0.006
광주,20161028,0.021
광주,20161029,0.03
광주,20161030,0.022
광주,20161031,0.009
광주,20161101,0.029
광주,20161102,0.018
광주,20161103,0.014
광주,20161104,0.017
광주,20161105,0.017
광주,20161106,0.02
광주,20161107,0.022
광주,20161108,0.028
광주,20161109,0.021
광주,20161110,0.007
광주,20161111,0.015
광주,20161112,0.013
광주,20161113,0.012
광주,20161114,0.012
광주,20161115,0.026
광주,20161116,0.013
광주,20161117,0.021
광주,20161118,0.008
광주,20161119,0.011
광주,20161120,0.022
광주,20161121,0.008
광주,20161122,0.021
광주,20161123,0.021
광주,20161124,0.019
광주,20161125,0.014
광주,20161126,0.004
광주,20161127,0.014
광주,20161128,0.02
광주,20161129,0.012
광주,20161130,0.003
광주,20161201,0.013
광주,20161202,0.016
광주,20161203,0.004
광주,20161204,0.005
광주,20161205,0.019
광주,20161206,0.021
광주,20161207,0.003
광주,20161208,0.009
광주,20161209,0.025
광주,20161210,0.016
광주,20161211,0.015
광주,20161212,0.005
광주,20161213,0.012
광주,20161214,0.023
광주,20161215,0.022
광주,20161216,0.019
광주,20161217,0.01
광주,20161218,0.008
광주,20161219,0.005
광주,20161220,0.015
광주,20161221,0.009
광주,20161222,0.024
광주,20161223,0.027
광주,20161224,0.021
광주,20161225,0.009
광주,20161226,0.007
광주,20161227,0.028
광주,20161228,0.015
광주,20161229,0.015
광주,20161230,0.013
광주,20161231,0.005
광주,20170101,0.01
광주,20170102,0.013
광주,20170103,0.023
광주,20170104,0.013
광주,20170105,0.007
광주,20170106,0.014
광주,20170107,0.005
광주,20170108,0.021
광주,20170109,0.033
광주,20170110,0.025
광주,20170111,0.026
광주,20170112,0.016
광주,20170113,0.019
광주,20170114,0.025
광주,20170115,0.023
광주,20170116,0.014
광주,20170117,0.006
광주,20170118,0.014
광주,20170119,0.018
광주,20170120,0.027
광주,20170121,0.019
광주,20170122,0.03
광주,20170123,0.022
광주,20170124,0.018
광주,20170125,0.017
광주,20170126,0.012
광주,20170127,0.025
광주,20170128,0.015
광주,20170129,0.01
광주,20170130,0.03
광주,20170131,0.022
광주,20170201,0.025
광주,20170202,0.022
광주,20170203,0.017
광주,20170204,0.016
광주,20170205,0.029
광주,20170206,0.034
광주,20170207,0.017
광주,20170208,0.024
광주,20170209,0.034
광주,20170210,0.03
광주,20170211,0.029
광주,20170212,0.029
광주,20170213,0.019
광주,20170214,0.039
광주,20170215,0.019
광주,20170216,0.02
광주,20170217,0.035
광주,20170218,0.032
광주,20170219,0.031
광주,20170220,0.038
광주,20170221,0.031
광주,20170222,0.016
광주,20170223,0.039
광주,20170224,0.03
광주,20170225,0.022
광주,20170226,0.025
광주,20170227,0.023
광주,20170228,0.022
광주,20170301,0.029
광주,20170302,0.039
광주,20170303,0.022
광주,20170304,0.024
광주,20170305,0.031
광주,20170306,0.039
광주,20170307,0.03
광주,20170308,0.035
광주,20170309,0.038
광주,20170310,0.027
광주,20170311,0.027
광주,20170312,0.045
광주,20170313,0.047
광주,20170314,0.039
광주,20170315,0.033
광주,20170316,0.028
광주,20170317,0.034
광주,20170318,0.033
광주,20170319,0.041
광주,20170320,0.024
광주,20170321,0.045
광주,20170322,0.028
광주,20170323,0.038
광주,20170324,0.031
광주,20170325,0.027
광주,20170326,0.033
광주,20170327,0.041
광주,20170328,0.034
광주,20170329,0.025
광주,20170330,0.032
광주,20170331,0.04
광주,20170401,0.043
광주,20170402,0.042
광주,20170403,0.037
광주,20170404,0.042
광주,20170405,0.045
광주,20170406,0.034
광주,20170407,0.038
광주,20170408,0.04
광주,20170409,0.049
광주,20170410,0.046
광주,20170411,0.052
광주,20170412,0.04
광주,20170413,0.049
광주,20170414,0.042
광주,20170415,0.045
광주,20170416,0.043
광주,20170417,0.024
광주,20170418,0.047
광주,20170419,0.037
광주,20170420,0.022
광주,20170421,0.038
광주,20170422,0.045
광주,20170423,0.041
광주,20170424,0.042
광주,20170425,0.042
광주,20170426,0.044
광주,20170427,0.042
광주,20170428,0.049
광주,20170429,0.054
광주,20170430,0.069
광주,20170501,0.071
광주,20170502,0.042
광주,20170503,0.047
광주,20170504,0.043
광주,20170505,0.032
광주,20170506,0.04
광주,20170507,0.048
광주,20170508,0.042
광주,20170509,0.039
광주,20170510,0.039
광주,20170511,0.042
광주,20170512,0.035
광주,20170513,0.045
광주,20170514,0.046
광주,20170515,0.045
광주,20170516,0.041
광주,20170517,0.042
광주,20170518,0.052
광주,20170519,0.05
광주,20170520,0.048
광주,20170521,0.04
광주,20170522,0.036
광주,20170523,0.035
광주,20170524,0.034
광주,20170525,0.047
광주,20170526,0.048
광주,20170527,0.045
광주,20170528,0.053
광주,20170529,0.059
광주,20170530,0.054
광주,20170531,0.026
광주,20170601,0.04
광주,20170602,0.038
광주,20170603,0.036
광주,20170604,0.044
광주,20170605,0.046
광주,20170606,0.04
광주,20170607,0.039
광주,20170608,0.054
광주,20170609,0.053
광주,20170610,0.056
