지점,날짜,O3
제주,20160904,
제주,20160905,
제주,20160906,
제주,20160907,
제주,20160908,
제주,20160909,
제주,20160910,
제주,20160911,
제주,20160912,
제주,20160913,
제주,20160914,
제주,20160915,
제주,20160916,
제주,20160917,0.036
제주,20160918,0.059
제주,20160919,0.052
제주,20160920,0.041
제주,20160921,0.047
제주,20160922,0.042
제주,20160923,0.052
제주,20160924,0.064
제주,20160925,0.056
제주,20160926,0.042
제주,20160927,0.047
제주,20160928,0.047
제주,20160929,0.047
제주,20160930,0.043
제주,20161001,0.039
제주,20161002,0.042
제주,20161003,0.04
제주,20161004,0.043
제주,20161005,0.035
제주,20161006,0.038
제주,20161007,0.037
제주,20161008,0.029
제주,20161009,0.018
제주,20161010,0.027
제주,20161011,0.031
제주,20161012,0.037
제주,20161013,0.038
제주,20161014,0.045
제주,20161015,0.037
제주,20161016,0.041
제주,20161017,0.046
제주,20161018,0.036
제주,20161019,0.037
제주,20161020,0.045
제주,20161021,0.049
제주,20161022,0.038
제주,20161023,0.04
제주,20161024,0.043
제주,20161025,0.053
제주,20161026,0.052
제주,20161027,0.042
제주,20161028,0.046
제주,20161029,0.037
제주,20161030,0.029
제주,20161031,0.036
제주,20161101,0.037
제주,20161102,0.044
제주,20161103,0.04
제주,20161104,0.031
제주,20161105,0.029
제주,20161106,0.017
제주,20161107,0.049
제주,20161108,0.028
제주,20161109,0.038
제주,20161110,0.032
제주,20161111,0.026
제주,20161112,0.024
제주,20161113,0.04
제주,20161114,0.033
제주,20161115,0.024
제주,20161116,0.022
제주,20161117,0.035
제주,20161118,0.034
제주,20161119,0.03
제주,20161120,0.024
제주,20161121,0.031
제주,20161122,0.034
제주,20161123,0.034
제주,20161124,0.031
제주,20161125,0.042
제주,20161126,0.033
제주,20161127,0.012
제주,20161128,0.033
제주,20161129,0.034
제주,20161130,0.031
제주,20161201,0.021
제주,20161202,0.025
제주,20161203,0.034
제주,20161204,0.03
제주,20161205,0.022
제주,20161206,0.034
제주,20161207,0.03
제주,20161208,0.025
제주,20161209,0.034
제주,20161210,0.033
제주,20161211,0.027
제주,20161212,0.03
제주,20161213,0.021
제주,20161214,0.024
제주,20161215,0.034
제주,20161216,0.033
제주,20161217,0.027
제주,20161218,0.03
제주,20161219,0.03
제주,20161220,0.028
제주,20161221,0.028
제주,20161222,0.032
제주,20161223,0.035
제주,20161224,0.036
제주,20161225,0.036
제주,20161226,0.029
제주,20161227,0.019
제주,20161228,0.028
제주,20161229,0.039
제주,20161230,0.039
제주,20161231,0.029
제주,20170101,0.027
제주,20170102,0.033
제주,20170103,0.028
제주,20170104,0.029
제주,20170105,0.032
제주,20170106,0.021
제주,20170107,0.028
제주,20170108,0.033
제주,20170109,0.034
제주,20170110,0.03
제주,20170111,0.032
제주,20170112,0.024
제주,20170113,0.026
제주,20170114,0.026
제주,20170115,0.014
제주,20170116,0.037
제주,20170117,0.039
제주,20170118,0.027
제주,20170119,0.03
제주,20170120,0.036
제주,20170121,0.041
제주,20170122,0.035
제주,20170123,0.032
제주,20170124,0.032
제주,20170125,0.032
제주,20170126,0.031
제주,20170127,0.032
제주,20170128,0.033
제주,20170129,0.03
제주,20170130,0.024
제주,20170131,0.034
제주,20170201,0.031
제주,20170202,0.034
제주,20170203,0.034
제주,20170204,0.034
제주,20170205,0.033
제주,20170206,0.027
제주,20170207,0.031
제주,20170208,0.027
제주,20170209,0.036
제주,20170210,0.036
제주,20170211,0.035
제주,20170212,0.03
제주,20170213,0.033
제주,20170214,0.034
제주,20170215,0.033
제주,20170216,0.038
제주,20170217,0.029
제주,20170218,0.031
제주,20170219,0.034
제주,20170220,0.037
제주,20170221,0.04
제주,20170222,0.036
제주,20170223,0.041
제주,20170224,0.037
제주,20170225,0.031
제주,20170226,0.038
제주,20170227,0.04
제주,20170228,0.042
제주,20170301,0.034
제주,20170302,0.021
제주,20170303,0.033
제주,20170304,0.033
제주,20170305,0.041
제주,20170306,0.041
제주,20170307,0.041
제주,20170308,0.044
제주,20170309,0.039
제주,20170310,0.046
제주,20170311,0.037
제주,20170312,0.03
제주,20170313,0.025
제주,20170314,0.029
제주,20170315,0.039
제주,20170316,0.043
제주,20170317,0.032
제주,20170318,0.03
제주,20170319,0.044
제주,20170320,0.037
제주,20170321,0.037
제주,20170322,0.039
제주,20170323,0.054
제주,20170324,0.052
제주,20170325,0.048
제주,20170326,0.044
제주,20170327,0.039
제주,20170328,0.029
제주,20170329,0.043
제주,20170330,0.043
제주,20170331,0.047
제주,20170401,0.031
제주,20170402,0.026
제주,20170403,0.024
제주,20170404,0.034
제주,20170405,0.042
제주,20170406,0.048
제주,20170407,0.056
제주,20170408,0.048
제주,20170409,0.037
제주,20170410,0.013
제주,20170411,0.007
제주,20170412,0.054
제주,20170413,0.044
제주,20170414,0.048
제주,20170415,0.047
제주,20170416,0.042
제주,20170417,0.046
제주,20170418,0.045
제주,20170419,0.046
제주,20170420,0.039
제주,20170421,0.026
제주,20170422,0.02
제주,20170423,0.031
제주,20170424,0.007
제주,20170425,0.007
제주,20170426,0.022
제주,20170427,0.048
제주,20170428,0.062
제주,20170429,0.05
제주,20170430,0.041
제주,20170501,0.037
제주,20170502,0.054
제주,20170503,0.05
제주,20170504,0.053
제주,20170505,0.043
제주,20170506,0.038
제주,20170507,0.052
제주,20170508,0.05
제주,20170509,0.045
제주,20170510,0.044
제주,20170511,0.036
제주,20170512,0.032
제주,20170513,0.044
제주,20170514,0.041
제주,20170515,0.019
제주,20170516,0.023
제주,20170517,0.033
제주,20170518,0.043
제주,20170519,0.046
제주,20170520,0.043
제주,20170521,0.04
제주,20170522,0.044
제주,20170523,0.039
제주,20170524,0.046
제주,20170525,0.053
제주,20170526,0.042
제주,20170527,0.045
제주,20170528,0.038
제주,20170529,0.03
제주,20170530,0.049
제주,20170531,0.05
제주,20170601,0.05
제주,20170602,0.051
제주,20170603,0.042
제주,20170604,0.042
제주,20170605,0.037
제주,20170606,0.035
제주,20170607,0.036
제주,20170608,0.048
제주,20170609,0.045
제주,20170610,0.036
제주,20170611,0.041
제주,20170612,0.042
제주,20170613,0.043
제주,20170614,0.041
제주,20170615,0.039
제주,20170616,0.04
제주,20170617,0.035
제주,20170618,0.029
제주,20170619,0.044
제주,20170620,0.038
제주,20170621,0.043
제주,20170622,0.048
제주,20170623,0.055
제주,20170624,0.047
제주,20170625,0.029
제주,20170626,0.022
제주,20170627,0.03
제주,20170628,0.04
제주,20170629,0.028
제주,20170630,0.034
제주,20170701,0.026
제주,20170702,0.036
제주,20170703,0.048
제주,20170704,0.029
제주,20170705,0.026
제주,20170706,0.033
제주,20170707,0.031
제주,20170708,0.03
제주,20170709,0.039
제주,20170710,0.037
제주,20170711,0.036
제주,20170712,0.031
제주,20170713,0.03
제주,20170714,0.031
제주,20170715,0.034
제주,20170716,0.034
제주,20170717,0.04
제주,20170718,0.036
제주,20170719,0.035
제주,20170720,0.035
제주,20170721,0.038
제주,20170722,0.036
제주,20170723,0.039
제주,20170724,0.035
제주,20170725,0.033
제주,20170726,0.031
제주,20170727,0.025
제주,20170728,0.03
제주,20170729,0.028
제주,20170730,0.041
제주,20170731,0.039
제주,20170801,0.04
제주,20170802,0.045
제주,20170803,0.05
제주,20170804,0.04
제주,20170805,0.041
제주,20170806,0.04
제주,20170807,0.054
제주,20170808,0.037
제주,20170809,0.033
제주,20170810,0.047
제주,20170811,0.034
제주,20170812,0.021
제주,20170813,0.035
제주,20170814,0.041
제주,20170815,0.04
제주,20170816,0.038
제주,20170817,0.039
제주,20170818,0.042
제주,20170819,0.043
제주,20170820,0.044
제주,20170821,0.032
제주,20170822,0.042
제주,20170823,0.041
제주,20170824,0.044
제주,20170825,0.045
제주,20170826,0.044
제주,20170827,0.041
제주,20170828,0.042
제주,20170829,0.039
제주,20170830,0.031
제주,20170831,0.03
제주,20170901,0.025
제주,20170902,0.031
제주,20170903,0.025
제주,20170904,0.026
제주,20170905,0.034
제주,20170906,0.039
제주,20170907,0.04
제주,20170908,0.042
제주,20170909,0.044
제주,20170910,0.04
제주,20170911,0.051
제주,20170912,0.037
제주,20170913,0.037
제주,20170914,0.038
제주,20170915,0.021
제주,20170916,0.043
제주,20170917,0.045
제주,20170918,0.044
제주,20170919,0.047
제주,20170920,0.05
제주,20170921,0.049
제주,20170922,0.047
제주,20170923,0.051
제주,20170924,0.054
제주,20170925,0.051
제주,20170926,0.053
제주,20170927,0.037
제주,20170928,0.03
제주,20170929,0.038
제주,20170930,0.043
제주,20171001,0.019
제주,20171002,0.034
제주,20171003,0.027
제주,20171004,0.028
제주,20171005,0.027
제주,20171006,0.029
제주,20171007,0.027
제주,20171008,0.025
제주,20171009,0.045
제주,20171010,0.04
제주,20171011,0.033
제주,20171012,0.029
제주,20171013,0.044
제주,20171014,0.042
제주,20171015,0.051
제주,20171016,0.044
제주,20171017,0.046
제주,20171018,0.046
제주,20171019,0.037
제주,20171020,0.047
제주,20171021,0.045
제주,20171022,0.047
제주,20171023,0.049
제주,20171024,0.043
제주,20171025,0.044
제주,20171026,0.035
제주,20171027,0.044
제주,20171028,0.044
제주,20171029,0.044
제주,20171030,0.033
제주,20171031,0.042
제주,20171101,0.061
제주,20171102,0.044
제주,20171103,0.038
제주,20171104,0.046
제주,20171105,0.046
제주,20171106,0.043
제주,20171107,0.038
제주,20171108,0.038
제주,20171109,0.04
제주,20171110,0.043
제주,20171111,0.044
제주,20171112,0.029
제주,20171113,0.046
제주,20171114,0.052
제주,20171115,0.046
제주,20171116,0.037
제주,20171117,0.056
제주,20171118,0.056
제주,20171119,0.049
제주,20171120,0.045
제주,20171121,0.036
제주,20171122,0.04
제주,20171123,0.048
제주,20171124,0.047
제주,20171125,0.051
제주,20171126,0.05
제주,20171127,0.052
제주,20171128,0.053
제주,20171129,0.045
제주,20171130,0.04
제주,20171201,0.041
제주,20171202,0.046
제주,20171203,0.046
제주,20171204,0.039
제주,20171205,0.023
제주,20171206,0.02
제주,20171207,0.021
제주,20171208,0.033
제주,20171209,0.022
제주,20171210,0.01
제주,20171211,0.025
제주,20171212,0.034
제주,20171213,0.022
제주,20171214,0.04
제주,20171215,0.046
제주,20171216,0.037
제주,20171217,0.023
제주,20171218,0.019
제주,20171219,0.018
제주,20171220,0.013
제주,20171221,0.02
제주,20171222,0.028
제주,20171223,0.043
제주,20171224,0.051
제주,20171225,0.035
제주,20171226,0.029
제주,20171227,0.015
제주,20171228,0.02
제주,20171229,0.013
제주,20171230,0.017
제주,20171231,0.016
제주,20180101,0.014
제주,20180102,0.006
제주,20180103,0.008
제주,20180104,0.009
제주,20180105,0.011
제주,20180106,0.019
제주,20180107,0.009
제주,20180108,0.011
제주,20180109,0.02
제주,20180110,0.028
제주,20180111,0.03
제주,20180112,0.032
제주,20180113,0.031
제주,20180114,0.053
제주,20180115,0.029
제주,20180116,0.028
제주,20180117,0.027
제주,20180118,0.02
제주,20180119,0.021
제주,20180120,0.019
제주,20180121,0.02
제주,20180122,0.018
제주,20180123,0.019
제주,20180124,0.016
제주,20180125,0.023
제주,20180126,0.025
제주,20180127,0.022
제주,20180128,0.02
제주,20180129,0.021
제주,20180130,0.02
제주,20180131,0.005
제주,20180201,0.017
제주,20180202,0.03
제주,20180203,0.027
제주,20180204,0.017
제주,20180205,0.013
제주,20180206,0.032
제주,20180207,0.028
제주,20180208,0.03
제주,20180209,0.034
제주,20180210,0.027
제주,20180211,0.024
제주,20180212,0.026
제주,20180213,0.045
제주,20180214,0.037
제주,20180215,0.034
제주,20180216,0.027
제주,20180217,0.028
제주,20180218,0.037
제주,20180219,0.037
제주,20180220,0.031
제주,20180221,0.037
제주,20180222,0.037
제주,20180223,0.04
제주,20180224,0.03
제주,20180225,0.033
제주,20180226,0.03
제주,20180227,0.041
제주,20180228,0.062
제주,20180301,0.065
제주,20180302,0.038
제주,20180303,0.037
제주,20180304,0.04
제주,20180305,0.041
제주,20180306,0.03
제주,20180307,0.037
제주,20180308,0.042
제주,20180309,0.053
제주,20180310,0.042
제주,20180311,0.037
제주,20180312,0.043
제주,20180313,0.041
제주,20180314,0.037
제주,20180315,0.038
제주,20180316,0.03
제주,20180317,0.012
제주,20180318,0.028
제주,20180319,0.028
제주,20180320,0.033
제주,20180321,0.039
제주,20180322,0.029
제주,20180323,0.037
제주,20180324,0.038
제주,20180325,0.035
제주,20180326,0.02
제주,20180327,0.012
제주,20180328,0.009
제주,20180329,0.027
제주,20180330,0.027
제주,20180331,0.028
제주,20180401,0.009
제주,20180402,0.013
제주,20180403,0.023
제주,20180404,0.035
제주,20180405,0.04
제주,20180406,0.034
제주,20180407,0.027
제주,20180408,0.032
제주,20180409,0.033
제주,20180410,0.024
제주,20180411,0.038
제주,20180412,0.04
제주,20180413,0.038
제주,20180414,0.043
제주,20180415,0.027
제주,20180416,0.044
제주,20180417,0.049
제주,20180418,0.034
제주,20180419,0.034
제주,20180420,0.041
제주,20180421,0.034
제주,20180422,0.037
제주,20180423,0.034
제주,20180424,0.029
제주,20180425,0.032
제주,20180426,0.032
제주,20180427,0.029
제주,20180428,0.036
제주,20180429,0.035
제주,20180430,0.025
제주,20180501,0.035
제주,20180502,0.034
제주,20180503,0.031
제주,20180504,0.032
제주,20180505,0.03
제주,20180506,0.041
제주,20180507,0.034
제주,20180508,0.03
제주,20180509,0.032
제주,20180510,0.023
제주,20180511,0.031
제주,20180512,0.025
제주,20180513,0.022
제주,20180514,0.024
제주,20180515,0.031
제주,20180516,0.02
제주,20180517,0.032
제주,20180518,0.034
제주,20180519,0.026
제주,20180520,0.031
제주,20180521,0.024
제주,20180522,0.036
제주,20180523,0.036
제주,20180524,0.037
제주,20180525,0.034
제주,20180526,0.024
제주,20180527,0.044
제주,20180528,0.038
제주,20180529,0.033
제주,20180530,0.024
제주,20180531,0.045
제주,20180601,0.031
제주,20180602,0.02
제주,20180603,0.027
제주,20180604,0.049
제주,20180605,0.035
제주,20180606,0.035
제주,20180607,0.038
제주,20180608,0.045
제주,20180609,0.026
제주,20180610,0.029
제주,20180611,0.015
제주,20180612,0.023
제주,20180613,0.039
제주,20180614,0.038
제주,20180615,0.034
제주,20180616,0.029
제주,20180617,0.026
제주,20180618,0.011
제주,20180619,0.031
제주,20180620,0.026
제주,20180621,0.035
제주,20180622,0.04
제주,20180623,0.037
제주,20180624,0.031
제주,20180625,0.03
제주,20180626,0.042
제주,20180627,0.036
제주,20180628,0.041
제주,20180629,0.034
제주,20180630,0.028
충남,20160101,0.015
충남,20160102,0.026
충남,20160103,0.014
충남,20160104,0.03
충남,20160105,0.017
충남,20160106,0.009
충남,20160107,0.021
충남,20160108,0.018
충남,20160109,0.017
충남,20160110,0.015
충남,20160111,0.018
충남,20160112,0.015
충남,20160113,0.024
충남,20160114,0.018
충남,20160115,0.01
충남,20160116,0.006
충남,20160117,0.013
충남,20160118,0.027
충남,20160119,0.031
충남,20160120,0.011
충남,20160121,0.011
충남,20160122,0.013
충남,20160123,0.031
충남,20160124,0.029
충남,20160125,0.012
충남,20160126,0.014
충남,20160127,0.014
충남,20160128,0.005
충남,20160129,0.006
충남,20160130,0.009
충남,20160131,0.028
충남,20160201,0.025
충남,20160202,0.015
충남,20160203,0.017
충남,20160204,0.019
충남,20160205,0.022
충남,20160206,0.021
충남,20160207,0.019
충남,20160208,0.035
충남,20160209,0.03
충남,20160210,0.016
충남,20160211,0.022
충남,20160212,0.019
충남,20160213,0.016
충남,20160214,0.032
충남,20160215,0.034
충남,20160216,0.026
충남,20160217,0.019
충남,20160218,0.036
충남,20160219,0.013
충남,20160220,0.021
충남,20160221,0.036
충남,20160222,0.016
충남,20160223,0.027
충남,20160224,0.029
충남,20160225,0.024
충남,20160226,0.029
충남,20160227,0.021
충남,20160228,0.01
충남,20160229,0.036
충남,20160301,0.024
충남,20160302,0.027
충남,20160303,0.02
충남,20160304,0.015
충남,20160305,0.019
충남,20160306,0.023
충남,20160307,0.008
충남,20160308,0.025
충남,20160309,0.029
충남,20160310,0.033
충남,20160311,0.033
충남,20160312,0.026
충남,20160313,0.028
충남,20160314,0.03
충남,20160315,0.026
충남,20160316,0.029
충남,20160317,0.02
충남,20160318,0.015
충남,20160319,0.026
충남,20160320,0.03
충남,20160321,0.026
충남,20160322,0.033
충남,20160323,0.039
충남,20160324,0.03
충남,20160325,0.027
충남,20160326,0.033
충남,20160327,0.036
충남,20160328,0.037
충남,20160329,0.07
충남,20160330,0.035
충남,20160331,0.026
충남,20160401,0.027
충남,20160402,0.051
충남,20160403,0.039
충남,20160404,0.033
충남,20160405,0.031
충남,20160406,0.036
충남,20160407,0.04
충남,20160408,0.033
충남,20160409,0.038
충남,20160410,0.048
충남,20160411,0.043
충남,20160412,0.035
충남,20160413,0.026
충남,20160414,0.023
충남,20160415,0.031
충남,20160416,0.033
충남,20160417,0.053
충남,20160418,0.049
충남,20160419,0.042
충남,20160420,0.02
충남,20160421,0.033
충남,20160422,0.052
충남,20160423,0.035
충남,20160424,0.037
충남,20160425,0.03
충남,20160426,0.043
충남,20160427,0.044
충남,20160428,0.032
충남,20160429,0.046
충남,20160430,0.071
충남,20160501,0.064
충남,20160502,0.038
충남,20160503,0.04
충남,20160504,0.053
충남,20160505,0.045
충남,20160506,0.053
충남,20160507,0.041
충남,20160508,0.043
충남,20160509,0.042
충남,20160510,0.031
충남,20160511,0.035
충남,20160512,0.043
충남,20160513,0.047
충남,20160514,0.05
충남,20160515,0.042
충남,20160516,0.041
충남,20160517,0.044
충남,20160518,0.05
충남,20160519,0.048
충남,20160520,0.053
충남,20160521,0.047
충남,20160522,0.058
충남,20160523,0.058
충남,20160524,0.048
충남,20160525,0.044
충남,20160526,0.044
충남,20160527,0.05
충남,20160528,0.052
충남,20160529,0.058
충남,20160530,0.065
충남,20160531,0.047
충남,20160601,0.045
충남,20160602,0.057
충남,20160603,0.054
충남,20160604,0.03
충남,20160605,0.053
충남,20160606,0.053
충남,20160607,0.048
충남,20160608,0.038
충남,20160609,0.051
충남,20160610,0.052
충남,20160611,0.039
충남,20160612,0.026
충남,20160613,0.055
충남,20160614,0.047
충남,20160615,0.033
충남,20160616,0.056
충남,20160617,0.058
충남,20160618,0.055
충남,20160619,0.05
충남,20160620,0.051
충남,20160621,0.059
충남,20160622,0.043
충남,20160623,0.048
충남,20160624,0.053
충남,20160625,0.056
충남,20160626,0.053
충남,20160627,0.05
충남,20160628,0.056
충남,20160629,0.045
충남,20160630,0.034
충남,20160701,0.023
충남,20160702,0.039
충남,20160703,0.03
충남,20160704,0.025
충남,20160705,0.015
충남,20160706,0.03
충남,20160707,0.022
충남,20160708,0.054
충남,20160709,0.034
충남,20160710,0.028
충남,20160711,0.041
충남,20160712,0.04
충남,20160713,0.021
충남,20160714,0.04
충남,20160715,0.036
충남,20160716,0.03
충남,20160717,0.03
충남,20160718,0.032
충남,20160719,0.046
충남,20160720,0.05
충남,20160721,0.046
충남,20160722,0.051
충남,20160723,0.046
충남,20160724,0.027
충남,20160725,0.026
충남,20160726,0.016
충남,20160727,0.021
충남,20160728,0.047
충남,20160729,0.021
충남,20160730,0.023
충남,20160731,0.023
충남,20160801,0.021
충남,20160802,0.021
충남,20160803,0.035
충남,20160804,0.041
충남,20160805,0.054
충남,20160806,0.055
충남,20160807,0.047
충남,20160808,0.043
충남,20160809,0.033
충남,20160810,0.036
충남,20160811,0.043
충남,20160812,0.032
충남,20160813,0.033
충남,20160814,0.025
충남,20160815,0.036
충남,20160816,0.047
충남,20160817,0.051
충남,20160818,0.058
충남,20160819,0.061
충남,20160820,0.057
충남,20160821,0.048
충남,20160822,0.043
충남,20160823,0.038
충남,20160824,0.05
충남,20160825,0.043
충남,20160826,0.025
충남,20160827,0.03
충남,20160828,0.022
충남,20160829,0.018
충남,20160830,0.02
충남,20160831,0.029
충남,20160901,0.056
충남,20160902,0.048
충남,20160903,0.048
충남,20160904,0.029
충남,20160905,0.025
충남,20160906,0.022
충남,20160907,0.036
충남,20160908,0.033
충남,20160909,0.033
충남,20160910,0.038
충남,20160911,0.04
충남,20160912,0.034
충남,20160913,0.027
충남,20160914,0.038
충남,20160915,0.032
충남,20160916,0.031
충남,20160917,0.021
충남,20160918,0.033
충남,20160919,0.023
충남,20160920,0.029
충남,20160921,0.022
충남,20160922,0.024
충남,20160923,0.032
충남,20160924,0.04
충남,20160925,0.029
충남,20160926,0.019
충남,20160927,0.009
충남,20160928,0.017
충남,20160929,0.014
충남,20160930,0.012
충남,20161001,0.008
충남,20161002,0.008
충남,20161003,0.023
충남,20161004,0.024
충남,20161005,0.028
충남,20161006,0.029
충남,20161007,0.022
충남,20161008,0.031
충남,20161009,0.025
충남,20161010,0.008
충남,20161011,0.012
충남,20161012,0.016
충남,20161013,0.007
충남,20161014,0.015
충남,20161015,0.019
충남,20161016,0.029
충남,20161017,0.022
충남,20161018,0.01
충남,20161019,0.023
충남,20161020,0.022
충남,20161021,0.033
충남,20161022,0.023
충남,20161023,0.02
충남,20161024,0.018
충남,20161025,0.015
충남,20161026,0.004
충남,20161027,0.01
충남,20161028,0.022
충남,20161029,0.021
충남,20161030,0.015
충남,20161031,0.008
충남,20161101,0.019
충남,20161102,0.01
충남,20161103,0.011
충남,20161104,0.028
충남,20161105,0.035
충남,20161106,0.028
충남,20161107,0.026
충남,20161108,0.028
충남,20161109,0.014
충남,20161110,0.007
충남,20161111,0.012
충남,20161112,0.015
충남,20161113,0.02
충남,20161114,0.018
충남,20161115,0.022
충남,20161116,0.005
충남,20161117,0.009
충남,20161118,0.007
충남,20161119,0.009
충남,20161120,0.016
충남,20161121,0.001
충남,20161122,0.022
충남,20161123,0.014
충남,20161124,0.018
충남,20161125,0.007
충남,20161126,0.004
충남,20161127,0.008
충남,20161128,0.013
충남,20161129,0.007
충남,20161130,0.004
충남,20161201,0.015
충남,20161202,0.008
충남,20161203,0.007
충남,20161204,0.004
충남,20161205,0.02
충남,20161206,0.017
충남,20161207,0.006
충남,20161208,0.011
충남,20161209,0.021
충남,20161210,0.01
충남,20161211,0.008
충남,20161212,0.002
충남,20161213,0.006
충남,20161214,0.012
충남,20161215,0.019
충남,20161216,0.012
충남,20161217,0.011
충남,20161218,0.008
충남,20161219,0.006
충남,20161220,0.005
충남,20161221,0.011
충남,20161222,0.021
충남,20161223,0.018
충남,20161224,0.011
충남,20161225,0.003
충남,20161226,0.003
충남,20161227,0.021
충남,20161228,0.006
충남,20161229,0.014
충남,20161230,0.008
충남,20161231,0.004
충남,20170101,0.009
충남,20170102,0.015
충남,20170103,0.017
충남,20170104,0.009
충남,20170105,0.013
충남,20170106,0.02
충남,20170107,0.006
충남,20170108,0.015
충남,20170109,0.029
충남,20170110,0.024
충남,20170111,0.015
충남,20170112,0.011
충남,20170113,0.015
충남,20170114,0.022
충남,20170115,0.015
충남,20170116,0.004
충남,20170117,0.005
충남,20170118,0.005
충남,20170119,0.006
충남,20170120,0.021
충남,20170121,0.017
충남,20170122,0.026
충남,20170123,0.018
충남,20170124,0.009
충남,20170125,0.01
충남,20170126,0.015
충남,20170127,0.029
충남,20170128,0.008
충남,20170129,0.004
충남,20170130,0.029
충남,20170131,0.008
충남,20170201,0.018
충남,20170202,0.018
충남,20170203,0.015
충남,20170204,0.007
충남,20170205,0.014
충남,20170206,0.031
충남,20170207,0.008
충남,20170208,0.012
충남,20170209,0.031
충남,20170210,0.031
충남,20170211,0.027
충남,20170212,0.021
충남,20170213,0.011
충남,20170214,0.017
충남,20170215,0.012
충남,20170216,0.019
충남,20170217,0.032
충남,20170218,0.029
충남,20170219,0.03
충남,20170220,0.033
충남,20170221,0.013
충남,20170222,0.01
충남,20170223,0.038
충남,20170224,0.025
충남,20170225,0.022
충남,20170226,0.03
충남,20170227,0.014
충남,20170228,0.023
충남,20170301,0.031
충남,20170302,0.032
충남,20170303,0.023
충남,20170304,0.021
충남,20170305,0.029
충남,20170306,0.035
충남,20170307,0.035
충남,20170308,0.032
충남,20170309,0.032
충남,20170310,0.023
충남,20170311,0.024
충남,20170312,0.036
충남,20170313,0.033
충남,20170314,0.029
충남,20170315,0.019
충남,20170316,0.022
충남,20170317,0.026
충남,20170318,0.027
충남,20170319,0.032
충남,20170320,0.024
충남,20170321,0.038
충남,20170322,0.029
충남,20170323,0.026
충남,20170324,0.025
충남,20170325,0.028
충남,20170326,0.038
충남,20170327,0.042
충남,20170328,0.028
충남,20170329,0.037
충남,20170330,0.03
충남,20170331,0.023
충남,20170401,0.028
충남,20170402,0.038
충남,20170403,0.038
충남,20170404,0.042
충남,20170405,0.024
충남,20170406,0.037
충남,20170407,0.034
충남,20170408,0.034
충남,20170409,0.034
충남,20170410,0.05
충남,20170411,0.044
충남,20170412,0.039
충남,20170413,0.047
충남,20170414,0.061
충남,20170415,0.051
충남,20170416,0.038
충남,20170417,0.017
충남,20170418,0.032
충남,20170419,0.034
충남,20170420,0.015
충남,20170421,0.034
충남,20170422,0.033
충남,20170423,0.048
충남,20170424,0.044
충남,20170425,0.04
충남,20170426,0.039
충남,20170427,0.037
충남,20170428,0.05
충남,20170429,0.045
충남,20170430,0.082
충남,20170501,0.061
충남,20170502,0.053
충남,20170503,0.054
충남,20170504,0.042
충남,20170505,0.043
충남,20170506,0.046
충남,20170507,0.048
충남,20170508,0.054
충남,20170509,0.033
충남,20170510,0.034
충남,20170511,0.041
충남,20170512,0.049
충남,20170513,0.044
충남,20170514,0.044
충남,20170515,0.042
충남,20170516,0.04
충남,20170517,0.041
충남,20170518,0.053
충남,20170519,0.051
충남,20170520,0.044
충남,20170521,0.046
충남,20170522,0.038
충남,20170523,0.027
충남,20170524,0.037
충남,20170525,0.039
충남,20170526,0.041
충남,20170527,0.042
충남,20170528,0.065
충남,20170529,0.07
충남,20170530,0.058
충남,20170531,0.027
충남,20170601,0.039
충남,20170602,0.038
충남,20170603,0.043
충남,20170604,0.045
충남,20170605,0.05
충남,20170606,0.045
충남,20170607,0.034
충남,20170608,0.06
충남,20170609,0.069
충남,20170610,0.071
충남,20170611,0.049
충남,20170612,0.052
충남,20170613,0.034
충남,20170614,0.051
충남,20170615,0.051
충남,20170616,0.069
충남,20170617,0.067
충남,20170618,0.058
충남,20170619,0.048
충남,20170620,0.048
충남,20170621,0.045
충남,20170622,0.042
충남,20170623,0.042
충남,20170624,0.027
충남,20170625,0.043
충남,20170626,0.044
충남,20170627,0.036
충남,20170628,0.037
충남,20170629,0.051
충남,20170630,0.05
충남,20170701,0.019
충남,20170702,0.016
충남,20170703,0.026
충남,20170704,0.037
충남,20170705,0.051
충남,20170706,0.04
충남,20170707,0.016
충남,20170708,0.017
충남,20170709,0.027
충남,20170710,0.017
충남,20170711,0.038
충남,20170712,0.035
충남,20170713,0.038
충남,20170714,0.032
충남,20170715,0.027
충남,20170716,0.014
충남,20170717,0.012
충남,20170718,0.027
충남,20170719,0.043
충남,20170720,0.037
충남,20170721,0.048
충남,20170722,0.047
충남,20170723,0.036
충남,20170724,0.018
충남,20170725,0.034
충남,20170726,0.038
충남,20170727,0.045
충남,20170728,0.024
충남,20170729,0.032
충남,20170730,0.039
충남,20170731,0.016
충남,20170801,0.02
충남,20170802,0.026
충남,20170803,0.035
충남,20170804,0.04
충남,20170805,0.043
충남,20170806,0.043
충남,20170807,0.052
충남,20170808,0.045
충남,20170809,0.033
충남,20170810,0.021
충남,20170811,0.022
충남,20170812,0.025
충남,20170813,0.021
충남,20170814,0.014
충남,20170815,0.015
충남,20170816,0.017
충남,20170817,0.021
충남,20170818,0.018
충남,20170819,0.027
충남,20170820,0.032
충남,20170821,0.017
충남,20170822,0.028
충남,20170823,0.008
충남,20170824,0.02
충남,20170825,0.047
충남,20170826,0.033
충남,20170827,0.028
충남,20170828,0.032
충남,20170829,0.032
충남,20170830,0.013
충남,20170831,0.038
충남,20170901,0.026
